Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
106,Blade Runner,1982,Ridley Scott,Sci-Fi,In a dystopian 2019 Los Angeles a world-weary detective hunts rogue bioengineered beings while questioning what it means to be human.,2 Oscar noms; BFI Sight & Sound poll; selected for National Film Registry; widely regarded as greatest sci-fi film ever made,BFI Sight & Sound; National Film Registry; AFI
107,Coming to America,1988,John Landis,Comedy,An African prince travels to Queens New York to find a bride who will love him for himself rather than his royal status.,2 Oscar noms; $128M domestic; Eddie Murphy in multiple roles; beloved comedy classic,Oscars; Box Office Mojo
108,Ghostbusters,1984,Ivan Reitman,Comedy,Three eccentric parapsychologists start a ghost-catching business in New York City just as a supernatural crisis of biblical proportions looms.,2 Oscar noms; $229M domestic; AFI Top 100 Laughs; National Film Registry; cultural phenomenon,AFI; Oscars; National Film Registry
109,Little Shop of Horrors,1986,Frank Oz,Musical,A nerdy florist raises a mysterious plant that thrives on human blood and helps him win the girl of his dreams at a terrible cost.,2 Oscar noms; cult musical; brilliant adaptation of the Off-Broadway show with Rick Moranis and Steve Martin,Oscars
110,Nostalgia,1983,Andrei Tarkovsky,Drama,A Russian poet traveling through Italy researching the life of an eighteenth-century composer is consumed by longing for his distant homeland.,FIPRESCI Prize and Best Director at Cannes; Grand Prize of the Cinema of Creation; Tarkovsky's penultimate masterpiece,Cannes Film Festival
111,Parenthood,1989,Ron Howard,Comedy,An extended family navigates the joys and disasters of raising children across three generations with humor warmth and anxiety.,2 Oscar noms; $100M domestic; Steve Martin; one of the most relatable family comedies ever made,Oscars
112,RoboCop,1987,Paul Verhoeven,Sci-Fi,A brutally murdered Detroit police officer is resurrected as a cyborg law enforcer and struggles to reclaim his humanity and identity.,Won Oscar for Best Sound Effects Editing; 2 noms; National Film Registry; Saturn Award; razor-sharp corporate satire,National Film Registry; Oscars
113,Round Midnight,1986,Bertrand Tavernier,Drama,An aging American jazz saxophonist in 1950s Paris finds an unlikely savior in a devoted French fan who helps him reclaim his music and dignity.,Won Oscar for Best Original Score (Herbie Hancock); Dexter Gordon Oscar-nominated Best Actor; Cesar Award,Oscars; Cesar Awards
114,Tron,1982,Steven Lisberger,Sci-Fi,A computer programmer is digitized and transported into a virtual world where he must compete in gladiatorial games to survive and escape.,Pioneered computer-generated imagery in film; 2 Oscar noms; cult classic; visually revolutionary though commercially underperforming,Oscars
115,Educating Rita,1983,Lewis Gilbert,Comedy,A working-class hairdresser enrolls in an Open University literature course and her intellectual awakening transforms both her and her jaded tutor.,BAFTA Best Actor/Actress; 3 BAFTA wins; Golden Globe Best Actor/Actress (Musical/Comedy); Michael Caine/Julie Walters,BAFTA; Golden Globes
116,Full Metal Jacket,1987,Stanley Kubrick,War,Marine recruits endure dehumanizing boot camp under a sadistic drill instructor before facing the chaos and moral void of the Vietnam War.,Oscar nom for Best Adapted Screenplay; National Film Registry; one of the defining Vietnam War films,National Film Registry; Oscars
117,Indiana Jones and the Temple of Doom,1984,Steven Spielberg,Adventure,Indiana Jones crash-lands in India and discovers a village enslaved by a Thuggee cult that has stolen a sacred stone and kidnapped the children.,Won Oscar for Best Visual Effects; $179M domestic; led directly to creation of PG-13 rating,Oscars; Box Office Mojo
118,The Color of Money,1986,Martin Scorsese,Drama,An aging pool hustler mentors a cocky young player on the road to a major tournament but finds himself drawn back into competition.,Won Oscar for Best Actor (Paul Newman first career win); Tom Cruise co-star; Scorsese directing; Newman long-overdue recognition,Oscars
119,Under the Volcano,1984,John Huston,Drama,A British diplomat drinking himself to death in 1930s Mexico relives his failures in love and life on the Day of the Dead.,Oscar nom for Best Actor (Albert Finney); based on Malcolm Lowry's masterpiece; John Huston powerful adaptation,Oscars
120,El Norte,1983,Gregory Nava,Drama,A Guatemalan brother and sister flee political persecution and make a perilous journey to the United States seeking a better life.,Oscar nom for Best Original Screenplay; National Film Registry; American Playhouse; landmark of Latin American cinema in the US,National Film Registry; Oscars
121,The Name of the Rose,1986,Jean-Jacques Annaud,Mystery,A Franciscan friar investigates a series of murders at a medieval Italian abbey where a forbidden book holds the key to the deadly mystery.,Cesar Award Best Foreign Film; BAFTA nom; based on Umberto Eco's bestselling novel; Sean Connery starring,Cesar Awards; BAFTA
122,The Empire Strikes Back,1980,Irvin Kershner,Sci-Fi,The Rebel Alliance faces devastating setbacks as Darth Vader pursues Luke Skywalker who trains with Jedi Master Yoda and confronts a shattering revelation.,"Won 2 Oscars (Sound, Special Achievement); 3 noms; $209M domestic; National Film Registry; AFI Top 100",AFI; National Film Registry; Oscars
123,The King of Comedy,1982,Martin Scorsese,Comedy,An aspiring stand-up comedian kidnaps a late-night talk show host to secure a spot on the show in this prophetic satire of celebrity obsession.,BAFTA nomination; initially underappreciated; now widely regarded as one of Scorsese's greatest and most prescient films,BFI; BAFTA
124,The Little Mermaid,1989,Ron Clements and John Musker,Animation,A mermaid princess trades her voice for human legs to pursue the prince she loves in this musical fairy tale that launched the Disney Renaissance.,"Won 2 Oscars (Original Score, Original Song); 3 noms; $84M domestic; revitalized Disney animation singlehandedly",Oscars; Box Office Mojo
125,9 to 5,1980,Colin Higgins,Comedy,Three female office workers kidnap their sexist boss and run the company themselves implementing progressive reforms with hilarious results.,Oscar nom for Best Original Song; $103M domestic; iconic feminist comedy; Dolly Parton/Jane Fonda/Lily Tomlin,Oscars; Box Office Mojo
126,An American Werewolf in London,1981,John Landis,Horror,Two American backpackers are attacked by a werewolf on the English moors and the survivor begins a horrifying transformation in London.,Won inaugural Oscar for Best Makeup (Rick Baker); revolutionary practical effects; National Film Registry,Oscars; National Film Registry
127,Babettes Feast,1987,Gabriel Axel,Drama,A French refugee works as a cook for two elderly Danish sisters for fourteen years before spending her lottery winnings on one magnificent feast.,Won Oscar for Best Foreign Language Film; considered one of the greatest food films ever made,Oscars
128,Back to the Future,1985,Robert Zemeckis,Sci-Fi,A teenager accidentally travels to 1955 in a time-traveling DeLorean and must ensure his parents fall in love or risk erasing his own existence.,Won Oscar for Best Film Editing; $210M domestic; AFI Top 100; National Film Registry; Hugo Award,AFI; National Film Registry; Oscars
129,Beetlejuice,1988,Tim Burton,Comedy,A recently deceased couple haunting their former home hire an obnoxious freelance bio-exorcist to scare away the insufferable new owners.,Won Oscar for Best Makeup; $73M domestic on $15M budget; defined Tim Burton's gothic aesthetic; National Film Registry,Oscars; National Film Registry
130,Bull Durham,1988,Ron Shelton,Comedy,A veteran catcher mentors a wild young pitcher on a minor league baseball team while competing for the affections of a devoted baseball groupie.,Oscar nom for Best Original Screenplay; National Film Registry; widely considered the greatest baseball movie ever made,National Film Registry; Oscars
131,Crocodile Dundee,1986,Peter Faiman,Comedy,An American journalist lures a rugged Australian bushman to New York City where his outback skills create hilarious culture-clash situations.,Oscar nom; $174M domestic; highest-grossing Australian film of all time at that point; cultural phenomenon,Oscars; Box Office Mojo
132,Diner,1982,Barry Levinson,Comedy,A group of young men in 1959 Baltimore cling to their late-night diner hangout as adulthood threatens to pull them apart.,Oscar nom for Best Original Screenplay; National Film Registry; launched careers of Rourke Barkin Guttenberg Stern,National Film Registry; Oscars
133,Dirty Dancing,1987,Emile Ardolino,Romance,A sheltered teenager falls for a working-class dance instructor during a 1963 family vacation at a Catskills resort.,Won Oscar for Best Original Song (I've Had the Time of My Life); $64M domestic on $5M budget; massive cultural phenomenon,Oscars; Box Office Mojo
134,Drugstore Cowboy,1989,Gus Van Sant,Crime,A crew of junkies in 1970s Portland rob pharmacies to feed their habits in this unflinchingly honest and darkly humorous addiction drama.,Independent Spirit Award Best Film/Director/Actor; NY Film Critics Best Film; launched Gus Van Sant's career,Independent Spirit Awards; NY Film Critics
135,Flashdance,1983,Adrian Lyne,Musical,A Pittsburgh steel welder by day and exotic dancer by night dreams of attending a prestigious dance conservatory against all odds.,Won Oscar for Best Original Song (What a Feeling); $92M domestic; cultural phenomenon of the early 1980s,Oscars; Box Office Mojo
136,Heathers,1989,Michael Lehmann,Comedy,A disillusioned teenager and her sociopathic new boyfriend begin murdering the popular kids at their high school and disguising the deaths as suicides.,Cult classic that subverted the teen film genre; Independent Spirit nom; massive cultural influence,Independent Spirit Awards
137,My Neighbor Totoro,1988,Hayao Miyazaki,Animation,Two young sisters discover magical forest spirits including the gentle giant Totoro after moving to the countryside to be near their ailing mother.,Kinema Junpo Best Film; Mainichi Film Award; considered one of the greatest animated films ever made; Studio Ghibli landmark,Kinema Junpo; BFI Sight & Sound
138,Purple Rain,1984,Albert Magnoli,Musical,A young musician in Minneapolis struggles with a turbulent home life and a rival band while pursuing stardom and love.,Won Oscar for Best Original Song Score; $68M domestic; Prince iconic performance; soundtrack sold 25M copies worldwide,Oscars; Box Office Mojo
139,Repo Man,1984,Alex Cox,Sci-Fi,A young punk rocker becomes a car repossessor in Los Angeles and gets caught up in the search for a mysterious Chevy Malibu with something alien in the trunk.,National Film Registry; Independent Spirit Award nom; cult classic that defined 1980s underground cinema,National Film Registry
140,River's Edge,1986,Tim Hunter,Drama,When a teenager murders his girlfriend and shows the body to his friends the group's disturbing indifference reveals a generation's moral paralysis.,Independent Spirit Award Best Film; one of the most disturbing and critically acclaimed indie films of the decade,Independent Spirit Awards
141,Splash,1984,Ron Howard,Romance,A young man falls in love with a woman who turns out to be a mermaid in this charming romantic fantasy that launched Tom Hanks' comedy career.,Oscar nom for Best Original Screenplay; $69M domestic; Ron Howard breakout; Touchstone Pictures first release,Oscars; Box Office Mojo
142,Starman,1984,John Carpenter,Sci-Fi,An alien takes the form of a young widow's dead husband and she reluctantly drives him across the country to his rendezvous point.,Oscar nom for Best Actor (Jeff Bridges); John Carpenter's most tender film; Karen Allen co-stars,Oscars
143,Stranger Than Paradise,1984,Jim Jarmusch,Comedy,A disaffected New York hipster reluctantly hosts his Hungarian cousin before the two embark on an aimless trip to Cleveland and Florida.,Won Camera d'Or at Cannes; National Society of Film Critics Best Film; landmark of American independent cinema,Cannes Film Festival; National Society of Film Critics
144,The Abyss,1989,James Cameron,Sci-Fi,A civilian diving team is recruited to help recover a lost nuclear submarine and encounters mysterious alien beings in the ocean depths.,Won Oscar for Best Visual Effects; pioneered CGI water effects; James Cameron's most underrated work,Oscars
145,The Accused,1988,Jonathan Kaplan,Drama,A young woman who was gang-raped in a bar fights for justice when the prosecution accepts a lesser plea deal for her attackers.,Won Oscar for Best Actress (Jodie Foster); powerful and controversial examination of sexual assault and victim-blaming,Oscars
146,The Fly,1986,David Cronenberg,Horror,A brilliant but eccentric scientist accidentally merges his DNA with a housefly during a teleportation experiment and undergoes a horrifying transformation.,Won Oscar for Best Makeup; Saturn Award; one of the greatest body horror films ever made,Oscars; Saturn Awards
147,The Karate Kid,1984,John G. Avildsen,Drama,A bullied teenager learns karate and life lessons from an unassuming Japanese handyman who turns out to be a martial arts master.,Oscar nom for Best Supporting Actor (Pat Morita); $91M domestic; Cultural phenomenon; AFI Top 100 Cheers,Oscars; AFI
148,The Official Story,1985,Luis Puenzo,Drama,An upper-class Argentine history teacher gradually realizes that her adopted daughter may have been stolen from political dissidents during the Dirty War.,Won Oscar for Best Foreign Language Film; first Argentine film to win Oscar; powerful political cinema,Oscars
149,The Princess Bride,1987,Rob Reiner,Fantasy,A grandfather reads his sick grandson a fairytale of fencing giants miracles and true love that becomes a perfectly witty adventure of its own.,Oscar nom; National Film Registry; became one of the most beloved and quoted films of all time,National Film Registry; AFI
150,The Trip to Bountiful,1985,Peter Masterson,Drama,An elderly woman trapped in a tiny apartment with her domineering daughter-in-law makes one last escape to visit her childhood home.,Won Oscar for Best Actress (Geraldine Page); heartbreaking and gentle; Geraldine Page's crowning achievement,Oscars
151,The Year of Living Dangerously,1982,Peter Weir,Drama,A young Australian journalist in 1965 Indonesia navigates political upheaval and a dangerous love affair as Sukarno's regime crumbles.,Won Oscar for Best Supporting Actress (Linda Hunt); Peter Weir's international breakthrough alongside Gallipoli,Oscars
152,Top Gun,1986,Tony Scott,Action,A cocky young naval aviator competes at the elite Fighter Weapons School while dealing with rivalry romance and the ghost of his father's legacy.,Won Oscar for Best Original Song; $176M domestic; highest-grossing film of 1986; cultural phenomenon,Oscars; Box Office Mojo
153,Wall Street,1987,Oliver Stone,Drama,An ambitious young stockbroker is seduced into the world of insider trading by a ruthless corporate raider whose mantra is greed is good.,Won Oscar for Best Actor (Michael Douglas); defined 1980s excess and corporate culture,Oscars
154,When Harry Met Sally,1989,Rob Reiner,Romance,Two friends debate whether men and women can be friends without sex complicating things over twelve years of chance encounters.,Oscar nom for Best Original Screenplay (Nora Ephron); AFI Top 100 Laughs; $92M domestic; iconic deli scene,AFI; Oscars
155,Fitzcarraldo,1982,Werner Herzog,Adventure,An opera-obsessed dreamer attempts to haul a steamship over a mountain in the Peruvian jungle to fund an opera house in the Amazon.,Won Best Director at Cannes; the production itself became legendary; Werner Herzog's most ambitious undertaking,Cannes Film Festival
156,Kiki's Delivery Service,1989,,Drama,Featured on LB Top 500 list.,,LB Top 500
157,Landscape in the Mist,1988,,Drama,Featured on LB Top 500 list.,,LB Top 500
158,Local Hero,1983,Bill Forsyth,Comedy,An American oil company executive is sent to buy a Scottish coastal village for a refinery but falls under the spell of its eccentric inhabitants.,BAFTA Best Direction; Mark Knopfler score; one of the most charming British films of the decade,BAFTA
159,Love Streams,1984,,Drama,Featured on LB Top 500 list.,,LB Top 500
160,Mishima: A Life in Four Chapters,1985,Paul Schrader,Drama,The life of Japanese author Yukio Mishima is told through four interwoven chapters blending biography and dramatizations of his novels.,Won Best Artistic Contribution at Cannes; Philip Glass score; one of the most formally ambitious biopics ever made,Cannes Film Festival
161,Once Upon a Time in America,1984,Sergio Leone,Crime,A Jewish gangster in 1920s-1960s New York reflects on a lifetime of friendship betrayal and lost love in Leone's sprawling operatic epic.,National Film Registry; considered Leone's magnum opus; Golden Globe nom; widely reassessed as a masterpiece,National Film Registry
162,Pink Floyd: The Wall,1982,,Drama,Featured on LB Top 500 list.,,LB Top 500
163,Son of the White Mare,1981,,Drama,Featured on LB Top 500 list.,,LB Top 500
164,Terrorizers,1986,,Drama,Featured on LB Top 500 list.,,LB Top 500
165,The Cook the Thief His Wife and Her Lover,1989,Peter Greenaway,Drama,A brutish gangster holds court at a gourmet restaurant while his wife conducts a secret affair with a bookish regular in this provocative allegory.,Won BAFTA Special Award; controversial sensation; Peter Greenaway's most commercially successful and notorious film,BAFTA
166,The Green Ray,1986,,Drama,Featured on LB Top 500 list.,,LB Top 500
167,Threads,1984,,Drama,Featured on LB Top 500 list.,,LB Top 500
168,Time of the Gypsies,1988,,Drama,Featured on LB Top 500 list.,,LB Top 500
169,Where Is the Friend's House?,1987,,Drama,Featured on LB Top 500 list.,,LB Top 500
170,Desert Hearts,1985,Donna Deitch,Romance,A college professor awaiting her divorce in 1950s Reno begins a transformative romantic relationship with a free-spirited young woman.,One of the first mainstream lesbian love stories; trailblazing LGBTQ cinema; Independent Spirit landmark,Independent cinema landmark; LGBTQ film history
171,The Dekalog,1988,Krzysztof Kieslowski,Drama,Ten one-hour films each inspired by one of the Ten Commandments explore the moral complexities of everyday life in a Warsaw housing estate.,Venice Film Festival FIPRESCI; BFI Sight & Sound poll; widely considered one of the greatest achievements in the history of cinema,BFI Sight & Sound; Venice Film Festival
172,Batman,1989,Tim Burton,Action,A brooding vigilante in a bat suit battles a psychotic criminal mastermind who has seized control of Gotham City's underworld.,$251M domestic; cultural event of 1989; Jack Nicholson as the Joker; redefined superhero cinema; Tim Burton visual landmark,Box Office Mojo
173,A Question of Silence,1982,,Drama,Featured on FF 1980s list.,,FF 1980s
174,A World Apart,1988,,Drama,Featured on FF 1980s list.,,FF 1980s
175,Arthur,1981,Steve Gordon,Comedy,A lovable millionaire playboy must choose between marrying a wealthy heiress to keep his inheritance or following his heart to a working-class waitress.,"Won 2 Oscars (Supporting Actor John Gielgud, Original Song); $95M domestic; Dudley Moore charm offensive",Oscars
176,Berlin Alexanderplatz,1980,,Drama,Featured on FF 1980s list.,,FF 1980s
177,Camille Claudel,1988,,Drama,Featured on FF 1980s list.,,FF 1980s
178,Camp de Thiaroye,1988,,Drama,Featured on FF 1980s list.,,FF 1980s
179,Cocoon,1985,Ron Howard,Sci-Fi,Elderly residents of a retirement home discover that a mysterious swimming pool rejuvenates them after aliens leave energy pods in it.,"Won 2 Oscars (Supporting Actor Don Ameche, Visual Effects); $76M domestic",Oscars
180,I've Heard the Mermaids Singing,1987,,Drama,Featured on FF 1980s list.,,FF 1980s
181,L'Ange,1982,,Drama,Featured on FF 1980s list.,,FF 1980s
182,Mirch Masala,1987,,Drama,Featured on FF 1980s list.,,FF 1980s
183,My Beautiful Laundrette,1985,,Drama,Featured on FF 1980s list.,,FF 1980s
184,My Brother's Wedding,1983,,Drama,Featured on FF 1980s list.,,FF 1980s
185,Mystery Train,1989,,Drama,Featured on FF 1980s list.,,FF 1980s
186,Nostalghia,1983,,Drama,Featured on FF 1980s list.,,FF 1980s
187,Parting Glances,1986,,Drama,Featured on FF 1980s list.,,FF 1980s
188,Pauline at the Beach,1983,,Drama,Featured on FF 1980s list.,,FF 1980s
189,Polyester,1981,,Drama,Featured on FF 1980s list.,,FF 1980s
190,Return of the Jedi,1983,Richard Marquand,Sci-Fi,Luke Skywalker leads the mission to rescue Han Solo and then confronts Darth Vader and the Emperor as the Rebel Alliance attacks the new Death Star.,Won Special Achievement Oscar; $309M domestic; National Film Registry; concluded the original Star Wars trilogy,National Film Registry; Oscars
191,Rocky III,1982,Sylvester Stallone,Drama,Rocky Balboa loses his title to a ferocious challenger and must regain his fighting spirit with the help of his former rival Apollo Creed.,$125M domestic; Mr. T as Clubber Lang; Eye of the Tiger became iconic; reinvented the franchise,Box Office Mojo
192,Salaam Bombay!,1988,,Drama,Featured on FF 1980s list.,,FF 1980s
193,Smithereens,1982,,Drama,Featured on FF 1980s list.,,FF 1980s
194,Sweet Bunch,1983,,Drama,Featured on FF 1980s list.,,FF 1980s
195,Taipei Story,1985,,Drama,Featured on FF 1980s list.,,FF 1980s
196,Taxi zum Klo,1981,,Drama,Featured on FF 1980s list.,,FF 1980s
197,The Ballad of Narayama,1983,,Drama,Featured on FF 1980s list.,,FF 1980s
198,The Horse Thief,1986,,Drama,Featured on FF 1980s list.,,FF 1980s
199,The Legend of Suram Fortress,1985,,Drama,Featured on FF 1980s list.,,FF 1980s
200,Veronika Voss,1982,,Drama,Featured on FF 1980s list.,,FF 1980s
201,Diva,1981,Jean-Jacques Beineix,Thriller,A young Parisian postman who secretly records an opera diva becomes entangled in two dangerous plots involving bootleg tapes and police corruption.,4 Cesar Awards; launched the Cinema du Look movement in France; style-defining film of 1980s French cinema,Cesar Awards
202,Manon des Sources,1986,Claude Berri,Drama,Years after the events of Jean de Florette the dead man's beautiful daughter returns to exact an unknowing revenge on those who destroyed her father.,Cesar Awards; massive international success; powerful companion piece completing one of cinema's great two-part stories,Cesar Awards
203,Subway,1985,Luc Besson,Thriller,A safe-cracker hides from gangsters in the Paris Metro and discovers an underground society of misfits musicians and dreamers.,Cesar Awards for Best Actor/Director; Cinema du Look movement; Christophe Lambert/Isabelle Adjani; stylish 1980s French cinema,Cesar Awards
204,The Big Blue,1988,Luc Besson,Adventure,Two childhood friends become rival deep-sea divers competing for the world free-diving record in this visually stunning meditation on the call of the sea.,Cesar Award for Best Sound/Music; massive international hit especially in France; Luc Besson's most personal film,Cesar Awards
205,Grave of the Fireflies,1988,Isao Takahata,Animation,Two Japanese siblings struggle to survive in the final months of World War II as firebombing and famine devastate their world.,Considered one of the greatest animated and anti-war films ever made; Studio Ghibli masterpiece; Roger Ebert Great Movies,BFI Sight & Sound; Roger Ebert Great Movies
206,Labyrinth,1986,Jim Henson,Fantasy,A teenage girl must navigate a vast magical maze controlled by the Goblin King to rescue her baby brother before time runs out.,David Bowie iconic performance; Jim Henson puppetry masterpiece; cult classic that grew in stature over decades,Empire Magazine
207,Nausicaa of the Valley of the Wind,1984,Hayao Miyazaki,Animation,A warrior princess tries to prevent two warring nations from destroying the toxic jungle that sustains Earth's fragile post-apocalyptic ecosystem.,Animage Grand Prix; inspired the founding of Studio Ghibli; considered one of Miyazaki's finest works,Animage; Studio Ghibli
208,Raising Arizona,1987,Joel Coen and Ethan Coen,Comedy,An ex-con and his police officer wife kidnap one of a wealthy couple's quintuplets in this hyperkinetic cartoon-like Coen Brothers comedy.,Cult classic; established the Coens' visual and comedic style; widely regarded as one of the funniest films of the decade,AFI
209,The Outsiders,1983,Francis Ford Coppola,Drama,Two rival teenage gangs from different sides of the tracks clash violently in 1960s Tulsa in this emotional adaptation of S.E. Hinton's novel.,Launched careers of Tom Cruise Patrick Swayze Rob Lowe Matt Dillon Emilio Estevez; National Film Registry consideration,National Film Registry consideration
210,The Shining,1980,Stanley Kubrick,Horror,A writer takes a winter caretaker job at an isolated hotel where supernatural forces and his own madness threaten his wife and psychic young son.,National Film Registry; BFI Sight & Sound poll; widely considered the greatest horror film ever made,BFI Sight & Sound; National Film Registry
211,Videodrome,1983,David Cronenberg,Horror,A sleazy TV programmer discovers a broadcast signal that causes hallucinations and physical mutations blurring the line between media and flesh.,Genie Award; prescient meditation on media consumption and technology; cult classic and Cronenberg masterpiece,BFI; Genie Awards
212,84 Charing Cross Road,1987,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
213,A Chinese Ghost Story,1987,,Horror,Featured on LB Horror list.,,LB Horror
214,A Visitor to a Museum,1989,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
215,Akira,1988,Katsuhiro Otomo,Animation,In a dystopian Neo-Tokyo a teenage biker gang member develops terrifying psychic powers that threaten to destroy the city in this landmark anime.,Revolutionized anime in the West; widely regarded as one of the greatest animated films; influenced decades of sci-fi and cyberpunk,BFI Sight & Sound; Empire Magazine
216,Altered States,1980,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
217,American Pop,1981,,Musical,Featured on LB Musical list.,,LB Musical
218,Angel Heart,1987,,Horror,Featured on LB Horror list.,,LB Horror
219,Angel's Egg,1985,,Animation,Featured on LB Animated list.,,LB Animated
220,Angst,1983,,Horror,Featured on LB Horror list.,,LB Horror
221,Anguish,1987,,Horror,Featured on LB Horror list.,,LB Horror
222,Barefoot Gen,1983,,War,Featured on LB War list.,,LB War
223,"Bashu, the Little Stranger",1989,,Drama,Featured on LB Underseen list.,,LB Underseen
224,Bianca,1984,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
225,Blood,1989,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
226,Blood Wedding,1981,,Musical,Featured on LB Musical list.,,LB Musical
227,"Blue Mountains, or Unbelievable Story",1983,,Drama,Featured on LB Underseen list.,,LB Underseen
228,Body Double,1984,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
229,Born in Flames,1983,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
230,Breaker Morant,1980,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
231,Burden of Dreams,1982,,Documentary,Featured on LB Documentary list.,,LB Documentary
232,Castle in the Sky,1986,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
233,Casualties of War,1989,,War,Featured on LB War list.,,LB War
234,Celia,1989,,Horror,Featured on LB Horror list.,,LB Horror
235,Chan Is Missing,1982,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
236,Christiane F.,1981,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
237,City on Fire,1987,,Action,Featured on LB Action list.,,LB Action
238,Coal Miner's Daughter,1980,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
239,Damnation,1988,,Crime,Featured on LB Crime list.,,LB Crime
240,Day of the Dead,1985,,Horror,Featured on LB Horror list.,,LB Horror
241,Dead Man's Letters,1986,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
242,Dead Ringers,1988,,Horror,Featured on LB Horror list.,,LB Horror
243,Death of Yazdgerd,1982,,Drama,Featured on LB Underseen list.,,LB Underseen
244,Down by Law,1986,Jim Jarmusch,Comedy,Three misfits thrown together in a New Orleans jail break out and wander through the Louisiana bayou in this deadpan existential comedy.,One of the defining American independent films of the 1980s; Jim Jarmusch landmark; Tom Waits and Roberto Benigni star,Independent cinema landmark
245,Dressed to Kill,1980,,Horror,Featured on LB Horror list.,,LB Horror
246,Duel to the Death,1983,,Action,Featured on LB Action list.,,LB Action
247,Eastern Condors,1987,,War,Featured on LB War list.,,LB War
248,El amor brujo,1986,,Musical,Featured on LB Musical list.,,LB Musical
249,El Keif,1985,,Crime,Featured on LB Crime list.,,LB Crime
250,El Sur,1983,,Drama,Featured on LB Underseen list.,,LB Underseen
251,Elvira: Mistress of the Dark,1988,,Horror,Featured on LB Horror list.,,LB Horror
252,Encounters of the Spooky Kind,1980,,Horror,Featured on LB Horror list.,,LB Horror
253,Escape from New York,1981,John Carpenter,Sci-Fi,In a dystopian future Manhattan is a maximum-security prison and a lone anti-hero must rescue the President who has crash-landed inside.,Cult classic; $25M domestic on $6M budget; Kurt Russell as Snake Plissken became iconic; John Carpenter landmark,Box Office Mojo
254,For All Mankind,1989,,Documentary,Featured on LB Documentary list.,,LB Documentary
255,Garlic Is as Good as Ten Mothers,1980,,Documentary,Featured on LB Documentary list.,,LB Documentary
256,Golden Eighties,1986,,Musical,Featured on LB Musical list.,,LB Musical
257,"Good Morning, Vietnam",1987,,War,Featured on LB War list.,,LB War
258,Hachiko,1987,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
259,Heart of a Dog,1988,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
260,Heaven's Gate,1980,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
261,Henry V,1989,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
262,Homework,1989,,Documentary,Featured on LB Documentary list.,,LB Documentary
263,In a Glass Cage,1986,,Horror,Featured on LB Horror list.,,LB Horror
264,Jaane Bhi Do Yaaro,1983,,Crime,Featured on LB Crime list.,,LB Crime
265,Jane B. by Agnès V.,1988,,Documentary,Featured on LB Documentary list.,,LB Documentary
266,Kagero-za,1981,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
267,Kin-dza-dza!,1986,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
268,Kireedam,1989,,Drama,Featured on LB Underseen list.,,LB Underseen
269,Kisapmata,1981,,Crime,Featured on LB Crime list.,,LB Crime
270,L'Argent,1983,,Crime,Featured on LB Crime list.,,LB Crime
271,La Bamba,1987,,Musical,Featured on LB Musical list.,,LB Musical
272,Landscape Suicide,1986,,Crime,Featured on LB Crime list.,,LB Crime
273,Le Pont du Nord,1981,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
274,Leila and the Wolves,1984,,Drama,Featured on LB Underseen list.,,LB Underseen
275,Let's Get Lost,1988,,Documentary,Featured on LB Documentary list.,,LB Documentary
276,Lion of the Desert,1980,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
277,Macross: Do You Remember Love?,1984,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
278,Mad Max 2,1981,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
279,Man Facing Southeast,1986,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
280,Matewan,1987,,Drama,Featured on LB Underseen list.,,LB Underseen
281,Mauvais Sang,1986,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
282,"Merry Christmas, Mr. Lawrence",1983,,War,Featured on LB War list.,,LB War
283,Midnight Run,1988,,Action,Featured on LB Action list.,,LB Action
284,Miracle Mile,1988,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
