Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
81,Dinosaur,2000,"Ralph Zondag, Eric Leighton",Animation/Adventure,An orphaned dinosaur raised by lemurs leads a diverse herd on a perilous migration to their ancestral nesting grounds after a meteor shower devastates their world.,$349M worldwide; Disneys first CG animated feature; groundbreaking visual effects; Oscar nom Sound,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
82,Hollow Man,2000,Paul Verhoeven,Sci-Fi/Horror,A brilliant but arrogant scientist renders himself invisible and gradually loses his sanity as the power of unseen observation corrupts him absolutely.,Oscar nom Visual Effects; $190M worldwide; Kevin Bacon; Verhoeven; groundbreaking CGI invisibility effects,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
83,The Perfect Storm,2000,Wolfgang Petersen,Drama/Adventure,The crew of the Andrea Gail commercial fishing boat fights for survival when three weather systems converge into the storm of the century off the Atlantic coast.,$328M worldwide; George Clooney Mark Wahlberg; groundbreaking ILM wave effects; Oscar noms Visual Effects + Sound,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
84,Two Family House,2000,Raymond De Felitta,Drama,In 1956 Staten Island an Italian-American dreamer buys a two-family house to open a bar but his plans are complicated when he falls for the unwed pregnant tenant.,Sundance Audience Award (Dramatic); charming crowd-pleaser; De Felittas breakthrough,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
85,Proof of Life,2000,Taylor Hackford,Thriller/Drama,A professional hostage negotiator is hired to secure the release of an engineer kidnapped by guerrillas in South America while falling for the mans wife.,Russell Crowe Meg Ryan; $32M domestic; tabloid-era production notoriety; Taylor Hackford; MC 54 RT 43%,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
86,Bounce,2000,Don Roos,Romance/Drama,A charismatic ad executive gives his plane ticket to a stranger who dies in the subsequent crash then falls for the mans widow while hiding his connection.,Ben Affleck Gwyneth Paltrow; MC 51 RT 42%; Roos directorial follow-up to The Opposite of Sex,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
87,The Legend of Bagger Vance,2000,Robert Redford,Drama/Sports,A disillusioned WWI veteran and former golf prodigy rediscovers his authentic swing with the help of a mystical caddie during a legendary 1930s exhibition match.,Will Smith Matt Damon Charlize Theron; Robert Redford directing; $39M worldwide; MC 47 RT 46%,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
88,Peppermint Candy,2000,Lee Chang-dong,Drama,Told in reverse chronology a mans life unravels backward from suicidal despair through 20 years of Korean history including police brutality and the Gwangju massacre.,Cannes Directors Fortnight; Karlovy Vary; Lee Chang-dongs breakthrough before Oasis and Burning; essential Korean New Wave cinema,"Cannes Film Festival, Letterboxd, IndieWire, Sight & Sound"
89,28 Days,2000,Betty Thomas,Comedy/Drama,A newspaper columnist is forced into rehab after a drunken incident at her sisters wedding and gradually confronts her addiction with humor and pain.,$62M worldwide; Sandra Bullock; Viggo Mortensen; mainstream addiction drama; MC 44 RT 40%,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
90,Waking the Dead,2000,Keith Gordon,Drama/Romance,A politically ambitious young man is haunted by the memory of his activist girlfriend who died in a car bombing years earlier or did she survive.,Billy Crudup Jennifer Connelly; MC 48 RT 36%; passionate performances; underrated political romance; based on Scott Spencer novel,"Metacritic, Rotten Tomatoes, Roger Ebert, IndieWire"
91,American Psycho,2000,Mary Harron,Satire/Horror,A vain materialistic Wall Street investment banker in 1980s Manhattan conducts a secret life as a psychotic serial killer in a razor-sharp satire of consumer culture.,Sundance; TIFF; massive Letterboxd cult following; Christian Bales career-defining role; endlessly memed; definitive yuppie horror-satire,"Sundance Film Festival, TIFF, Letterboxd, IndieWire"
92,How the Grinch Stole Christmas,2000,Ron Howard,Comedy/Family,A hairy green hermit living atop Mount Crumpit plots to ruin Christmas for the cheerful citizens of Whoville in this live-action Dr. Seuss adaptation.,$345M domestic #1 film of 2000 in US; Oscar Best Makeup; Jim Carrey under Rick Baker prosthetics; holiday perennial; $345M domestic,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
93,Rules of Engagement,2000,William Friedkin,Drama/Thriller,A Marine colonel faces court martial for ordering his troops to fire on civilians during an embassy evacuation in Yemen defended by an old combat buddy.,$71M worldwide; Tommy Lee Jones Samuel L. Jackson; Friedkin; military courtroom drama; Oscar nom Sound,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
94,The Cell,2000,Tarsem Singh,Sci-Fi/Thriller,A psychotherapist enters the mind of a comatose serial killer to find the location of his latest victim in a surreal dreamscape of nightmarish imagery.,$104M worldwide; Tarsem Singhs visually stunning debut; Jennifer Lopez Vince Vaughn; Oscar nom Makeup; production design cult following,"Academy Awards Database, Box Office Mojo, Metacritic, Letterboxd"
95,Little Otik,2000,Jan Svankmajer,Horror/Surrealist Comedy,A childless couples tree-stump baby comes alive and develops an insatiable monstrous appetite in this grotesque fairy tale combining live action and stop-motion animation.,Venice; Svankmajers cult masterwork of surrealist body horror; major Letterboxd cult status; Czech cinema landmark,"Venice Film Festival, Letterboxd, Metacritic, IndieWire"
96,Pay It Forward,2000,Mimi Leder,Drama,A young boy creates a goodwill movement where each recipient of a favor must pay it forward to three new people sparking a chain reaction of kindness.,$55M worldwide; Haley Joel Osment Kevin Spacey Helen Hunt; socially noted concept; MC 31 RT 40% but culturally pervasive,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
97,A Dog's Will,2000,,Drama,Featured on LB Top 500 list.,,LB Top 500
98,A Time for Drunken Horses,2000,Bahman Ghobadi,Drama,Kurdish orphan children near the Iran-Iraq border smuggle goods on mules through dangerous mountain passes to pay for their disabled brothers surgery.,Cannes Camera dOr (shared) + FIPRESCI Prize; Ghobadis debut; seminal Kurdish cinema; devastating humanist work,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
99,Cecil B. Demented,2000,John Waters,Satire/Comedy,A band of guerrilla filmmakers kidnaps a Hollywood star and forces her to act in their underground movie waging war on mainstream cinema.,Cannes Out of Competition; John Waters love letter to and terrorist attack on Hollywood; pure cult cinema; Melanie Griffith Stephen Dorff,"Cannes Film Festival, Letterboxd, Rotten Tomatoes, IndieWire"
100,Djomeh,2000,Hassan Yektapanah,Drama,A young Afghan refugee working on a dairy farm in rural Iran falls for a local girl navigating cultural barriers and the kindness of his employer.,Cannes Camera dOr (shared); quiet humanist gem of Iranian cinema,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
101,Joint Security Area,2000,Park Chan-wook,Thriller/Drama,A mysterious shooting at the DMZ unravels a secret friendship between North and South Korean soldiers in a taut thriller doubling as a plea for reunification.,Highest-grossing Korean film at time of release; Park Chan-wooks commercial breakthrough before Oldboy; pivotal in Korean New Wave,"Box Office Mojo, TIFF, Letterboxd, IndieWire"
102,Nurse Betty,2000,Neil LaBute,Dark Comedy/Thriller,A small-town waitress traumatized by witnessing her husbands murder becomes delusional believing she is a character in her favorite soap opera and sets out to find her love.,Cannes Best Screenplay; Renee Zellweger strong reviews; underappreciated LaBute film; Morgan Freeman Chris Rock,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Roger Ebert"
103,Ritual,2000,,Drama,Featured on LB Top 500 list.,,LB Top 500
104,The Claim,2000,Michael Winterbottom,Western/Drama,A frontier town mayor in 1860s Sierra Nevada confronts the return of the wife and daughter he sold for a gold claim decades earlier in this Hardy adaptation.,Cannes Competition; Wes Bentley Milla Jovovich Peter Mullan; Winterbottoms ambitious Far from the Madding Crowd transposition,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
105,The King Is Alive,2000,Kristian Levring,Drama,A busload of tourists stranded in an abandoned African mining town attempt to stage King Lear to maintain their sanity with increasingly primal results.,Cannes Un Certain Regard; Dogme #4; key Dogme 95 film using the manifesto constraints in extreme setting,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
106,The Vertical Ray of the Sun,2000,Tran Anh Hung,Drama,Three Hanoi sisters gather for the anniversary of their mothers death their languorous days suffused with secrets sensuality and the Velvet Underground.,Cannes Un Certain Regard; ravishingly beautiful; Tran Anh Hungs follow-up to The Scent of Green Papaya and Cyclo,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
107,Vampire Hunter D: Bloodlust,2000,,Drama,Featured on LB Top 500 list.,,LB Top 500
108,Virgin Stripped Bare by Her Bachelors,2000,Hong Sang-soo,Drama/Romance,A young womans romantic entanglements with two men are told from contradictory perspectives questioning the reliability of memory and male desire.,Cannes Un Certain Regard; key early work from Hong Sang-soo now one of most prolific auteurs in world cinema,"Cannes Film Festival, Metacritic, IndieWire, Sight & Sound"
109,Ginger Snaps,2000,John Fawcett,Horror/Coming-of-Age,Two death-obsessed suburban sisters discover that a werewolf bite is an uncomfortably apt metaphor for puberty when the older sibling begins transforming.,TIFF; Fantasia; major cult horror classic; spawned two sequels; feminist genre landmark; big Letterboxd following,"TIFF, Letterboxd, Rotten Tomatoes, IndieWire"
110,Sade,2000,Benoit Jacquot,Period Drama,During the Terror the Marquis de Sade imprisoned in a chateau with aristocrats awaiting execution seduces a young woman while composing wickedness.,Venice; Daniel Auteuil as Sade; part of the 2000 wave of French period films,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
111,The Day I Became a Woman,2000,Marzieh Meshkini,Drama,Three chapters chart the lives of Iranian women at three ages a girl crossing womanhood a wife defying her husband to race bicycles and an old woman spending her inheritance.,Venice Critics Week + UNESCO Award; produced by Mohsen Makhmalbaf; feminist parable from within the Makhmalbaf family,"Venice Film Festival, Metacritic, IndieWire, Rotten Tomatoes"
112,The Isle,2000,Kim Ki-duk,Drama/Thriller,On a remote lake of floating fishing huts a mute woman who ferries supplies becomes entangled with a fugitive in a film of shocking violence and eerie silent beauty.,Venice Competition + NETPAC Special Mention; Kim Ki-duks international breakthrough; notorious for causing walkouts at Venice,"Venice Film Festival, Metacritic, IndieWire, Letterboxd"
113,The Legend of Rita,2000,Volker Schlondorff,Drama/Thriller,A West German radical is smuggled into East Germany by the Stasi and given a new identity living a double life as the Berlin Wall falls.,Berlin Silver Bear Best Actress (Beglau and Uhl); Blue Angel Award; Schlondorffs return to political cinema,"Berlin Film Festival, Metacritic, IndieWire, Rotten Tomatoes"
114,Faat Kine,2000,Ousmane Sembene,Drama/Comedy,A resilient Senegalese single mother manages a gas station and raises two children in Dakar reflecting on a lifetime of betrayals by the men around her.,TIFF; Fespaco; penultimate film from the Father of African Cinema; vibrant portrait of modern African womanhood,"TIFF, Fespaco, Metacritic, IndieWire"
115,Meet the Parents,2000,Jay Roach,Comedy,A hapless male nurse endures an escalating series of humiliations during a weekend with his girlfriends intimidating ex-CIA father.,$330M worldwide; Golden Globe noms; comedy phenomenon; Ben Stiller Robert De Niro iconic pairing; spawned franchise,"Box Office Mojo, Golden Globes, The Numbers, Metacritic"
116,The Watcher,2000,Joe Charbanic,Thriller,A burnt-out FBI agent in Chicago is taunted by a serial killer who sends him photographs of his next victims giving him 24 hours to save them.,Keanu Reeves James Spader Marisa Tomei; $47M worldwide; serviceable thriller; MC 24 RT 11%,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
117,Barking Dogs Never Bite,2000,Bong Joon-ho,Dark Comedy,A frustrated unemployed academic hides neighborhood dogs in his apartment buildings basement while a janitor investigates the disappearances.,Hong Kong IFF; Bong Joon-hos first feature film; already contains all his signature themes of class and dark humor that culminated in Parasite,"Hong Kong IFF, Letterboxd, IndieWire, Sight & Sound"
118,"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses of Beauty",2000,,Documentary,Featured on LB Documentary list.,,LB Documentary
119,Batman Beyond: Return of the Joker,2000,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
120,Battle Royale,2000,Kinji Fukasaku,Action/Thriller,In near-future Japan a class of ninth-graders is deposited on a remote island and forced to fight each other to the death under government decree.,Massive global cult classic; Letterboxd favorite; prefigured The Hunger Games; banned in multiple countries; Fukasakus final major work; genre landmark,"Letterboxd, IndieWire, Rotten Tomatoes, Metacritic"
121,Hey Ram,2000,,Crime,Featured on LB Crime list.,,LB Crime
122,Il Mare,2000,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
123,"La Commune (Paris, 1871)",2000,,Drama,Featured on LB Underseen list.,,LB Underseen
124,Land of Fear,2000,,Drama,Featured on LB Underseen list.,,LB Underseen
125,One Hundred Steps,2000,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
126,Princes and Princesses,2000,,Drama,Featured on LB Underseen list.,,LB Underseen
127,The Road to El Dorado,2000,,Musical,Featured on LB Musical list.,,LB Musical
128,Big Mommas House,2000,Raja Gosnell,Comedy/Action,An FBI agent disguises himself as a large elderly Southern woman to stake out a suspects family home and protect a mother and child from a dangerous fugitive.,$174M worldwide; Martin Lawrence; surprise smash hit; spawned franchise; broad comedy phenomenon,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
129,Bring It On,2000,Peyton Reed,Comedy/Sports,A cheerleading captain discovers her squads championship routines were stolen from an inner-city rival team forcing a reckoning with originality and fair play.,$90M worldwide; Kirsten Dunst Gabrielle Union; cultural phenomenon; spawned franchise; endlessly rewatchable; quotable teen classic,"Box Office Mojo, The Numbers, Letterboxd, Rotten Tomatoes"
130,Center Stage,2000,Nicholas Hytner,Drama/Dance,Young dancers at a prestigious New York ballet academy compete for coveted spots in a professional company navigating romance rivalry and artistic passion.,$26M domestic; developed devoted cult following; beloved dance film; Amanda Schull Zoe Saldana early role,"Box Office Mojo, Letterboxd, Rotten Tomatoes, Metacritic"
131,Charlies Angels,2000,McG,Action/Comedy,Three elite private detectives use martial arts disguises and wit to rescue a kidnapped tech mogul while uncovering a deadly conspiracy.,$264M worldwide; Cameron Diaz Drew Barrymore Lucy Liu; early 2000s cultural moment; spawned sequel and franchise reboot,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
132,Dude Wheres My Car,2000,Danny Leiner,Comedy,Two stoners wake up after a night of partying unable to remember where they parked the car and stumble into increasingly bizarre encounters.,$46M domestic; Ashton Kutcher Seann William Scott; stoner comedy cult following; endlessly quotable; so-bad-its-good appeal,"Box Office Mojo, The Numbers, Letterboxd, Rotten Tomatoes"
133,Final Destination,2000,James Wong,Horror/Thriller,A teenager who has a premonition of a plane explosion cheats death along with several classmates but death comes for them one by one in elaborate accidents.,$112M worldwide; launched five-film franchise; inventive death sequences became genre staple; cult horror favorite,"Box Office Mojo, The Numbers, Rotten Tomatoes, Letterboxd"
134,Gone in 60 Seconds,2000,Dominic Sena,Action/Crime,A retired car thief must steal 50 luxury cars in one night to save his brothers life from a ruthless crime lord.,$237M worldwide; Nicolas Cage Angelina Jolie; massive global performer; Eleanor the 1967 Shelby Mustang GT500 became iconic,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
135,In Vandas Room,2000,Pedro Costa,Documentary/Drama,In a crumbling Lisbon slum being demolished around its residents Vanda Duarte talks with neighbors while bulldozers close in a radical document of life on margins.,Locarno 2000; Criterion Collection (Letters from Fontainhas box set); Pedro Costas masterwork; monument of 21st-century slow cinema and DV filmmaking,"Locarno Film Festival, Criterion Collection, Sight & Sound, Letterboxd"
136,Kept and Dreamless,2000,"Vera Fogwill, Martin Desalvo",Drama,Two young Argentine women navigate Buenos Aires nightlife motherhood and aimless youth in this slice-of-life debut capturing millennial disaffection.,Buenos Aires International Festival of Independent Cinema; Argentine New Wave; micro-budget debut,"Buenos Aires Film Festival, IndieWire, Metacritic, Rotten Tomatoes"
137,Me Myself and Irene,2000,"Bobby Farrelly, Peter Farrelly",Comedy,A mild-mannered Rhode Island state trooper with split personality disorder must protect a woman on the run while battling his aggressive alter ego.,$149M worldwide; Jim Carrey; Farrelly Brothers; Renee Zellweger; raunchy comedy hit,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
138,Miss Congeniality,2000,Donald Petrie,Comedy/Action,A tomboyish FBI agent goes undercover as a beauty pageant contestant to prevent a terrorist threat discovering unexpected camaraderie and self-acceptance.,$212M worldwide; Sandra Bullock; major holiday season hit; spawned sequel; crowd-pleasing action comedy,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
139,Mission: Impossible 2,2000,John Woo,Action/Thriller,Ethan Hunt must stop a rogue agent from unleashing a deadly engineered virus with help from a beautiful thief in this John Woo-directed action spectacle.,$546M worldwide #1 film of 2000 globally; Tom Cruise; John Woo action choreography; franchise peak commercial performance,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
140,Nutty Professor II: The Klumps,2000,Peter Segal,Comedy,A kindhearted professor must prevent his obnoxious alter ego Buddy Love from manifesting permanently while pursuing romance and a youth formula.,$166M worldwide; Eddie Murphy playing entire family; strong sequel performance; Rick Baker makeup mastery,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
141,Red Planet,2000,Antony Hoffman,Sci-Fi,The first manned mission to Mars goes wrong when the crew crash-lands and must survive on a hostile planet with limited resources and a malfunctioning robot.,$33M worldwide; Val Kilmer Carrie-Anne Moss; ambitious Mars sci-fi; part of 2000 wave of space films alongside Mission to Mars,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
142,Reindeer Games,2000,John Frankenheimer,Action/Thriller,An ex-con assumes his dead cellmates identity to romance the mans pen pal girlfriend only to be drawn into a violent Christmas Eve casino heist.,Ben Affleck Charlize Theron Gary Sinise; John Frankenheimers final theatrical film; $23M worldwide,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
143,Remember the Titans,2000,Boaz Yakin,Drama/Sports,A Black head coach integrates a Virginia high school football team in 1971 overcoming racial tensions to build unity and pursue a championship season.,$136M worldwide; Denzel Washington; perennial cable television and classroom favorite; inspirational crowd-pleaser,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
144,Road Trip,2000,Todd Phillips,Comedy,Four college friends embark on a frantic 1800-mile road trip to retrieve an accidentally mailed sex tape before it reaches the wrong hands.,$119M worldwide; Todd Phillips pre-Hangover; Tom Green Seann William Scott; raunchy comedy hit; launched Phillips career,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
145,Rugrats in Paris: The Movie,2000,"Stig Bergqvist, Paul Demeyer",Animation/Comedy,The Rugrats travel to a Parisian amusement park where Chuckie hopes to find a new mother and the babies must stop an evil theme park executive.,$103M worldwide; Nickelodeon franchise peak; family audience favorite; sequel to successful original,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
146,Scary Movie,2000,Keenen Ivory Wayans,Comedy/Parody,A group of teenagers are stalked by a bumbling masked killer in this raunchy spoof of horror films particularly Scream and I Know What You Did Last Summer.,$278M worldwide; revived spoof genre; Wayans Brothers; spawned franchise; massive commercial hit on modest budget,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
147,Snatch,2000,Guy Ritchie,Crime/Comedy,An enormous stolen diamond passes through the hands of hapless criminals unlicensed boxing promoters and a seemingly invincible bare-knuckle fighter in chaotic London underworld.,$83M worldwide; massive cult following; Brad Pitts iconic mumbling Irish Traveller; Guy Ritchie follow-up to Lock Stock,"Box Office Mojo, Letterboxd, Metacritic, Rotten Tomatoes"
148,Space Cowboys,2000,Clint Eastwood,Adventure/Drama,Four aging former test pilots are recruited by NASA to repair a Cold War-era satellite discovering a dangerous secret payload when they reach orbit.,$128M worldwide; Eastwood Tommy Lee Jones Donald Sutherland James Garner; crowd-pleasing veteran ensemble,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
149,Suzhou River,2000,Lou Ye,Romantic Noir,A motorcycle courier in Shanghai loses the woman he loves then encounters her doppelganger a mermaid performer in a seedy bar in this Vertigo-influenced urban fairy tale.,Rotterdam Tiger Award; Lou Yes underground classic shot guerrilla-style in Shanghai; founding text of Chinese Sixth Generation independent cinema,"Rotterdam Film Festival, Criterion Collection, Sight & Sound, IndieWire"
150,The Emperors New Groove,2000,Mark Dindal,Animation/Comedy,A selfish Incan emperor transformed into a llama by his treacherous advisor must team with a humble peasant to reclaim his throne.,$169M worldwide; Disneys most underrated animated film; massive cult reappraisal; endlessly quotable; Letterboxd favorite,"Box Office Mojo, The Numbers, Letterboxd, Rotten Tomatoes"
151,The Replacements,2000,Howard Deutch,Comedy/Sports,A ragtag team of replacement players is assembled during a pro football strike led by a washed-up former quarterback seeking one last shot at glory.,$44M domestic; Keanu Reeves Gene Hackman; likable underdog sports comedy; cable television staple,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
152,The Whole Nine Yards,2000,Jonathan Lynn,Comedy/Crime,A mild-mannered Montreal dentist discovers his new neighbor is a notorious hitman and gets dragged into a web of contract killings and double-crosses.,$106M worldwide; Bruce Willis Matthew Perry; likable ensemble comedy; surprise hit,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
153,Unbreakable,2000,M. Night Shyamalan,Drama/Thriller,A man who emerges unscathed from a devastating train wreck discovers he may have superhuman abilities when a mysterious stranger with brittle bones seeks him out.,$248M worldwide; initially divisive now massive critical reappraisal; spawned Shyamalan trilogy; cult classic; pioneered grounded superhero storytelling,"Box Office Mojo, The Numbers, Letterboxd, Metacritic"
154,Uzumaki,2000,Higuchinsky,Horror,A small Japanese town is consumed by an obsession with spirals appearing everywhere in snails hair and bodies as reality warps into nightmarish visions.,Fantasia Festival; major cult horror classic; based on Junji Itos iconic manga; enormous Letterboxd following,"Fantasia Festival, Letterboxd, Rotten Tomatoes, IndieWire"
155,Vertical Limit,2000,Martin Campbell,Action/Thriller,A climber must assemble a rescue team to save his sister and her expedition trapped in a crevasse near the summit of K2 before their oxygen runs out.,$215M worldwide; Chris ODonnell Bill Paxton Robin Tunney; mountain climbing spectacle; strong international performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
156,What Lies Beneath,2000,Robert Zemeckis,Thriller/Horror,A professors wife begins experiencing supernatural phenomena in their lakeside Vermont home that may be connected to a mysterious disappearance.,$291M worldwide; Harrison Ford Michelle Pfeiffer; Zemeckis Hitchcockian thriller; strong commercial performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
157,What Women Want,2000,Nancy Meyers,Romantic Comedy,A chauvinistic advertising executive gains the ability to hear womens thoughts after an electrical accident transforming his understanding of the women around him.,$374M worldwide; Mel Gibson Helen Hunt; Nancy Meyers commercial peak; massive international performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
158,X-Men,2000,Bryan Singer,Sci-Fi/Action,Mutants with extraordinary powers face persecution from humanity while a radical mutant leader threatens war and a professor seeks peaceful coexistence.,$296M worldwide; launched modern superhero film era alongside Spider-Man; Bryan Singer; Hugh Jackman breakout role; franchise spawned 12 films,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
