Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
69,Locke,2014,Steven Knight,Drama/Thriller,A construction manager drives alone through the night making phone calls that systematically dismantle his career marriage and moral certainty in Knights riveting single-location chamber piece.,RT 91 MC 81; Hardy solo performance tour de force; one location; single night; Knight minimalism; car as confessional; concrete pour deadline; real-time tension,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
70,Stations of the Cross,2014,Dietrich Bruggemann,Drama,A fourteen-year-old girl becomes increasingly consumed by religious extremism as she pursues sainthood through self-denial filmed in fourteen static tableaux in Bruggemanns formally rigorous critique.,Berlin Best Screenplay; RT 79 MC 68; religious extremism; fourteen static shots; adolescent zealotry; formal rigor; Bruggemann breakthrough; faith as self-destruction,"Berlin Film Festival, Metacritic, Rotten Tomatoes"
71,The Skeleton Twins,2014,Craig Johnson,Comedy/Drama,Estranged twins reunite after both attempt suicide on the same day and navigate their codependent relationship while confronting family trauma and personal stagnation in Johnsons bittersweet comedy.,Sundance Waldo Salt Screenwriting Award; RT 86 MC 69; Hader Wiig dramatic range; twin dynamics; lip-sync scene iconic; Johnson screenplay; Hader dramatic breakthrough,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
72,Life Itself,2014,Steve James,Documentary,Director Steve James chronicles the life career and final battle with cancer of legendary film critic Roger Ebert in this loving tribute to cinema and critical passion.,RT 91 MC 79; James documentary mastery; Ebert legacy celebration; Siskel relationship; cinema love letter; thumb metaphor; critical tradition; emotional farewell,"Metacritic, Rotten Tomatoes, IndieWire"
73,The Rover,2014,David Michod,Thriller/Drama,A hardened loner pursues the men who stole his car across a lawless Australian outback ten years after a global economic collapse in Michods stark minimalist post-apocalyptic thriller.,Cannes premiere; RT 67 MC 61; Pearce Pattinson; Michod post-Animal Kingdom; Australian outback desolation; economic collapse allegory; Pattinson transformation; sparse violence,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
74,The Guest,2014,Adam Wingard,Thriller/Action,A soldier claiming to be a fallen comrades friend insinuates himself into a grieving family with increasingly sinister intentions in Wingards stylish genre-blending cult thriller.,RT 92 MC 76; Stevens breakout; Wingard genre mastery; 1980s synth aesthetic; Halloween setting; cult classic status; action-horror hybrid; Monroe performance,"Metacritic, Rotten Tomatoes, IndieWire"
75,Nymphomaniac,2014,Lars von Trier,Drama,A self-diagnosed nymphomaniac recounts her erotic life story to a bachelor who finds her beaten in an alley in von Triers provocative explicit two-volume exploration of female sexuality.,Berlin premiere (out of competition); RT 79 MC 64; Gainsbourg Skarsgard Stacy Martin; von Trier controversy; explicit content; two volumes; sexual odyssey; divisive,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
76,The Homesman,2014,Tommy Lee Jones,Western/Drama,A strong-willed frontier woman and a drifter she saves from hanging transport three insane women across dangerous territory to Iowa in Jones austere feminist revisionist western.,Cannes competition; RT 66 MC 60; Swank Jones; feminist western; frontier hardship; Jones directing; American frontier revisionism; Cannes premiere; bleak beauty,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
77,The Raid 2,2014,Gareth Evans,Action/Crime,An undercover cop infiltrates a criminal syndicate from inside prison expanding into a sprawling crime epic with the most breathtaking martial arts choreography ever committed to film.,RT 79 MC 71; Sundance premiere; action cinema perfection; Iko Uwais; Hammer Girl and Baseball Bat Man iconic; Evans choreography mastery; sequel that surpasses original,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
78,Spring,2014,Justin Benson and Aaron Moorhead,Horror/Romance,A young American drifting through Italy falls in love with a beautiful woman who harbors a terrifying biological secret in Benson and Moorheads Lovecraftian romantic body-horror hybrid.,RT 91 MC 72; Benson Moorhead breakthrough; horror romance genre blend; Italian coast setting; body transformation; Lovecraft meets Before Sunrise; indie horror innovation,"Metacritic, Rotten Tomatoes, IndieWire"
79,Edge of Tomorrow,2014,Doug Liman,Sci-Fi/Action,A cowardly officer caught in a time loop during an alien invasion must relive the same battle day repeatedly until he can learn to defeat the extraterrestrial threat alongside a legendary warrior.,RT 91 MC 71; $370M worldwide; Cruise Blunt chemistry; Live Die Repeat tagline; time-loop action perfection; underperformed then gained cult following; Liman precision,"Metacritic, Rotten Tomatoes, Box Office Mojo"
80,The Drop,2014,Michael R. Roskam,Crime/Drama,A quiet Brooklyn bartender becomes entangled in a robbery investigation at a mob money-laundering bar while caring for an abused puppy in Roskams atmospheric crime thriller.,RT 90 MC 69; Hardy Gandolfini (final role); Rapace; Dennis Lehane screenplay; Brooklyn atmosphere; understated intensity; Gandolfini farewell; dog as moral compass,"Metacritic, Rotten Tomatoes, IndieWire"
81,Maps to the Stars,2014,David Cronenberg,Drama/Satire,A burn-scarred woman arrives in Hollywood inserting herself into the lives of a famous actress and a child star family in Cronenbergs caustic dissection of celebrity dysfunction.,Cannes Best Actress (Julianne Moore); RT 61 MC 56; Cronenberg Hollywood satire; Moore Wasikowska Cusack; Wagner screenplay; dark celebrity portrait; body horror meets Tinseltown,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
82,The Little House,2014,Yoji Yamada,Drama,An elderly woman recalls her youth as a maid in 1930s Tokyo and her unrequited love for her employer against the backdrop of rising Japanese militarism in Yamadas poignant period drama.,Berlin Best Actress (Haru Kuroki); RT 68 MC 64; Yamada veteran mastery; wartime Japan; domestic intimacy; Kuroki breakthrough; Shochiku studio tradition; period delicacy,"Berlin Film Festival, Metacritic, Rotten Tomatoes"
83,Cake,2014,Daniel Barnz,Drama,A woman suffering chronic pain following a car accident becomes obsessed with the suicide of a member of her support group in Barnz character-driven drama featuring Anistons awards-bid performance.,RT 49 MC 47; Aniston dramatic transformation; chronic pain portrait; grief obsession; awards season dark horse; Barnz indie; Aniston Golden Globe nom,"Golden Globes, Metacritic, Rotten Tomatoes"
84,John Wick,2014,Chad Stahelski,Action/Thriller,A retired legendary hitman returns to the criminal underworld to hunt down the gangsters who killed his puppy and stole his car in this stylishly choreographed action masterpiece that launched a franchise.,RT 86 MC 68; Reeves career resurrection; $88M worldwide; worldbuilding innovation; Continental mythology; neo-noir action aesthetic; reinvented modern action cinema; franchise launcher,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
85,The Judge,2014,David Dobkin,Drama,A slick big-city lawyer returns to his Indiana hometown to defend his estranged father a respected judge accused of murder in Dobkins prestige melodrama father-son reconciliation.,Oscar nom Supporting Actor (Duvall); RT 47 MC 48; Downey Jr Duvall; father-son dynamics; legal drama; small-town America; Duvall veteran mastery,"Academy Awards, Metacritic, Rotten Tomatoes"
86,St. Vincent,2014,Theodore Melfi,Comedy/Drama,A misanthropic war veteran becomes the unlikely after-school caretaker and mentor for a young boy recently moved next door in Melfis warm crowd-pleasing character study.,RT 75 MC 61; Murray gentle performance; Lieberher debut; McCarthy; Melfi debut; unlikely mentor comedy; Murray charm; TIFF premiere,"TIFF, Metacritic, Rotten Tomatoes"
87,Creep,2014,Patrick Brice,Horror/Thriller,A videographer answers an online ad to film a dying mans video diary at a remote cabin only to discover his clients increasingly disturbing behavior in Brices found-footage horror.,RT 90 MC 62; Duplass improvisation; found-footage innovation; two-person thriller; Peachfuzz mask iconic; Brice Duplass collaboration; minimalist horror; franchise launcher,"Metacritic, Rotten Tomatoes, IndieWire"
88,Belle,2014,Amma Asante,Drama/History,The mixed-race daughter of a Royal Navy captain is raised by aristocratic relatives in 18th-century England and becomes involved in a landmark legal case challenging slavery in Asantes elegant period drama.,RT 84 MC 67; Mbatha-Raw leading; Asante direction; true story (Dido Elizabeth Belle); period racial politics; British heritage cinema; slavery legal history,"Metacritic, Rotten Tomatoes, IndieWire"
89,Only Lovers Left Alive,2014,Jim Jarmusch,Horror/Romance,Two ancient vampires deeply in love but living on separate continents reunite in decaying Detroit as the modern world closes in on their rarefied existence in Jarmuschs poetic undead romance.,RT 87 MC 80; Hiddleston Swinton Wasikowska; Jarmusch cool aesthetic; vampire intellectualism; Detroit decay as backdrop; rock and roll immortality; cult following,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
90,Calvary,2014,John Michael McDonagh,Drama/Comedy,A good Irish priest is told during confession he will be murdered the following Sunday and spends his final week confronting the sins and suffering of his parish in McDonaghs darkly comic meditation.,RT 89 MC 76; Gleeson extraordinary; Irish dysfunction; theological inquiry; dark comedy; priest under siege; McDonagh writing; moral seriousness with wit,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
91,Top Five,2014,Chris Rock,Comedy,A famous comedian turned serious actor takes a journalist on a tour through New York as he promotes his new film while confronting his own identity crisis in Rocks sharpest directorial work.,RT 86 MC 76; Rock writing directing acting; NYC love letter; celebrity satire; Dawson chemistry; Seinfeld cameo; autobiographical comedy; Rock at his best,"Metacritic, Rotten Tomatoes, IndieWire"
92,Enemy,2014,Denis Villeneuve,Thriller/Drama,A university professor discovers his exact doppelganger is a minor actor and becomes obsessed with understanding the connection in Villeneuves unsettling Saramago adaptation about identity and desire.,RT 71 MC 61; Gyllenhaal dual role; Villeneuve atmospheric dread; spider symbolism; psychological mystery; Saramago source; Toronto yellow palette; ending iconic,"Metacritic, Rotten Tomatoes, IndieWire"
93,God Help the Girl,2014,Stuart Murdoch,Musical/Drama,A young woman recovering from an eating disorder channels her feelings into songwriting and forms a band during a Glasgow summer in Belle and Sebastians Murdochs directorial debut musical.,Sundance premiere; RT 57 MC 57; Murdoch debut; Belle and Sebastian songs; Glasgow summer; indie pop musical; eating disorder narrative; Browning charming,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
94,22 Jump Street,2014,Phil Lord and Christopher Miller,Comedy/Action,Undercover officers infiltrate a college to bust a drug ring in a sequel that brilliantly deconstructs its own existence and the absurdity of sequel culture in postmodern meta-comedy.,RT 84 MC 71; $331M worldwide; Hill Tatum; Lord and Miller meta genius; sequel self-awareness; end-credits franchise parody; comedy sequel that surpasses original,"Metacritic, Rotten Tomatoes, Box Office Mojo"
95,Chef,2014,Jon Favreau,Comedy/Drama,A celebrated chef who quits his restaurant job after a viral confrontation with a food critic starts a food truck with his son rediscovering his passion and family bonds along the way.,RT 87 MC 68; Favreau writing directing starring; food cinema; father-son road trip; social media satire; Vergara Johansson Downey Jr cameos; feel-good indie,"Metacritic, Rotten Tomatoes, Box Office Mojo"
96,Kumiko the Treasure Hunter,2014,David Zellner,Drama/Adventure,A disillusioned Tokyo office worker becomes convinced that the buried ransom money from the film Fargo is real and travels to Minnesota to find it in Zellners haunting fable of obsession.,RT 87 MC 68; Kikuchi leading; urban legend inspired; Tokyo to Minnesota; Fargo obsession; Zellner brothers; cultural dislocation; snow isolation; beautiful melancholy,"Metacritic, Rotten Tomatoes, IndieWire"
97,Coherence,2014,James Ward Byrkit,Sci-Fi/Thriller,Eight friends at a dinner party experience strange phenomena during a comet passing overhead as reality fractures into parallel versions in Byrkits micro-budget mind-bending sci-fi thriller.,RT 88 MC 65; micro-budget ($50K); improvised dialogue; parallel reality concept; dinner party claustrophobia; Byrkit debut; sci-fi puzzle box; cult following,"Metacritic, Rotten Tomatoes, IndieWire"
98,Predestination,2014,Michael and Peter Spierig,Sci-Fi/Thriller,A temporal agent travels through time to prevent a devastating bombing while pursuing a mysterious criminal and unraveling the paradox of his own identity in the Spierigs Heinlein adaptation.,RT 83 MC 69; Hawke Snook; time-travel paradox; Heinlein story; identity twists; Spierig brothers craftsmanship; mind-bending narrative; Australian sci-fi,"Metacritic, Rotten Tomatoes, IndieWire"
99,Beyond the Lights,2014,Gina Prince-Bythewood,Drama/Romance,A rising pop star on the verge of superstardom attempts suicide and finds unexpected salvation through a police officer who sees past her celebrity in Prince-Bythewoods passionate romantic drama.,RT 84 MC 67; Mbatha-Raw breakout; Nate Parker; Prince-Bythewood vision; music industry critique; Black love story; underrated masterwork; Mbatha-Raw star-making,"Metacritic, Rotten Tomatoes, IndieWire"
100,A Most Wanted Man,2014,Anton Corbijn,Thriller/Spy,A German intelligence agent recruits a Chechen-Russian immigrant as an asset to lure a prominent terrorist financier in Corbijns methodical le Carre adaptation and Philip Seymour Hoffmans final lead role.,RT 82 MC 68; Hoffman final starring role; le Carre adaptation; Hamburg espionage; Corbijn atmospheric; McAdams Dafoe Grigoriy Dobrygin; spy tradecraft; devastating ending,"Metacritic, Rotten Tomatoes, IndieWire"
101,Cheap Thrills,2014,E.L. Katz,Thriller/Comedy,Two old friends are drawn into increasingly dangerous dares by a wealthy couple offering escalating cash prizes in Katzs pitch-black comedy about economic desperation and moral collapse.,RT 86 MC 64; SXSW premiere; Koechner Healy; capitalist horror; dare escalation; micro-budget intensity; Katz debut; economic anxiety as genre; darkly hilarious,"Metacritic, Rotten Tomatoes, IndieWire"
102,Mr. Peabody and Sherman,2014,Rob Minkoff,Animation/Comedy,A genius dog and his adopted human boy use a time machine to visit historical periods causing a time rift that threatens to destroy the present in Minkoffs DreamWorks adventure.,RT 82 MC 68; $275M worldwide; Burrell; historical education comedy; time travel hijinks; Minkoff directing; Jay Ward adaptation; DreamWorks Animation,"Metacritic, Rotten Tomatoes, Box Office Mojo"
103,The Fault in Our Stars,2014,Josh Boone,Drama/Romance,Two teenagers with cancer fall in love and embark on a journey to Amsterdam to meet their favorite author in Boones earnest adaptation of John Greens bestselling YA novel.,RT 81 MC 69; $307M worldwide; Woodley Elgort; Green adaptation; YA cultural phenomenon; teen cancer romance; tissue-box cinema; generational touchstone,"Metacritic, Rotten Tomatoes, Box Office Mojo"
104,The Double,2014,Richard Ayoade,Comedy/Thriller,A timid office worker discovers his confident doppelganger has arrived at his workplace and is slowly taking over his life in Ayoades stylish Dostoevsky-inspired existential nightmare.,RT 80 MC 67; Eisenberg dual role; Ayoade visual flair; Dostoevsky adaptation; Kafka bureaucracy; Wasikowska; retro-futurist aesthetic; identity crisis comedy,"Metacritic, Rotten Tomatoes, IndieWire"
105,Noah,2014,Darren Aronofsky,Fantasy/Drama,The biblical patriarch receives divine visions of an apocalyptic flood and builds a massive ark to save the innocent creatures while questioning whether humanity deserves salvation in Aronofskys divisive epic.,RT 76 MC 68; $362M worldwide; Crowe Connelly Watson Hopkins; Aronofsky ambition; biblical revisionism; environmentalist reading; controversial faith interpretation; visual spectacle,"Metacritic, Rotten Tomatoes, Box Office Mojo"
106,I Origins,2014,Mike Cahill,Sci-Fi/Drama,A molecular biologist studying the evolution of the eye makes a discovery that has implications for the existence of the soul and past lives in Cahills contemplative science-faith drama.,Sundance Alfred P. Sloan Prize; RT 52 MC 49; Cahill follow-up to Another Earth; eye evolution; science versus faith; Marling Pitt; philosophical sci-fi indie,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
107,Muppets Most Wanted,2014,James Bobin,Comedy/Musical,Kermit is replaced by an identical criminal doppelganger who uses the Muppets European tour as cover for a series of heists in Bobins charming if overstuffed musical sequel.,RT 80 MC 61; $80M worldwide; Gervais Fey Burrell; Muppet charm; Constantine villain; European locations; musical numbers; Bobin Muppet stewardship,"Metacritic, Rotten Tomatoes, Box Office Mojo"
108,Fury,2014,David Ayer,War/Action,A battle-hardened tank commander and his crew fight their way across Germany in the final days of World War II in Ayers unflinching brutal portrait of armored warfare.,RT 76 MC 64; Pitt LaBeouf Lerman Bernthal; tank warfare authenticity; Ayer WWII intensity; Tiger tank sequence; brotherhood under fire; $211M worldwide,"Metacritic, Rotten Tomatoes, Box Office Mojo"
109,Godzilla,2014,Gareth Edwards,Sci-Fi/Action,The ancient alpha predator Godzilla emerges to battle parasitic creatures threatening humanity in Edwards grounded atmospheric reboot that emphasizes scale and suspense over constant destruction.,RT 76 MC 62; $529M worldwide; Cranston Taylor-Johnson Watanabe; MonsterVerse launcher; Spielbergian restraint; atomic metaphor; franchise rebirth,"Metacritic, Rotten Tomatoes, Box Office Mojo"
110,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,Sci-Fi/Action,Katniss becomes the reluctant symbol of a growing rebellion against the Capitol operating from the underground District 13 in this darker political first half of the final chapter.,RT 65 MC 64; $755M worldwide; Lawrence commanding; Hoffman supporting; propaganda warfare; split-finale controversy; franchise peak popularity; revolutionary allegory,"Metacritic, Rotten Tomatoes, Box Office Mojo"
111,Lucy,2014,Luc Besson,Sci-Fi/Action,A woman accidentally absorbs a synthetic drug that unlocks her brains full potential granting her superhuman abilities as she races against time in Bessons high-concept action spectacle.,RT 67 MC 61; $463M worldwide; Johansson commanding; Freeman; Besson excess; ten-percent brain myth; philosophical action; international hit,"Metacritic, Rotten Tomatoes, Box Office Mojo"
112,Penguins of Madagascar,2014,Eric Darnell and Simon J. Smith,Animation/Comedy,The four penguins from the Madagascar franchise team up with an elite spy organization to stop a villainous octopus from transforming the worlds penguins into monsters.,RT 73 MC 53; $373M worldwide; Cumberbatch Malkovich; penguin espionage; DreamWorks spinoff; family animation; spy parody; franchise extension,"Metacritic, Rotten Tomatoes, Box Office Mojo"
113,The Maze Runner,2014,Wes Ball,Sci-Fi/Action,A teenager wakes up in a mysterious glade surrounded by a giant maze with no memory of his past and must find a way out with his fellow captives in Balls propulsive YA adaptation.,RT 64 MC 57; $348M worldwide; OBrien; YA franchise launcher; maze engineering; Dashner adaptation; Ball debut; dystopian teen wave,"Metacritic, Rotten Tomatoes, Box Office Mojo"
114,The Equalizer,2014,Antoine Fuqua,Action/Thriller,A retired black-ops operative comes out of his quiet retirement to rescue a young woman from Russian mobsters unleashing his lethal skills in Fuquas methodical action thriller.,RT 61 MC 57; $192M worldwide; Washington action star; Moretz; Fuqua-Washington reunion; Home Depot finale; franchise starter; vigilante justice,"Metacritic, Rotten Tomatoes, Box Office Mojo"
115,The Hobbit: The Battle of the Five Armies,2014,Peter Jackson,Fantasy/Action,The quest for Erebor culminates in an epic battle between five armies as Bilbo and the dwarves defend the Lonely Mountain and Smaug devastates Lake-town in Jacksons trilogy finale.,RT 59 MC 59; $956M worldwide; Freeman McKellen; Middle-earth conclusion; Smaug attack; five-army battle; Jackson spectacle; fantasy franchise completion,"Metacritic, Rotten Tomatoes, Box Office Mojo"
116,Non-Stop,2014,Jaume Collet-Serra,Action/Thriller,A burned-out air marshal receives threatening text messages during a transatlantic flight demanding money or a passenger will die every twenty minutes in Collet-Serras claustrophobic thriller.,RT 60 MC 56; $222M worldwide; Neeson action era; Moore; airplane thriller; whodunit at altitude; Collet-Serra efficiency; Neeson-aircraft franchise,"Metacritic, Rotten Tomatoes, Box Office Mojo"
117,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,Action/Thriller,A young CIA analyst uncovers a Russian terrorist plot to crash the US economy and must go from analyst to field operative to stop it in Branaghs franchise reboot attempt.,RT 56 MC 57; $135M worldwide; Pine Knightley Costner Branagh; Tom Clancy legacy; franchise reboot; Branagh dual role director-villain; espionage thriller,"Metacritic, Rotten Tomatoes, Box Office Mojo"
118,Maleficent,2014,Robert Stromberg,Fantasy/Adventure,The classic Sleeping Beauty villain is revealed as a betrayed fairy who cursed a kings daughter in a feminist reimagining that transforms Disney villainy into maternal redemption.,RT 54 MC 56; $758M worldwide; Jolie commanding; Fanning; feminist fairy tale revision; true loves kiss redefined; Disney live-action remake wave; Stromberg VFX background,"Metacritic, Rotten Tomatoes, Box Office Mojo"
119,The Purge: Anarchy,2014,James DeMonaco,Action/Horror,Five strangers must survive the night during the annual Purge when all crime is legal as they navigate a war zone of class-based violence in DeMonacos expanded sequel.,RT 57 MC 52; $111M worldwide; Grillo; expanded Purge world; class warfare horror; DeMonaco improvement over original; street-level action; franchise evolution,"Metacritic, Rotten Tomatoes, Box Office Mojo"
120,The Signal,2014,William Eubank,Sci-Fi/Thriller,Three college students on a road trip track a computer hacker to a remote location and wake up in a mysterious government facility after a strange encounter in Eubanks enigmatic sci-fi puzzle.,RT 59 MC 50; Brenton Thwaites; Lin; Fishburne; Eubank visual ambition; sci-fi mystery box; indie sci-fi aesthetics; twist ending; atmospheric dread,"Metacritic, Rotten Tomatoes"
121,The Monuments Men,2014,George Clooney,War/Drama,An Allied platoon of art experts is tasked with finding and saving masterpieces stolen by the Nazis before they can be destroyed during the final days of World War II.,RT 31 MC 52; $155M worldwide; Clooney Damon Murray Blanchett Goodman; true story; art preservation; Clooney ensemble directing; underwhelming execution of great premise,"Metacritic, Rotten Tomatoes, Box Office Mojo"
122,Hercules,2014,Brett Ratner,Action/Fantasy,The legendary Greek hero serves as a mercenary before uncovering his true divine destiny and leading an army against a tyrannical king in Ratners entertainment-first myth adaptation.,RT 58 MC 47; $244M worldwide; Dwayne Johnson star power; Hercules demythologized; Ratner direction; sword-and-sandal revival; Johnson physical commitment,"Metacritic, Rotten Tomatoes, Box Office Mojo"
123,Jersey Boys,2014,Clint Eastwood,Biography/Music,Eastwood chronicles the rise and internal tensions of The Four Seasons from Newark street corners to international pop stardom in his adaptation of the hit Broadway jukebox musical.,RT 50 MC 54; Eastwood musical; Broadway adaptation; Frankie Valli story; Four Seasons hits; Piazza Bergen Lloyd Young; backstage drama; nostalgia,"Metacritic, Rotten Tomatoes, Box Office Mojo"
124,The Amazing Spider-Man 2,2014,Marc Webb,Superhero/Action,Spider-Man confronts Electro and the Green Goblin while his romance with Gwen Stacy reaches a devastating climax in Webbs emotionally ambitious but overstuffed sequel.,RT 51 MC 53; $709M worldwide; Garfield Stone Foxx DeHaan; Gwen Stacy death; overstuffed villain syndrome; Webb emotional ambition; franchise course correction trigger,"Metacritic, Rotten Tomatoes, Box Office Mojo"
125,Rio 2,2014,Carlos Saldanha,Animation/Adventure,Blu and Jewel take their family to the Amazon rainforest where they encounter wild macaws and loggers threatening the jungle in Saldanhas colorful musical sequel.,RT 46 MC 55; $500M worldwide; Hathaway Eisenberg; Amazon setting; environmental message; Latin music; Saldanha sequel; Blue Sky Studios; Brazilian culture showcase,"Metacritic, Rotten Tomatoes, Box Office Mojo"
126,RoboCop,2014,Jose Padilha,Action/Sci-Fi,A critically wounded Detroit police officer is transformed into a cyborg law enforcer by a mega-corporation raising questions about free will and corporate control in Padilhas competent remake.,RT 49 MC 52; $242M worldwide; Kinnaman Oldman Keaton; Padilha direction; Verhoeven original comparison; political satire diminished; adequate reboot,"Metacritic, Rotten Tomatoes, Box Office Mojo"
127,Pompeii,2014,Paul W.S. Anderson,Action/Adventure,A slave turned gladiator falls in love with a noblewoman as Mount Vesuvius erupts burying the city of Pompeii in Andersons historically loose 3D disaster spectacle.,RT 27 MC 39; $117M worldwide; Harington Browning Sutherland; Vesuvius set piece; gladiator romance; Anderson spectacle; historical disaster; 3D volcanic effects,"Metacritic, Rotten Tomatoes, Box Office Mojo"
128,300: Rise of an Empire,2014,Noam Murro,Action/Adventure,Greek general Themistocles leads the charge against the Persian Empire at the naval Battle of Salamis while Artemisia commands Xerxes forces in Murros stylized blood-soaked sequel.,RT 42 MC 48; $337M worldwide; Stapleton Green; Green scene-stealing villain; naval warfare; Snyder produced; stylized violence; 300 franchise extension,"Metacritic, Rotten Tomatoes, Box Office Mojo"
129,Divergent,2014,Neil Burger,Sci-Fi/Action,A young woman in a faction-divided dystopian society discovers she doesnt fit any category and uncovers a conspiracy to eliminate all Divergents in Burgers YA franchise launcher.,RT 41 MC 48; $288M worldwide; Woodley Theo James; YA dystopia wave; faction system; Roth adaptation; Woodley action heroine; franchise starter,"Metacritic, Rotten Tomatoes, Box Office Mojo"
130,Heaven Is for Real,2014,Randall Wallace,Drama,A small-town pastor struggles with skepticism after his young son claims to have visited heaven during emergency surgery in Wallaces faith-based drama adapted from the bestselling memoir.,RT 46 MC 43; $101M domestic; Kinnear; faith-based hit; afterlife testimony; family drama; Wallace directing; Christian audience appeal; cultural flashpoint,"Metacritic, Rotten Tomatoes, Box Office Mojo"
131,Sin City: A Dame to Kill For,2014,Frank Miller and Robert Rodriguez,Crime/Action,Interlocking stories of corruption and vengeance unfold in the stylized noir underworld of Basin City in Miller and Rodriguez long-delayed sequel that arrived too late.,RT 43 MC 46; $39M worldwide (massive flop); Green Brolin Gordon-Levitt; nine-year gap; diminishing returns; stylized noir sequel; Rodriguez excess; box-office disaster,"Metacritic, Rotten Tomatoes, Box Office Mojo"
132,Exodus: Gods and Kings,2014,Ridley Scott,Epic/Drama,Moses leads the Israelites out of Egypt confronting Pharaoh Ramesses and the plagues in Scotts visually spectacular but dramatically uneven biblical epic reimagining.,RT 32 MC 52; $268M worldwide; Bale Edgerton; whitewashing controversy; Scott spectacle; Red Sea sequence; biblical epic revival; casting backlash,"Metacritic, Rotten Tomatoes, Box Office Mojo"
133,If I Stay,2014,R.J. Cutler,Drama/Romance,A teenage cellist has an out-of-body experience after a devastating car accident and must decide whether to live or die as she reflects on her life and love in Cutlers YA adaptation.,RT 36 MC 46; $78M worldwide; Moretz Blackley; Forman novel; YA drama wave; life-or-death choice; musical coming-of-age; Cutler fiction debut,"Metacritic, Rotten Tomatoes, Box Office Mojo"
134,Horrible Bosses 2,2014,Sean Anders,Comedy,The trio from the original become accidental kidnappers when a business deal goes wrong in Anders escalating sequel that strains to recapture the originals anarchic energy.,RT 34 MC 44; $107M worldwide; Bateman Day Sudeikis; Pine Waltz; sequel fatigue; corporate comedy; Anders direction; diminishing franchise returns,"Metacritic, Rotten Tomatoes, Box Office Mojo"
135,The Expendables 3,2014,Patrick Hughes,Action,Barney Ross recruits a new younger team of mercenaries for a dangerous mission against a former co-founder of the Expendables in Hughes PG-13 rated franchise installment.,RT 32 MC 35; $206M worldwide; Stallone Statham Banderas Gibson; PG-13 pivot controversial; franchise fatigue; ensemble action nostalgia; Hughes before Hitman sequel,"Metacritic, Rotten Tomatoes, Box Office Mojo"
136,Güeros,2014,,Drama,Featured on LB Top 500 list.,,LB Top 500
137,Annabelle,2014,John R. Leonetti,Horror,A couple begins experiencing terrifying supernatural events involving a vintage doll after their home is invaded by satanic cultists in Leonettis Conjuring Universe prequel.,RT 29 MC 37; $257M worldwide; Wallis Horton; Conjuring Universe expansion; doll horror; Wan produced; jump-scare formula; franchise building; horror box office,"Metacritic, Rotten Tomatoes, Box Office Mojo"
138,Dracula Untold,2014,Gary Shore,Fantasy/Action,The historical Vlad the Impaler makes a Faustian bargain with an ancient vampire to gain the power to protect his family and kingdom from the Ottoman Empire in Shores origin story.,RT 23 MC 40; $217M worldwide; Evans; Dark Universe attempt; vampire origin; Shore debut; Universal monsters franchise attempt; Ottoman backdrop,"Metacritic, Rotten Tomatoes, Box Office Mojo"
139,The Other Woman,2014,Nick Cassavetes,Comedy,Three women discover they are all involved with the same man and team up to get revenge in Cassavetes broad female-driven revenge comedy.,RT 24 MC 39; $196M worldwide; Diaz Upton Mann; female revenge comedy; Cassavetes commercial pivot; broad humor; girl-power marketing; box-office surprise,"Metacritic, Rotten Tomatoes, Box Office Mojo"
140,Dumb and Dumber To,2014,Peter and Bobby Farrelly,Comedy,Lloyd and Harry reunite for a cross-country road trip to find Harrys long-lost daughter twenty years after their original misadventure in the Farrellys nostalgia-driven sequel.,RT 26 MC 36; $169M worldwide; Carrey Daniels reunion; twenty-year gap; Farrelly brothers; diminishing returns; nostalgia appeal; gross-out comedy legacy,"Metacritic, Rotten Tomatoes, Box Office Mojo"
141,Need for Speed,2014,Scott Waugh,Action/Crime,A street racer framed for a crime he didnt commit joins a legendary cross-country race to settle the score in Waughs practical-stunt-heavy racing thriller adapted from the video game franchise.,RT 22 MC 39; $203M worldwide; Paul Walker tribute era; practical stunts; Waugh stunt coordinator background; gaming adaptation; automotive spectacle,"Metacritic, Rotten Tomatoes, Box Office Mojo"
142,Annie,2014,Will Gluck,Musical/Comedy,A young foster child in modern-day New York City catches the attention of a billionaire political candidate who decides to become her guardian in Glucks contemporary musical remake.,RT 27 MC 33; $134M worldwide; Quvenzhane Wallis Foxx Diaz; contemporary update; Gluck direction; musical reimagining; diverse casting; holiday counter-programming,"Metacritic, Rotten Tomatoes, Box Office Mojo"
