Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
74,Millennium Actress,2003,Satoshi Kon,Animation/Drama,A documentary crew interviews a reclusive former actress whose memories of pursuing a mysterious revolutionary blur with scenes from her films in Kons dazzling meditation on cinema love and memory.,MC 84 RT 83%; Kons animation masterwork; growing posthumous reputation; Japanese animation art cinema; formally inventive,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd"
75,The Man on the Train,2003,Patrice Leconte,Drama,A retired poetry teacher and a weary bank robber form an unlikely friendship in a small French town each envying the others life as their fates converge toward decisive moments.,MC 77 RT 89%; Lecontes understated masterwork; Hallyday and Rochefort wonderful pairing; gentle meditation on roads not taken,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
76,Northfork,2003,Mark and Michael Polish,Drama/Fantasy,Government agents relocate residents from a Montana town about to be flooded while a dying boy dreams of angels in the Polish Brothers surreal meditation on displacement and faith.,Sundance selection; MC 61 RT 54%; Polish Brothers visually ambitious; Nolte Duvall Woods ensemble; divisive art film; haunting imagery,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
77,Matchstick Men,2003,Ridley Scott,Crime/Comedy,An agoraphobic con artist with severe OCD discovers he has a teenage daughter whose arrival disrupts both his neuroses and his latest scam in Ridley Scotts surprisingly personal character study.,MC 72 RT 82%; $65M worldwide; Cages most nuanced performance; Sam Rockwell supports; underrated Scott film; clever twist,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
78,Gerry,2003,Gus Van Sant,Drama/Experimental,Two friends named Gerry get hopelessly lost in the desert and walk toward death in Van Sants radically minimalist existential endurance test inspired by Bela Tarr and actual events.,Sundance; MC 56 RT 56%; Van Sants most extreme formal experiment; first of death trilogy (before Elephant and Last Days); divisive masterwork,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
79,The Five Obstructions,2003,Lars von Trier and Jorgen Leth,Documentary/Experimental,Lars von Trier challenges his mentor Jorgen Leth to remake his classic short film five times under increasingly absurd constraints in this playful yet profound exploration of creativity and control.,MC 70 RT 83%; Criterion Collection; meta-cinematic masterwork; von Trier at his most generous and intellectually ludic,"Criterion Collection, Metacritic, Rotten Tomatoes, IndieWire"
80,X2: X-Men United,2003,Bryan Singer,Action/Sci-Fi,The X-Men must ally with Magneto when a military scientist attacks Xaviers school threatening all mutantkind in Singers superior sequel that deepened the franchises civil rights allegory.,MC 68 RT 85%; $407M worldwide; elevated superhero sequel template; Singers franchise peak; Nightcrawler opening sequence iconic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
81,Masked and Anonymous,2003,Larry Charles,Drama/Music,A legendary musician is released from prison to perform a benefit concert in a surreal crumbling America in this Bob Dylan vanity project that divides audiences completely.,MC 35 RT 17%; Dylan starred and co-wrote; star-studded cast in bizarre roles; polarizing; cult status among Dylan devotees; Sundance premiere,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
82,Holes,2003,Andrew Davis,Adventure/Family,A wrongly convicted boy is sent to a desert juvenile detention camp where inmates dig holes all day and uncovers a century-old mystery connecting his family to the desolate landscape.,MC 72 RT 78%; $71M worldwide; Shia LaBeouf pre-fame; Sachar adapted his own Newbery novel; smart family film with depth,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
83,The Rundown,2003,Peter Berg,Action/Comedy,A bounty hunter travels to the Amazon to retrieve his employers son and gets caught between a tyrannical mining boss and treasure-hunting rebels in this enthusiastic action-comedy.,MC 71 RT 79%; $81M worldwide; Dwayne Johnsons star vehicle; Bergs energetic direction; Walken scene-stealing villain; underrated action film,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
84,Elf,2003,Jon Favreau,Comedy/Family,A human raised by elves at the North Pole travels to New York City to find his biological father spreading Christmas cheer through guileless enthusiasm in this modern holiday classic.,MC 64 RT 84%; $220M worldwide on $33M; became perennial Christmas classic; Ferrells signature role; enormous cultural afterlife; Favreaus breakout,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
85,Open Range,2003,Kevin Costner,Western/Drama,Free-range cattlemen clash with a corrupt towns power structure escalating into a climactic gunfight in Costners handsomely crafted old-fashioned Western revival.,MC 67 RT 79%; $68M worldwide on $22M; Costners directorial comeback; Duvall excellent support; finest modern Western gunfight sequence,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
86,Peter Pan,2003,P.J. Hogan,Fantasy/Adventure,A live-action retelling of J.M. Barries classic about the boy who refuses to grow up whisking the Darling children to Neverland for swashbuckling adventure and first love.,MC 64 RT 77%; $122M worldwide on $100M; Hogans faithful heartfelt adaptation; crushed in release by ROTK; significantly underperformed; deserved better,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
87,The Italian Job,2003,F. Gary Gray,Action/Heist,A team of thieves plans an elaborate gold heist using Mini Coopers through the streets of Los Angeles to avenge their mentors murder and reclaim their stolen score.,MC 68 RT 73%; $176M worldwide on $60M; slick ensemble entertainment; Mini Cooper product placement phenomenon; Grays efficient direction,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
88,The Brown Bunny,2003,Vincent Gallo,Drama,A motorcycle racer drives across America haunted by memories of a lost love in Vincent Gallos polarizing minimalist road movie that caused a legendary Cannes scandal.,Cannes competition; MC 37 RT 37%; Ebert/Gallo public feud became infamous; later re-edited directors cut improved reception; art cinema provocation,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
89,Calendar Girls,2003,Nigel Cole,Comedy/Drama,A group of middle-aged Yorkshire women pose nude for a charity calendar to raise money for leukemia research becoming unlikely international celebrities in this feel-good British comedy.,MC 57 RT 80%; $94M worldwide on $10M (massive for British indie); huge UK hit; inspired true story; charming ensemble,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
90,Terminator 3: Rise of the Machines,2003,Jonathan Mostow,Sci-Fi/Action,An older John Connor is hunted by a female Terminator while a reprogrammed T-800 protects him as Judgment Day approaches in this serviceable franchise continuation with a surprisingly bleak ending.,MC 66 RT 69%; $433M worldwide on $187M (most expensive at time); Schwarzeneggers $30M salary; strong international; ending praised,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
91,The Matrix Reloaded,2003,The Wachowskis,Sci-Fi/Action,Neo explores the deeper nature of the Matrix discovering the Architects truth while Zion prepares for machine invasion in this ambitious philosophical sequel packed with spectacular action sequences.,MC 62 RT 73%; $742M worldwide; largest opening weekend of 2003 ($91M); divisive but commercially massive; Wachowskis expanded mythology,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
92,Phone Booth,2003,Joel Schumacher,Thriller,A slick New York publicist answering a phone booth call is held hostage by a sniper who forces him to confess his sins live on television in this tight real-time thriller.,MC 56 RT 72%; $98M worldwide on $13M; Farrell contained performance; high-concept efficiency; delayed after DC sniper attacks; 7.5x return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
93,Identity,2003,James Mangold,Thriller/Horror,Ten strangers stranded at a desolate motel during a rainstorm are murdered one by one leading to a twist that reframes the entire narrative in Mangolds clever genre exercise.,MC 64 RT 62%; $90M worldwide on $28M; Cusack anchors; smart mainstream thriller; effective genre craftsmanship,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
94,Shanghai Knights,2003,David Dobkin,Action/Comedy,Chon and Roy travel to Victorian London to solve a murder and prevent an assassination in this globe-trotting sequel pairing Jackie Chans fights with Owen Wilsons charm.,MC 60 RT 66%; $88M worldwide on $50M; Chan and Wilson diminishing returns; entertaining but disposable sequel; franchise ended,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
95,The Eye,2003,Oxide Pang Chun and Danny Pang,Horror/Thriller,A blind woman receives a corneal transplant and begins seeing disturbing supernatural visions discovering she has inherited a dead womans sight and torments in this influential Hong Kong horror.,MC 60 RT 59%; Pang Brothers J-horror; later Hollywood remake; atmospheric supernatural thriller; influential in Asian horror wave,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd"
96,Love Actually,2003,Richard Curtis,Romantic Comedy/Ensemble,Ten interconnected love stories play out across London during the Christmas season in Richard Curtis ensemble that became the definitive modern holiday romance despite divisive reviews.,MC 55 RT 63%; $247M worldwide on $40M; became perennial holiday institution; enormous Letterboxd following; cultural legacy far exceeds critical reception,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
97,Stuck on You,2003,Bobby and Peter Farrelly,Comedy,Conjoined twins with opposite personalities navigate Hollywood when one pursues acting in this surprisingly sweet Farrelly brothers comedy featuring Damon and Kinnear.,MC 56 RT 62%; $65M worldwide on $55M; near-flop; Farrellys declining commercial returns; gentle comedy undercut by poor marketing,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
98,Hulk,2003,Ang Lee,Sci-Fi/Action,A scientist transforms into a massive green rage monster after a gamma radiation accident and must confront his repressed childhood trauma and his villainous father in Ang Lees psychological superhero experiment.,MC 54 RT 62%; $245M worldwide on $137M; Lees artsy approach divided audiences; comic-panel editing innovative; huge opening then 70% drop; reappraised,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
99,Secondhand Lions,2003,Tim McCanlies,Drama/Comedy,A shy boy sent to live with his eccentric great-uncles discovers their legendary past of adventure and romance as they teach him about courage and the importance of believing.,MC 56 RT 60%; $42M domestic; Caine Duvall and Osment; family warmth; modest performer; McCanlies heartfelt debut,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
100,Old School,2003,Todd Phillips,Comedy,Three friends relive their glory days by starting a fraternity near their old campus descending into arrested adolescence in this raunchy comedy that launched Will Ferrells film career.,MC 55 RT 60%; $87M worldwide on $24M; Ferrells breakout; Phillips directorial voice established (later The Hangover); quotable comedy classic,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
101,Carandiru,2003,Hector Babenco,Drama/Crime,A doctor treating inmates at Sao Paulos notorious Carandiru prison collects their stories leading up to the 1992 massacre where police killed 111 prisoners in Babencos epic indictment.,MC 59 RT 54%; massive Brazilian hit; Babencos return; true-crime prison epic; significant in Brazilian cinema; politically vital,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
102,Spy Kids 3-D: Game Over,2003,Robert Rodriguez,Action/Family,Juni enters a virtual reality video game to rescue his sister from an evil Toymaker in this 3D franchise entry that prioritized spectacle over Rodriguezs earlier inventiveness.,MC 57 RT 52%; $197M worldwide on $39M; 3D gimmick drove opening; Stallone villain; Rodriguez low-budget efficiency; franchise fatigue setting in,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
103,The Recruit,2003,Roger Donaldson,Thriller,A brilliant young CIA recruit discovers nothing is what it seems when his training becomes a deadly hall of mirrors orchestrated by his enigmatic instructor.,MC 56 RT 51%; $101M worldwide on $65M; Pacino mentors Farrell; serviceable spy thriller; modest commercial return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
104,The Missing,2003,Ron Howard,Western/Thriller,A frontier woman reluctantly teams with her estranged father to rescue her kidnapped daughter from an Apache renegade in Howards dark atmospheric Western thriller.,MC 55 RT 50%; $38M worldwide on $60M; Blanchett and Jones lead; Howards tonal departure; box office disappointment; underrated genre work,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
105,Willard,2003,Glen Morgan,Horror/Drama,A meek social outcast befriends a colony of rats and uses them to exact revenge on his tormentors in this darkly sympathetic remake led by Crispin Glovers committed eccentric performance.,MC 49 RT 48%; $7M on $22M; Glovers magnetic oddity; cult appreciation; Morgans atmospheric direction; commercial failure but genre respect,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
106,Bruce Almighty,2003,Tom Shadyac,Comedy/Fantasy,A disgruntled TV reporter is granted Gods powers and discovers that omnipotence doesnt solve his problems in this blockbuster comedy that became Jim Carreys highest-grossing film.,MC 46 RT 49%; $484M worldwide on $81M; Carreys commercial peak; strong international performance; lightweight but enormously popular,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
107,Anger Management,2003,Peter Segal,Comedy,A mild-mannered businessman is sentenced to anger management therapy under an unhinged therapist who turns his life upside down in this odd-couple Sandler-Nicholson comedy.,MC 52 RT 42%; $195M worldwide on $75M; Sandler formula with prestige casting; solid commercial performer,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
108,Sinbad: Legend of the Seven Seas,2003,Tim Johnson and Patrick Gilmore,Animation/Adventure,A roguish sailor must retrieve the Book of Peace to save his best friend from execution battling the goddess of chaos in DreamWorks traditional animated adventure.,MC 48 RT 46%; $81M worldwide on $60M; DreamWorks wrote off ~$125M loss; helped kill traditional animation at the studio; legendary bomb,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
109,S.W.A.T.,2003,Clark Johnson,Action/Crime,An elite SWAT team must transport a drug lord offering $100 million to anyone who breaks him out while facing a traitor within their ranks.,MC 45 RT 48%; $207M worldwide on $80M; Jackson Farrell Renner ensemble; solid action programmer; franchise potential unrealized,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
110,Charlie's Angels: Full Throttle,2003,McG,Action/Comedy,The Angels go undercover to recover stolen witness protection files pursuing a fallen angel across increasingly outlandish action sequences in this hyperactive sequel.,MC 48 RT 43%; $259M worldwide on $120M; Barrymore Diaz Liu return; Moore as villain; underperformed original; franchise ended,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
111,Agent Cody Banks,2003,Harald Zwart,Action/Family,A teenage boy is recruited by the CIA to go undercover at a scientists compound and uses his training to prevent a villain from using nanobots as weapons.,MC 47 RT 42%; $58M worldwide on $26M; Frankie Muniz kid-spy vehicle; modest family entertainment; spawned sequel; disposable genre fare,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
112,How to Lose a Guy in 10 Days,2003,Donald Petrie,Romantic Comedy,A magazine columnist bets she can drive a man away in ten days while he simultaneously bets his friends he can make any woman fall in love with him in ten days.,MC 46 RT 42%; $178M worldwide on $50M; Hudson and McConaughey chemistry; reliable romcom formula; strong January performer,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
113,Daredevil,2003,Mark Steven Johnson,Action/Superhero,A blind lawyer fights crime as a costumed vigilante in Hells Kitchen pursuing the Kingpin who murdered his father while falling for the dangerous Elektra.,MC 42 RT 44%; $179M worldwide on $78M; Affleck in the cowl; divisive; Directors Cut later reappraised; spawned Elektra spinoff,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
114,Final Destination 2,2003,David R. Ellis,Horror,A group of survivors who cheated death in a highway pileup are killed one by one in elaborate accidents as deaths design catches up with them.,MC 37 RT 48%; $90M worldwide on $26M; inventive death sequences became franchise hallmark; Rube Goldberg horror; solid sequel returns,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
115,Rugrats Go Wild,2003,Norton Virgien and John Eng,Animation/Family,The Rugrats and Wild Thornberrys characters cross over when both families end up on the same deserted island in this animated franchise mashup that signaled series fatigue.,MC 45 RT 39%; $55M worldwide on $25M; Nickelodeon crossover; franchise diminishing returns evident; family fare competently executed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
116,Scary Movie 3,2003,David Zucker,Comedy/Parody,The horror spoof franchise shifts from Wayans brothers to Zucker as Anna Faris navigates parodies of The Ring Signs and 8 Mile with slapstick abandon.,MC 48 RT 36%; $220M worldwide on $45M; franchise transition to Airplane-style parody; commercial success despite diminishing reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
117,Brother Bear,2003,Aaron Blaise and Robert Walker,Animation/Adventure,A young Inuit hunter is transformed into a bear and must journey with a cub to restore his human form learning empathy for the creatures he hunted in Disneys environmental fable.,Oscar nom Animated Feature; $250M worldwide on $46M; traditional animations last moderate Disney success; Phil Collins songs; solid if unremarkable,"Academy Awards, Metacritic, Box Office Mojo, The Numbers"
118,The Matrix Revolutions,2003,The Wachowskis,Sci-Fi/Action,The war for Zion reaches its climax as Neo confronts Agent Smith in a final apocalyptic battle while humanity makes its last stand against the machines.,MC 47 RT 35%; $427M worldwide on $150M; first simultaneous global release; massive drop from Reloaded; franchise conclusion widely panned; cult defenders,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
119,Tears of the Sun,2003,Antoine Fuqua,Action/War,A Navy SEAL commander defies orders to rescue a doctor and Nigerian refugees from an ethnic cleansing campaign finding his conscience in the heat of combat.,MC 43 RT 33%; $86M worldwide on $100M; Willis vehicle; significant flop; African intervention theme prescient; Fuqua post-Training Day stumble,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
120,The Core,2003,Jon Amiel,Sci-Fi/Action,Scientists must drill to the center of the Earth to restart its stalled rotation or face extinction from cosmic radiation in this gleefully absurd disaster film.,MC 35 RT 40%; $74M worldwide on $85M; scientifically ridiculous; ensemble cast (Swank Eckhart Tucci); earnest disaster entertainment; significant flop,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
121,2 Fast 2 Furious,2003,John Singleton,Action/Crime,A former cop teams with his childhood friend to take down a Miami drug lord using street racing as cover in this high-octane sequel that kept the franchise alive without Vin Diesel.,MC 38 RT 36%; $236M worldwide on $76M; Singleton directed; franchise survived without Diesel; Paul Walker carried; set up future growth,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
122,The Texas Chainsaw Massacre,2003,Marcus Nispel,Horror,A group of young travelers in 1970s Texas encounter a deranged family and their chainsaw-wielding patriarch in this brutal slick remake that launched the 2000s horror remake wave.,MC 36 RT 37%; $107M worldwide on $9.5M; 11x return; most profitable horror remake; sparked entire remakes-of-classics trend,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
123,Underworld,2003,Len Wiseman,Action/Horror,A vampire warrior discovers an ancient conspiracy when she falls for a human and uncovers the secret history of the centuries-old war between vampires and lycans.,MC 42 RT 31%; $95M worldwide on $22M; launched franchise; Beckinsale action star; gothic action aesthetic; 4x return; cult appeal,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
124,Radio,2003,Michael Tollin,Drama/Sports,A football coach befriends a mentally disabled young man nicknamed Radio and integrates him into the teams life transforming their small Southern community in this inspirational true story.,MC 40 RT 32%; $52M domestic; Cuba Gooding Jr. and Ed Harris; earnest inspirational formula; modest performer,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
125,Legally Blonde 2: Red White and Blonde,2003,Charles Herman-Wurmfeld,Comedy,Elle Woods takes her fight for animal rights to Capitol Hill navigating Washington politics with blonde optimism in this sequel that struggled to recapture the originals charm.,MC 32 RT 39%; $124M worldwide on $45M; Witherspoon carried; diminishing returns from first film; franchise stalled after this,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
126,Paycheck,2003,John Woo,Sci-Fi/Action,An engineer who routinely has his memory erased after completing secret projects must piece together clues from objects he left himself to survive a corporate conspiracy.,MC 43 RT 27%; $96M worldwide on $60M; Affleck vehicle; Philip K. Dick adaptation; Woos Hollywood decline; marginal commercial return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
127,Bringing Down the House,2003,Adam Shankman,Comedy,A lonely tax attorney is catapulted into chaos when the woman he met in an online chat turns out to be a brash prison escapee seeking his legal help to clear her name.,MC 38 RT 30%; $166M worldwide on $35M; #1 for three weeks; Steve Martin and Queen Latifah; massive sleeper hit; 5x return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
128,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,,Drama,Featured on LB Top 500 list.,,LB Top 500
129,Lara Croft Tomb Raider: The Cradle of Life,2003,Jan de Bont,Action/Adventure,Lara Croft races to find Pandoras Box before a bioweapons dealer in this sequel that halved the originals domestic gross and killed the franchise.,MC 42 RT 24%; $156M worldwide on $95M; Jolie returned; de Bont directed; major commercial disappointment; franchise dead until 2018 reboot,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
130,Mona Lisa Smile,2003,Mike Newell,Drama,A free-thinking art history professor challenges 1950s Wellesley students to question traditional roles of marriage and motherhood in this prestige drama with an all-star female ensemble.,MC 40 RT 25%; $141M worldwide on $72M; Roberts Dunst Stiles Maggie G ensemble; holiday counter-programming; modest profit despite poor reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
131,Cheaper by the Dozen,2003,Shawn Levy,Comedy/Family,A football coach and his wife struggle to manage their twelve children when career opportunities pull the parents in different directions in this broad noisy family comedy.,MC 38 RT 24%; $190M worldwide on $40M; Steve Martin family-comedy era; huge holiday audience; spawned sequel; critic-proof commercial hit,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
132,Bad Boys II,2003,Michael Bay,Action/Comedy,Two Miami detectives pursue a drug lord while their partnership is tested by career pressures and romantic complications in Bays maximalist sequel that defines 2000s excess action cinema.,MC 38 RT 23%; $273M worldwide on $130M; Bay at peak bombast; cultural touchstone of over-the-top 2000s action; cult reappraisal growing,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
133,Cradle 2 the Grave,2003,Andrzej Bartkowiak,Action/Crime,A jewel thief and a Taiwanese intelligence agent team up to rescue the thiefs kidnapped daughter from a crime lord seeking mysterious black diamonds.,MC 34 RT 25%; $56M worldwide on $25M; Jet Li and DMX pairing; modest action performer; 2000s urban-action formula,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
134,Jeepers Creepers 2,2003,Victor Salva,Horror,A school bus full of stranded high schoolers becomes the hunting ground for the ancient winged Creeper during its final day of its 23-day feeding cycle.,MC 35 RT 24%; $63M worldwide on $17M; creature feature sequel; effective monster design; solid horror returns; 3.7x budget,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
135,Malibu's Most Wanted,2003,John Whitesell,Comedy,A white rapper sons embarrassing behavior threatens his fathers political campaign so they hire actors to scare the hip-hop out of him in this fish-out-of-water comedy.,MC 33 RT 25%; $34M worldwide on $16M; Jamie Kennedy vehicle; cultural satire attempt; modest returns; lightweight comedy,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
136,Daddy Day Care,2003,Steve Carr,Comedy/Family,Two laid-off fathers start a home daycare center competing with a snooty preschool in this family comedy that banks entirely on Eddie Murphys everyman appeal and kid chaos.,MC 28 RT 28%; $164M worldwide on $60M; Murphy family comedy formula; commercial success despite terrible reviews; franchise sequel followed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
137,Dreamcatcher,2003,Lawrence Kasdan,Sci-Fi/Horror,Four childhood friends with psychic gifts confront an alien invasion in rural Maine in this Stephen King adaptation that squanders a strong ensemble on increasingly absurd plot turns.,MC 25 RT 29%; $75M worldwide on $68M; Kasdan misfire; $33M opening then cratered; strong cast (Freeman Morgan Lee) wasted,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
138,Gothika,2003,Mathieu Kassovitz,Horror/Thriller,A psychiatrist awakens as a patient in her own asylum accused of murder with no memory of the crime and haunted by a ghost girl demanding justice.,MC 38 RT 15%; $141M worldwide on $40M; Berry vehicle; Dark Castle production; commercially solid horror despite critical drubbing,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
139,The League of Extraordinary Gentlemen,2003,Stephen Norrington,Action/Adventure,Victorian literary heroes team up to stop a villain threatening world war in this graphic novel adaptation that became Sean Connerys last film and a notorious production disaster.,MC 30 RT 17%; $179M worldwide on $78M; Connerys final performance; troubled production; saved somewhat by international; Connery retired after this,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
140,The Haunted Mansion,2003,Rob Minkoff,Comedy/Fantasy,A workaholic real estate agent and his family become trapped in a haunted mansion filled with ghosts who need their help breaking an ancient curse in this Disney theme park adaptation.,MC 33 RT 13%; $182M worldwide on $90M; Murphy vehicle; Disney ride adaptation overshadowed by Pirates success; passable family fare,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
141,House of 1000 Corpses,2003,Rob Zombie,Horror,Young travelers are captured by a deranged backwoods family of murderers in Rob Zombies gleefully excessive horror debut homaging 1970s exploitation with loving grotesque abandon.,MC 25 RT 19%; $16M worldwide; shelved by Universal then released by Lionsgate; launched Zombies directing career; Devils Rejects sequel superior; cult status,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
142,Bulletproof Monk,2003,Paul Hunter,Action/Fantasy,A Tibetan monk with supernatural powers selects a wisecracking pickpocket as his successor to protect an ancient scroll from Nazi pursuers in modern San Francisco.,MC 33 RT 10%; $37M worldwide on $52M; Chow Yun-fat vehicle; significant flop; misguided comic adaptation; martial arts squandered,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
143,Cowards Bend the Knee,2003,,Drama,Featured on FF 2000s list.,,FF 2000s
144,The Room,2003,Tommy Wiseau,Drama/Romance,A banker discovers his fiancee is having an affair with his best friend in Tommy Wiseaus legendarily incompetent vanity project that became the most celebrated so-bad-its-good film in history.,RT 25%; $1.8K opening weekend on $6M; became midnight movie phenomenon; inspired The Disaster Artist; cult cinema landmark,"Rotten Tomatoes, Letterboxd, IMDB, IndieWire"
145,Just Married,2003,Shawn Levy,Romantic Comedy,A newlywed couple discovers their European honeymoon is a disaster as every possible thing goes wrong testing their mismatched relationship in this broad slapstick comedy.,MC 20 RT 20%; $101M worldwide on $18M; Kutcher and Murphy; lightweight but commercial; 5.5x budget return; early Kutcher vehicle,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
146,Uptown Girls,2003,Boaz Yakin,Comedy/Drama,A perpetual child and a bossy eight-year-old form an unlikely bond when the grown woman becomes the girls nanny and they teach each other about real maturity.,MC 26 RT 12%; $44M worldwide on $25M; Brittany Murphy vehicle; formulaic but Murphys charm; modest performer,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
147,The Cat in the Hat,2003,Bo Welch,Comedy/Family,The mischievous Cat in the Hat arrives to transform two bored kids rainy afternoon into chaos in this live-action Dr. Seuss adaptation so widely loathed it stopped future adaptations.,MC 19 RT 10%; $134M worldwide on $109M; Myers buried in prosthetics; Seuss estate banned live-action after this; marginal commercial return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
148,Gigli,2003,Martin Brest,Crime/Romance,A low-level mobster assigned to kidnap a prosecutors mentally disabled brother finds his plans complicated by a female contractor and their awkward romance in cinemas most infamous 2003 disaster.,MC 18 RT 6%; $7.3M on $54M budget; Bennifer tabloid backlash fueled hatred; ended Brests career; Razzie sweep; legendary flop,"Metacritic, Rotten Tomatoes, Box Office Mojo, Razzie Awards"
149,Kangaroo Jack,2003,David McNally,Comedy/Adventure,Two friends must travel to Australia to retrieve a mob payment mistakenly placed on a kangaroo in this deceptively marketed family comedy that critics universally despised.,MC 15 RT 9%; $89M worldwide on $60M; marketed deceptively as talking-kangaroo kids film; somehow profitable; widely reviled,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
150,From Justin to Kelly,2003,Robert Iscove,Musical/Romance,Two American Idol contestants play strangers who meet during spring break in this hastily produced cash-in musical widely regarded as one of the worst films ever made.,MC 14 RT 8%; $4.9M on $12M; Clarkson and Guarini; American Idol exploitation; universally reviled; Razzie Worst Picture nom,"Metacritic, Rotten Tomatoes, Box Office Mojo, Razzie Awards"
151,A Tale of Two Sisters,2003,,Horror,Featured on LB Horror list.,,LB Horror
152,Anbe Sivam,2003,,Drama,Featured on LB Underseen list.,,LB Underseen
153,Kal Ho Naa Ho,2003,,Musical,Featured on LB Musical list.,,LB Musical
154,Los Angeles Plays Itself,2003,,Documentary,Featured on LB Documentary list.,,LB Documentary
155,Save the Green Planet!,2003,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
156,The Animatrix,2003,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
