Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
63,Madeline's Madeline,2018,Josephine Decker,Drama,A teenage actress whose boundary between reality and performance is dangerously blurred navigates a experimental theater troupe and her unstable mother in Deckers hallucinatory debut.,RT 87 MC 82; Helena Howard extraordinary debut; Decker art-cinema; theater and identity; Howard breakout; formally experimental; mother-daughter; Decker maximalist; Sundance; boundary-dissolving; sensory cinema,"Metacritic, Rotten Tomatoes, IndieWire"
64,Support the Girls,2018,Andrew Bujalski,Comedy/Drama,The general manager of a Hooters-style restaurant fights to keep her staff together during one chaotic day in Bujalskis warm surprising portrait of female solidarity in an unlikely setting.,RT 93 MC 75; Regina Hall extraordinary; Bujalski mumblecore origins; restaurant comedy; Hall career-best; working women; Haley Lu Richardson; single-day structure; overlooked gem; Hall deserved more recognition,"Metacritic, Rotten Tomatoes, IndieWire"
65,The Hate U Give,2018,George Tillman Jr.,Drama,A teenager navigates two worlds after witnessing the fatal shooting of her childhood friend by a police officer in Tillmans adaptation of Angie Thomas bestselling YA novel.,RT 97 MC 71; Stenberg Russell Hornsby; Thomas novel; Black Lives Matter; code-switching; Stenberg powerful; police violence; suburban vs urban identity; important YA adaptation; Hornsby extraordinary,"Metacritic, Rotten Tomatoes"
66,Climax,2018,Gaspar Noe,Horror/Drama,A dance troupe celebrating after a rehearsal descends into collective madness when their sangria is spiked with LSD in Noes hypnotic relentless nightmare of bodies in ecstasy and torment.,Cannes Directors Fortnight Art Cinema Award; RT 76 MC 66; Noe provocation; single-location; real dancers; opening credits at end; long-take dance sequences; communal psychosis; Sofia Boutella; Noe most accessible film,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
67,"Love, Simon",2018,Greg Berlanti,Drama/Romance,A closeted gay teenager navigates coming out while trying to discover the identity of an anonymous classmate he has fallen for online in Berlantis landmark studio teen romance.,RT 92 MC 72; $66M worldwide; first major studio teen gay romance; Nick Robinson; Becky Albertalli novel; cultural milestone,"Metacritic, Rotten Tomatoes, Box Office Mojo"
68,Mary Queen of Scots,2018,Josie Rourke,Drama/Biography,Mary Stuart returns to Scotland to reclaim her rightful throne and finds herself in direct conflict with her cousin Queen Elizabeth I in Rourkes revisionist dual portrait of rival queens.,RT 62 MC 60; Ronan Robbie; Rourke theatrical debut; Elizabeth vs Mary; revisionist feminist lens; Oscar noms Costume + Makeup; contemporary resonance; Ronan Robbie mutual respect; period revisionism,"Academy Awards, Metacritic, Rotten Tomatoes"
69,Widows,2018,Steve McQueen,Crime/Thriller,Four women with nothing in common except a debt left behind by their dead husbands criminal activities take fate into their own hands in McQueens electrifying genre-elevated heist thriller.,RT 92 MC 84; McQueen 12 Years follow-up; Davis Rodriguez Debicki Erivo; Gillian Flynn co-wrote; Chicago politics; heist as liberation; McQueen genre mastery; Davis powerful; overlooked commercial underperformance,"Metacritic, Rotten Tomatoes"
70,Revenge,2018,Coralie Fargeat,Horror/Action,A young woman left for dead in the desert after a brutal assault emerges scarlet-soaked and fights back against her aggressors in Fargeats visceral neon-drenched feminist revenge debut.,RT 92 MC 67; Fargeat debut; French filmmaker; Matilda Lutz; rape-revenge reclaimed; feminist genre filmmaking; body horror; desert landscape; Fargeat visual style; genre feminist landmark,"Metacritic, Rotten Tomatoes, IndieWire"
71,Girl,2018,Lukas Dhont,Drama,A fifteen-year-old transgender girl pursues her dream of becoming a professional ballerina while undergoing hormone therapy in Dhonts viscerally empathetic debut.,Cannes Camera dOr + Un Certain Regard Best Actor (Polster); RT 72 MC 62; Dhont debut; Victor Polster; ballet and transition; body and identity; trans representation debate; Cannes discovery; Belgian cinema; physically demanding role,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
72,Burden,2018,Andrew Heckler,Drama,A Klansman in a small South Carolina town is moved to leave the KKK by the love of a single mother and the forgiveness of a Black preacher in Hecklers based-on-true-events redemption drama.,Sundance Audience Award; RT 52 MC 48; Hedlund Whitaker; Heckler passion project; KKK redemption; Reverend Kennedy true story; racial reconciliation; Sundance crowd favorite; uneven execution; true story weight,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
73,Incredibles 2,2018,Brad Bird,Animation/Action,Elastigirl is called on to lead a campaign to bring Supers back while Mr Incredible faces a new challenge of domestic heroism in Birds long-awaited Pixar sequel that proved fourteen years was worth the wait.,RT 94 MC 80; $1.243B worldwide (highest-grossing animated at time); Bird 14-year gap; domestic superheroism; Screenslaver; feminist inversion; Pixar record-breaker; family dynamics; Jack-Jack powers; epilepsy warning,"Metacritic, Rotten Tomatoes, Box Office Mojo"
74,Zama,2018,Lucrecia Martel,Drama/History,A Spanish officer in 18th-century South America waits for a transfer that never comes slowly losing his grip on reality and status in Martels long-awaited hypnotic masterwork about colonial decay.,RT 88 MC 86; Martel first film in 9 years; Argentine cinema; colonial entropy; Di Benedetto novel; formal brilliance; Martel major filmmaker; historical absurdism; waiting as form; Sight and Sound acclaimed,"Metacritic, Rotten Tomatoes, Sight and Sound"
75,American Animals,2018,Bart Layton,Crime/Drama,Four young men attempt to pull off one of the most audacious art heists in US history at a university library in Laytons genre-blending hybrid documentary-heist film.,RT 88 MC 67; Layton Imposter follow-up; real subjects appear; Keoghan Peters; Audubon Birds of America; Sundance,"Metacritic, Rotten Tomatoes"
76,Birds of Passage,2018,Ciro Guerra/Cristina Gallego,Crime/Drama,A Wayuu indigenous family in Colombia becomes entangled in the marijuana drug trade of the 1970s destroying their ancestral traditions in this epic anthropological crime saga.,RT 91 MC 80; Colombian cinema; Wayuu indigenous perspective; drug trade origins; Embrace of the Serpent follow-up; Guerra Gallego; cultural destruction; epic spanning decades; indigenous vs modernity; Narcos alternative,"Metacritic, Rotten Tomatoes"
77,Private Life,2018,Tamara Jenkins,Comedy/Drama,A middle-aged New York couple navigates the emotional and financial toll of fertility treatments and adoption as their marriage strains under the pressure of trying to have a child.,RT 92 MC 79; Hahn Giamatti; Jenkins Savages follow-up; fertility struggle; New York; Kayli Carter; Netflix; Jenkins empathetic; middle-age parenthood; painfully funny; overlooked Netflix gem,"Metacritic, Rotten Tomatoes"
78,The Old Man and the Gun,2018,David Lowery,Crime/Comedy,The true story of Forrest Tucker a charismatic career criminal who escaped prison 18 times and committed a string of bank robberies in his seventies in Lowerys charming tribute to Robert Redfords star power.,RT 93 MC 78; Redford final film (announced retirement); Spacek Affleck; Lowery Ghost Story follow-up; Redford effortless charm; heist as lifestyle; septuagenarian crime; gentle nostalgia; Redford farewell,"Metacritic, Rotten Tomatoes"
79,Night Comes On,2018,Jordana Spiro,Drama,A young woman newly released from juvenile detention takes her younger sister on a journey to confront the man who destroyed their family in Spiros tender fierce debut.,Sundance NEXT Innovator Award; RT 87 MC 67; Dominique Fishback; Spiro debut; sisterhood; revenge and protection; Fishback compelling; juvenile justice; Baltimore; low-key powerful; festival favorite,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
80,The Prayer,2018,Cedric Kahn,Drama,A young drug addict finds refuge in a remote mountain rehabilitation center run by a Catholic community where faith and withdrawal battle for his soul in Kahns austere compassionate portrait of recovery.,Berlin Best Actor (Anthony Bajon); RT 80 MC 64; Bajon revelation; Kahn sensitive; addiction and faith; mountain community; Catholic retreat; physical withdrawal; Bajon physicality; French cinema; Berlin discovery,"Berlin Film Festival, Metacritic, Rotten Tomatoes"
81,Hearts Beat Loud,2018,Brett Haley,Comedy/Drama,A single father and his daughter form an unlikely songwriting duo during the summer before she leaves for college in Haleys warm feel-good portrait of music family and letting go.,RT 93 MC 72; Offerman Clemons; Haley Heroes follow-up; father-daughter music; Brooklyn setting; indie songs; Keegan-Michael Key; bittersweet; feel-good; Offerman charming; queer subplot handled warmly,"Metacritic, Rotten Tomatoes, IndieWire"
82,Skate Kitchen,2018,Crystal Moselle,Drama,A shy skateboarder from Long Island finds her tribe among a crew of all-girl skaters in New York City in Moselles warm authentic portrait of female camaraderie and self-discovery.,RT 93 MC 72; real Skate Kitchen crew; Moselle Wolfpack follow-up; NYC skateboarding; female skaters; non-professional cast; Jaden Smith; youth culture; authentic; queer representation; moselle immersive,"Metacritic, Rotten Tomatoes, IndieWire"
83,Crazy Rich Asians,2018,Jon M. Chu,Comedy/Romance,A Chinese-American professor accompanies her boyfriend to his best friends wedding in Singapore only to discover his family is impossibly wealthy and his mother disapproves in Chus sparkling romantic comedy that made Hollywood history.,RT 91 MC 74; $238M worldwide; first major studio all-Asian cast since Joy Luck Club (1993); Constance Wu Henry Golding Awkwafina Yeoh; mahjong scene iconic; cultural milestone; rom-com revival; representation breakthrough,"Metacritic, Rotten Tomatoes, Box Office Mojo"
84,Puzzle,2018,Marc Turtletaub,Drama,A suburban housewife discovers a passion and talent for competitive jigsaw puzzles that opens up a new world and threatens her settled life in Turtletaubs quiet character study.,RT 82 MC 64; Macdonald Khan; Argentine remake; Sundance; female self-discovery; puzzle competition; understated drama,"Metacritic, Rotten Tomatoes"
85,A Prayer Before Dawn,2018,Jean-Stephane Sauvaire,Drama/Biography,The true story of a young English boxer incarcerated in one of Thailands most notorious prisons who fights his way to freedom through Muay Thai in Sauvaires viscerally intense docu-drama.,RT 90 MC 72; Joe Cole extraordinary; real Klong Prem prison inmates; Sauvaire unflinching; Muay Thai; Billy Moore memoir; incarceration; Thai prison system; Cole physically transformed; raw power,"Metacritic, Rotten Tomatoes"
86,Cam,2018,Daniel Goldhaber,Horror/Thriller,A camgirl discovers she has been replaced by an exact replica of herself on her own channel in Goldhabers internet-age identity horror based on former sex-worker Isa Mazzeis screenplay.,RT 93 MC 68; Netflix; Mazzei real experience; cam industry; Madeline Brewer; internet identity; sex work; doppelganger; Goldhaber debut; genre innovation; Brewer compelling,"Metacritic, Rotten Tomatoes"
87,Monsters and Men,2018,Reinaldo Marcus Green,Drama,A Brooklyn community grapples with the aftermath of a police shooting from three different perspectives in Greens urgent debut about systemic racism.,RT 76 MC 66; Green debut; Sundance Special Jury; Harrison Jr David Washington Makonnen; three perspectives; Brooklyn; BLM era,"Metacritic, Rotten Tomatoes"
88,The House That Jack Built,2018,Lars von Trier,Horror/Drama,A highly intelligent serial killer recounts five incidents over twelve years that define his development as a murderer and his misguided pursuit of art in von Triers deliberately provocative philosophical horror.,Cannes out of competition (walkouts); RT 62 MC 55; Dillon Thurman Ganz; von Trier return to Cannes after ban; murder as art; Dante references; provocative; walkouts reported; Dillon cold; von Trier maximalist; deeply divisive,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
89,Mug,2018,Malgorzata Szumowska,Drama/Comedy,A man who receives Polands first face transplant after an accident becomes an outsider in his own conservative rural community in Szumowskas darkly comic meditation on identity and conformity.,Berlin Grand Jury Prize; RT 72 MC 61; Szumowska; Polish cinema; face transplant; identity crisis; small-town conservatism; dark comedy; religious community; body and self; Szumowska provocation; Berlin prizewinner,"Berlin Film Festival, Metacritic, Rotten Tomatoes"
90,Bumblebee,2018,Travis Knight,Action/Sci-Fi,In 1987 California a teenage girl discovers and befriends a battle-scarred Autobot who has lost his memory in Knights warmly retro franchise reboot that proved the Transformers series had a heart.,RT 91 MC 66; $468M worldwide; Steinfeld; Knight Laika founder; 1980s nostalgia; Spielberg-Amblin influence; franchise soft reboot; best Transformers film; Steinfeld anchors; girl and her car; emotional core,"Metacritic, Rotten Tomatoes, Box Office Mojo"
91,Set It Up,2018,Claire Scanlon,Comedy/Romance,Two overworked assistants scheme to set up their nightmare bosses with each other so they can finally have lives of their own in Scanlons charming Netflix rom-com.,Netflix; RT 92 MC 64; Powell Deutch; Netflix rom-com revival; workplace comedy; Taye Diggs Lucy Liu; feel-good,"Metacritic, Rotten Tomatoes"
92,Sunset,2018,Laszlo Nemes,Drama/Thriller,A young woman returns to the Budapest hat shop that bears her family name on the eve of World War I and uncovers a dangerous mystery about her brothers past in Nemes visually stunning follow-up to Son of Saul.,Venice competition; RT 56 MC 57; Nemes Son of Saul follow-up; 1913 Budapest; shallow focus; Juli Jakab; Austro-Hungarian Empire collapse; formalist cinema; divisive critical reception; ambitious,"Venice Film Festival, Metacritic, Rotten Tomatoes"
93,Annihilation,2018,Alex Garland,Sci-Fi/Horror,A biologist enters a mysterious quarantine zone known as the Shimmer where the laws of nature dont apply discovering terrifying mutations and confronting the nature of self-destruction in Garlands cerebral sci-fi masterwork.,RT 88 MC 79; Portman Thompson Rodriguez; VanderMeer adaptation; alien Shimmer; bear creature; lighthouse climax; Paramount sold international to Netflix; Ex Machina follow-up; genre filmmaking at its most ambitious,"Metacritic, Rotten Tomatoes"
94,Bohemian Rhapsody,2018,Bryan Singer,Drama/Biography,The story of Freddie Mercury and Queens meteoric rise is told through their music their revolutionary sound and their iconic 1985 Live Aid performance in this divisive crowd-pleasing musical biography.,Oscar Actor (Malek) + Editing + Sound Editing + Sound Mixing; Golden Globe Drama + Actor Drama; $910M worldwide; Malek transformative; Singer fired mid-production (Dexter Fletcher completed); Live Aid sequence; Mercury legacy,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
95,Thunder Road,2018,Jim Cummings,Comedy/Drama,A grieving erratic small-town police officer struggles to hold his life together after his mothers death while fighting for custody of his daughter in Cummings raw wildly funny one-man-show debut.,SXSW Grand Jury Prize; RT 89 MC 76; Cummings wrote directed starred; based on his short film; funeral eulogy opening; cop comedy-drama; Cummings manic energy; micro-budget; cult following; deeply personal,"SXSW, Metacritic, Rotten Tomatoes, IndieWire"
96,I Think We're Alone Now,2018,Reed Morano,Sci-Fi/Drama,Two strangers discover they may be the sole survivors of an apocalypse and must forge an unlikely bond in Moranos contemplative post-apocalyptic two-hander.,Sundance Special Jury Award; RT 65 MC 56; Dinklage Fanning; Morano Handmaids Tale director; two survivors; post-apocalypse; Dinklage quiet; Sundance premiere; solitude and connection; sci-fi chamber piece,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
97,Ready Player One,2018,Steven Spielberg,Sci-Fi/Adventure,In a dystopian 2045 a teenager searches for Easter eggs hidden inside a vast virtual-reality world by its late creator whose fortune will go to the winner in Spielbergs dazzling pop-culture adventure.,RT 72 MC 64; $582M worldwide; Spielberg nostalgia spectacular; Cline novel; VR world OASIS; The Shining sequence; pop culture overload; Spielberg tech showcase; Sheridan; race for three keys; Iron Giant,"Metacritic, Rotten Tomatoes, Box Office Mojo"
98,Tully,2018,Jason Reitman,Comedy/Drama,An overwhelmed mother of three is gifted a night nanny by her brother but the young womans arrival brings a twist that challenges everything in Reitmans sharp Diablo Cody-scripted exploration of motherhood.,RT 86 MC 75; Theron physical transformation; Cody Reitman Juno reunion; motherhood exhaustion; postpartum; Theron gained 50 lbs; twist ending; Cody honest writing; maternal burnout; third Reitman-Cody collaboration,"Metacritic, Rotten Tomatoes"
99,Ralph Breaks the Internet,2018,Rich Moore/Phil Johnston,Animation/Comedy,Wreck-It Ralph and Vanellope venture into the boundless world of the internet when a steering wheel for her game appears on eBay in Disneys clever witty sequel about friendship and growth.,RT 88 MC 71; $529M worldwide; Disney princess scene viral; internet world-building; Reilly Silverman; Disney self-parody; friendship and codependency; Buzztube; KnowsMore; holiday animated hit,"Metacritic, Rotten Tomatoes, Box Office Mojo"
100,The Kindergarten Teacher,2018,Sara Colangelo,Drama,A kindergarten teacher becomes obsessed with one of her students apparent poetic genius and takes increasingly transgressive steps to nurture his talent in Colangelos taut character study.,Netflix; RT 87 MC 72; Gyllenhaal; Israeli remake; Colangelo; poetry child prodigy; obsession; ethical boundaries; Netflix original,"Metacritic, Rotten Tomatoes"
101,Ant-Man and the Wasp,2018,Peyton Reed,Action/Comedy,Scott Lang must balance being a father and a superhero while teaming with Hope van Dyne and Hank Pym on a mission to rescue Janets mother from the Quantum Realm.,RT 87 MC 70; $622M worldwide; Rudd Lilly Douglas Pfeiffer; MCU palate cleanser; Quantum Realm; Ghost sympathetic villain; Reed sequel; lighter MCU tone; snap connection; family film,"Metacritic, Rotten Tomatoes, Box Office Mojo"
102,Colette,2018,Wash Westmoreland,Drama/Biography,The true story of the French novelist who ghostwrote for her husband and fought to gain credit for her own literary works in Westmorelands sumptuous biographical drama about female creative liberation.,RT 89 MC 67; Knightley West; Colette true story; Belle Epoque Paris; female authorship; LGBTQ themes; Knightley committed; Claudine novels; marriage as creative exploitation; Westmoreland personal project,"Metacritic, Rotten Tomatoes"
103,Upgrade,2018,Leigh Whannell,Sci-Fi/Action,A man implanted with an AI chip to regain mobility after a mugging tracks down his wifes killers in Whannells lean mean low-budget sci-fi thriller that outclassed blockbusters at a fraction of the cost.,RT 88 MC 67; Logan Marshall-Green; Whannell Insidious co-creator; STEM AI chip; body horror comedy; fight choreography innovative; $3M budget; cult classic; Venom comparisons favorable; underrated genre gem,"Metacritic, Rotten Tomatoes, IndieWire"
104,Avengers: Infinity War,2018,Anthony Russo/Joe Russo,Action/Sci-Fi,The Avengers and their allies attempt to stop the all-powerful Thanos from collecting all six Infinity Stones and executing his plan to wipe out half of all life in the universe in Marvels epic culmination.,RT 85 MC 68; $2.048B worldwide (4th highest ever); Brolin Thanos; the snap; Wakanda battle; 10 years of MCU converging; Mr Stark I dont feel so good iconic; cliffhanger ending unprecedented; cultural event,"Metacritic, Rotten Tomatoes, Box Office Mojo"
105,Blockers,2018,Kay Cannon,Comedy,Three parents try to stop their daughters from losing their virginity on prom night in Cannons raunchy feminist subversion of the teen sex comedy that gave the genre an overdue update.,RT 83 MC 69; Cena Mann Barinholtz; Cannon directorial debut; sex comedy gender flip; progressive teen comedy; prom night; butt-chugging; parents as obstacles; Cannon writers room veteran; surprisingly smart,"Metacritic, Rotten Tomatoes"
106,Fahrenheit 11/9,2018,Michael Moore,Documentary,Michael Moore examines the rise of Donald Trump and the failures of American democracy in his provocative and passionate political documentary.,RT 82 MC 69; Moore; Trump era; Flint water crisis; 2018 midterms; political doc; Moore confrontational; democracy warning,"Metacritic, Rotten Tomatoes"
107,Game Night,2018,John Francis Daley/Jonathan Goldstein,Comedy/Action,A couples competitive game night spirals into a real-life mystery when the hosts brother is apparently kidnapped by dangerous criminals in this surprisingly clever action comedy.,RT 85 MC 66; Bateman McAdams; Wright; game night gone wrong; Fabergé egg; McAdams scene-stealer; Daley Goldstein; surprise critical hit; smart comedy; Jesse Plemons creepy neighbor; genre-aware fun,"Metacritic, Rotten Tomatoes"
108,Thoroughbreds,2018,Cory Finley,Thriller/Comedy,Two upper-class Connecticut teenagers rekindle their unlikely friendship and hatch a plan to solve both their problems in Finleys cold sharp dark comedy debut.,RT 85 MC 66; Cooke Taylor-Joy; Anton Yelchin final film role; Finley playwright turned filmmaker; sociopathy comedy; Connecticut wealth; class privilege; dark humor; dual female leads; Yelchin tribute,"Metacritic, Rotten Tomatoes, IndieWire"
109,Deadpool 2,2018,David Leitch,Action/Comedy,The wisecracking mercenary assembles a super team to protect a young mutant from a cybernetic soldier from the future in Leitchs bigger louder sequel that doubled down on irreverence.,RT 84 MC 66; $785M worldwide; Reynolds; X-Force introduction; Brolin as Cable; Beetz as Domino; Leitchs action credentials; meta humor; opening sequence shock; Celine Dion tie-in; franchise expansion,"Metacritic, Rotten Tomatoes, Box Office Mojo"
110,On the Basis of Sex,2018,Mimi Leder,Drama/Biography,The true story of young lawyer Ruth Bader Ginsburgs fight for equal rights and her first groundbreaking case before the Supreme Court in Leders earnest biographical drama.,RT 72 MC 61; Jones Hammer; RBG origin story; gender discrimination law; companion to RBG documentary; Leder return; Ginsburg cameo; Jones committed; legal procedural; historical importance; crowd-pleasing,"Metacritic, Rotten Tomatoes"
111,Creed II,2018,Steven Caple Jr.,Drama/Sport,Adonis Creed faces the son of Ivan Drago the fighter who killed his father in the ring in Caple Jrs emotional franchise continuation that connects two generations of Rocky mythology.,RT 83 MC 66; $214M worldwide; Jordan Stallone Lundgren; Drago legacy; father-son parallels; Caple Jr debut; Rocky IV callback; Jordan physically honed; franchise mythology; training montage; emotional stakes,"Metacritic, Rotten Tomatoes, Box Office Mojo"
112,Mid90s,2018,Jonah Hill,Comedy/Drama,A thirteen-year-old boy in 1990s Los Angeles escapes his troubled home life by befriending a group of older skateboarders in Hills warm authentic nostalgic directorial debut.,RT 80 MC 68; Hill directorial debut; Suljic Na-kel Smith; 1990s LA skateboarding; A24; coming-of-age authenticity; Kids echoes; Hill personal; short 84 minutes; soundtrack perfect,"Metacritic, Rotten Tomatoes, IndieWire"
113,A Simple Favor,2018,Paul Feig,Thriller/Comedy,A mommy vlogger begins investigating when her glamorous and mysterious best friend suddenly disappears in Feigs stylish camp-adjacent Gone Girl-adjacent mystery comedy.,RT 84 MC 64; Kendrick Lively; Feig noir; mommy blogger meets femme fatale; French couture; twist upon twist; Lively glamorous; Kendrick comedic; Feig genre pivot; guilty pleasure; fashion-forward,"Metacritic, Rotten Tomatoes"
114,Boy Erased,2018,Joel Edgerton,Drama,A young man in Arkansas is enrolled in a church-supported gay conversion therapy program by his Baptist pastor father in Edgertons empathetic adaptation of Garrard Conleys memoir.,RT 79 MC 69; Hedges Kidman Crowe Edgerton; Conley memoir; conversion therapy; LGBTQ; Hedges vulnerable; Kidman mother's awakening; Edgerton restrained direction; troika of actors; religious community; important subject,"Metacritic, Rotten Tomatoes"
115,Disobedience,2018,Sebastian Lelio,Drama/Romance,A woman returns to her Orthodox Jewish community in London after her fathers death and rekindles a forbidden passionate relationship with a married childhood friend in Lelios intimate portrait of desire and duty.,RT 79 MC 67; Weisz McAdams; Lelio A Fantastic Woman follow-up; Orthodox Jewish community; queer desire; London; Weisz personal project; Lelio empathetic; restrained passion; Naomi Alderman novel,"Metacritic, Rotten Tomatoes"
116,Halloween,2018,David Gordon Green,Horror,Forty years after the original babysitter murders Laurie Strode prepares for a final confrontation with masked killer Michael Myers in Greens surprisingly effective legacy sequel that erased all previous sequels.,RT 79 MC 67; $255M worldwide; Curtis return; Green reinvented franchise; Blumhouse; erased all sequels except original; Curtis warrior Laurie; $10M budget; legacy sequel template; franchise revival,"Metacritic, Rotten Tomatoes, Box Office Mojo"
117,Ben Is Back,2018,Peter Hedges,Drama,A drug-addicted teenager returns home unexpectedly on Christmas Eve sending his loving but wary mother on a race against time to save her son from the forces that threaten him.,RT 82 MC 63; Roberts Lucas Hedges; mother-son addiction drama; Christmas Eve timeline; opioid crisis; Roberts dramatic turn; Hedges father-son directing; competing with Beautiful Boy; Roberts empathetic; suburban crisis,"Metacritic, Rotten Tomatoes"
118,Overlord,2018,Julius Avery,Horror/Action,On the eve of D-Day American paratroopers drop behind enemy lines and discover a Nazi laboratory conducting horrific experiments on the villagers in Averys pulpy entertaining WWII horror hybrid.,RT 81 MC 60; Russell Asbaek; WWII meets horror; Nazi experiments; Abrams produced; pulpy genre fun; practical effects; Avery debut; B-movie elevated; action-horror hybrid; lean 109 minutes,"Metacritic, Rotten Tomatoes"
119,Mamma Mia! Here We Go Again,2018,Ol Parker,Musical/Comedy,A pregnant Sophie learns about her mothers past through a parallel story set in 1979 as young Donna arrives on the Greek island that would become her home in Parkers exuberant jukebox sequel.,RT 80 MC 60; $395M worldwide; Streep Seyfried Cher; Lily James as young Donna; Cher entrance iconic; ABBA catalogue; summer escapism; prequel-sequel hybrid; Cher steals film; Fernando duet; holiday feel-good,"Metacritic, Rotten Tomatoes, Box Office Mojo"
120,Apostle,2018,Gareth Evans,Horror/Thriller,A man journeys to a remote island to rescue his sister from a mysterious religious cult and discovers something far more sinister in Evans folk horror Netflix debut.,Netflix; RT 79 MC 58; Evans Raid director; folk horror; Dan Stevens; Welsh island cult; period setting; body horror; Evans visceral; Netflix original; cult horror; genre fans delighted,"Metacritic, Rotten Tomatoes"
121,Bad Times at the El Royale,2018,Drew Goddard,Thriller/Crime,Seven strangers with secrets converge at a run-down hotel on the California-Nevada border in Goddards stylish retro ensemble thriller.,RT 74 MC 60; Bridges Hemsworth Erivo; Goddard Cabin follow-up; Lake Tahoe border; 1970s setting; ensemble thriller,"Metacritic, Rotten Tomatoes"
122,Destroyer,2018,Karyn Kusama,Crime/Drama,An LAPD detective haunted by a past undercover operation that went catastrophically wrong must confront the leader of a gang she once infiltrated in Kusamas gritty nonlinear noir.,RT 73 MC 60; Kidman unrecognizable physical transformation; Kusama Invitation follow-up; nonlinear structure; Kidman committed; LA noir; past and present; Sebastian Stan; Kusama underrated; Bradley Whitford,"Metacritic, Rotten Tomatoes"
123,Beautiful Boy,2018,Felix van Groeningen,Drama,A father and son navigate the treacherous waters of addiction and recovery struggling to maintain their bond through relapse after relapse in van Groeningens emotionally wrenching dual memoir adaptation.,RT 69 MC 62; Carell Chalamet; David and Nic Sheff memoirs; Chalamet post-CMBYN; addiction cycle; father-son love; van Groeningen US debut; Chalamet raw; dual perspective; Amazon distribution,"Metacritic, Rotten Tomatoes"
124,Solo: A Star Wars Story,2018,Ron Howard,Sci-Fi/Adventure,The early adventures of Han Solo and Chewbacca as they join a gang of galactic smugglers and a 190-year-old Wookie in Howards troubled production that became Star Wars first box-office disappointment.,RT 69 MC 62; $394M worldwide (franchise low); Ehrenreich Glover Harrelson Clarke; Lord/Miller fired mid-production; Howard replaced; franchise fatigue debate; Kessel Run; origin story nobody asked for; Maul cameo,"Metacritic, Rotten Tomatoes, Box Office Mojo"
125,Ocean's 8,2018,Gary Ross,Crime/Comedy,A criminal mastermind assembles a crew of specialists for a heist at the Met Gala targeting a $150 million diamond necklace in Rosss entertaining female-led franchise extension.,RT 69 MC 61; $297M worldwide; Bullock Blanchett Hathaway Rihanna Kaling Bonham Carter Awkwafina; female ensemble; Met Gala heist; franchise gender swap; star power; Rosss breezy direction; summer crowd-pleaser,"Metacritic, Rotten Tomatoes, Box Office Mojo"
126,Sicario: Day of the Soldado,2018,Stefano Sollima,Action/Thriller,The drug war on the US-Mexico border escalates as federal agent Matt Graver and the mysterious Alejandro are sent to destabilize the cartels in Sollimas hard-edged franchise continuation.,RT 63 MC 61; $76M worldwide; del Toro Brolin; Sheridan screenplay; cartel warfare; border politics; Sollima Italian director; del Toro paternal plot; franchise continuation; darker tone; no Emily Blunt,"Metacritic, Rotten Tomatoes, Box Office Mojo"
127,Instant Family,2018,Sean Anders,Comedy/Drama,A couple adopts three foster children and quickly finds themselves in over their heads in Anders surprisingly heartfelt comedy inspired by his own adoption experience.,RT 67 MC 56; Wahlberg Byrne Haddish; based on Anders real experience; foster care; surprisingly warm; family comedy,"Metacritic, Rotten Tomatoes"
128,Aquaman,2018,James Wan,Action/Fantasy,The half-human half-Atlantean Arthur Curry must claim his birthright as king of the underwater kingdom and stop his half-brother from declaring war on the surface world in Wans visually extravagant DC spectacle.,RT 65 MC 55; $1.148B worldwide; Momoa Heard Wilson Kidman; Wan underwater spectacle; DCEU highest-grossing; trench creatures; Wan genre versatility; Momoa charisma; ocean world-building; holiday release smash,"Metacritic, Rotten Tomatoes, Box Office Mojo"
129,Loro,2018,Paolo Sorrentino,Drama/Comedy,The outrageous life and times of Silvio Berlusconi during the early 2010s are rendered with Sorrentinos signature excess and melancholy in this sprawling portrait of Italian political decadence.,RT 59 MC 60; Servillo as Berlusconi; Sorrentino Great Beauty follow-up; Italian politics; power and sex; Sorrentino baroque; two-part Italian release; international shortened cut; Servillo remarkable; excess as style,"Metacritic, Rotten Tomatoes"
130,The Front Runner,2018,Jason Reitman,Drama/Biography,The rise and fall of 1988 presidential candidate Gary Hart is chronicled from the moment a scandal threatens to derail his campaign in Reitmans urgent docu-drama about politics and privacy.,RT 59 MC 58; Jackman as Hart; Reitman political; 1988 campaign; Hart-Rice scandal; media and politics; Jackman dramatic; Vera Farmiga; Reitman uneven; prescient about media cycle; political drama,"Metacritic, Rotten Tomatoes"
