Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
71,Babygirl,2024,Halina Reijn,Drama/Thriller,A powerful CEO enters a dangerous affair with her much younger intern in Reijns provocative exploration of female desire power and vulnerability.,Venice Best Actress (Nicole Kidman); $65M worldwide; RT 75 MC 62; Kidman Harris Dickinson Antonio Banderas; Reijn Bodies Bodies Bodies follow-up; erotic thriller revival; female gaze; A24,"Venice, Metacritic, Rotten Tomatoes, Box Office Mojo"
72,Problemista,2024,Julio Torres,Comedy/Drama,A young El Salvadoran immigrant in New York navigates a series of absurd obstacles to maintain his work visa in Torres inventive comedic debut.,Sundance; RT 83 MC 70; Torres Tilda Swinton RZA; Torres Saturday Night Live writer; Swinton extraordinary; immigrant bureaucracy; A24; surreal humor,"Sundance, Metacritic, Rotten Tomatoes"
73,The Count of Monte Cristo,2024,Matthieu Delaporte and Alexandre de La Patelliere,Adventure/Drama,A wrongly imprisoned man escapes and enacts an elaborate revenge on those who betrayed him in this thrilling French adaptation of the Dumas classic.,$86M worldwide; RT 92 MC 73; Pierre Niney Anais Demoustier; French-language; Dumas classic; 3 hours; French box office smash; period adventure; sword fighting; Pathe,"Metacritic, Rotten Tomatoes, Box Office Mojo"
74,Strange Darling,2024,JT Mollner,Thriller,A one-night stand takes a terrifying turn in Mollners non-linear serial killer thriller that keeps rewriting its own rules.,RT 91 MC 72; Willa Fitzgerald Kyle Gallner; Mollner debut; shot on 35mm; chapter structure; subverted expectations; Giovanni Ribisi; Magenta Light Studios,"Metacritic, Rotten Tomatoes"
75,Challengers,2024,Luca Guadagnino,Drama/Sports,A tennis prodigy turned coach navigates a volatile love triangle as her husband faces off against her ex-boyfriend in Guadagninos electrifying erotic sports drama.,$96M worldwide; RT 88 MC 72; Zendaya Josh OConnor Mike Faist; Guadagnino Call Me By Your Name follow-up; Trent Reznor Atticus Ross score; tennis as foreplay; cultural moment; Amazon MGM,"Metacritic, Rotten Tomatoes, Box Office Mojo"
76,Maria,2024,Pablo Larrain,Drama/Biography,The final days of opera legend Maria Callas in 1970s Paris as she reckons with her life and identity in Larrains latest female-icon portrait.,Venice Competition; Oscar nom Cinematography; Golden Globe nom; Angelina Jolie committed performance; Larrain Jackie Spencer trilogy; Callas; Paris; Ed Harris; Netflix,"Venice, Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes"
77,Megalopolis,2024,Francis Ford Coppola,Sci-Fi/Drama,An idealistic architect clashes with a corrupt mayor over the rebuilding of a metropolis in Coppolas long-gestating self-financed epic that sharply divided audiences.,Cannes Competition; RT 47 MC 44; Adam Driver Giancarlo Esposito Nathalie Emmanuel Aubrey Plaza; Coppola self-financed $120M; 40-year passion project; Lionsgate; deeply polarizing; ambition over coherence,"Cannes, Metacritic, Rotten Tomatoes, Box Office Mojo"
78,Your Monster,2024,Caroline Lindy,Horror/Comedy,A woman recovering from a breakup discovers a monster living in her closet who becomes her unlikely companion in Lindys charming genre-bender.,Sundance; RT 82 MC 59; Melissa Barrera Tommy Dewey; Lindy debut; rom-com meets creature feature; expanded from short; A24 style,"Sundance, Metacritic, Rotten Tomatoes"
79,Sing Sing,2024,Greg Kwedar,Drama,Incarcerated men find purpose and redemption through a theater program in a maximum-security prison in Kwedars deeply humane drama featuring real formerly incarcerated actors.,3 Oscar noms (Picture Adapted Screenplay Actor); Colman Domingo extraordinary; A24; real Rehabilitation Through the Arts program; non-professional actors; Domingo Oscar campaign; Kwedar debut,"Academy Awards, Metacritic, Rotten Tomatoes"
80,Furiosa: A Mad Max Saga,2024,George Miller,Action/Adventure,The origin story of Furiosa as she rises from captivity to become the warrior of the wasteland in Millers spectacular prequel to Fury Road.,$174M worldwide (underperformed vs $168M budget); RT 89 MC 79; Anya Taylor-Joy Chris Hemsworth Tom Burke; Miller at 79; Fury Road prequel; 15-year Furiosa journey; Hemsworth warlord; WB,"Metacritic, Rotten Tomatoes, Box Office Mojo"
81,Kung Fu Panda 4,2024,Mike Mitchell,Animation/Comedy,Po must train a new Dragon Warrior so he can become the Spiritual Leader of the Valley of Peace in this animated franchise continuation.,$548M worldwide; RT 71 MC 52; Jack Black Awkwafina Viola Davis; DreamWorks; franchise 4th entry; solid family entertainment; Universal,"Metacritic, Rotten Tomatoes, Box Office Mojo"
82,Sasquatch Sunset,2024,David Zellner and Nathan Zellner,Comedy/Drama,A year in the life of a family of Sasquatches navigating the North American wilderness in the Zellner brothers audacious dialogue-free creature feature.,Sundance; RT 62 MC 56; Jesse Eisenberg Riley Keough; Zellner brothers; no human dialogue; prosthetics; Bigfoot family; Bleecker Street; divisive and bold,"Sundance, Metacritic, Rotten Tomatoes"
83,Longlegs,2024,Osgood Perkins,Horror/Crime,An FBI agent discovers a personal connection to a serial killer who has eluded capture for decades in Perkins terrifying occult thriller that became Neons biggest hit.,$128M worldwide; Neon; RT 85 MC 72; Maika Monroe Nicolas Cage Alicia Witt; Perkins breakthrough; viral marketing campaign; Cage terrifying; Silence of the Lambs echoes; $10M budget,"Metacritic, Rotten Tomatoes, Box Office Mojo"
84,Civil War,2024,Alex Garland,Action/Drama,Journalists race to Washington DC ahead of advancing Western Forces as the United States tears itself apart in Garlands visceral near-future war thriller.,$127M worldwide; RT 81 MC 75; Kirsten Dunst Wagner Moura Jesse Plemons Cailee Spaeny; Garland Ex Machina follow-up; A24 biggest release; photojournalism; deliberate political ambiguity; Dunst extraordinary,"Metacritic, Rotten Tomatoes, Box Office Mojo"
85,Monkey Man,2024,Dev Patel,Action/Thriller,An anonymous fighter in Mumbai rises through the underground ranks to settle a score with the powerful figures who destroyed his mother in Patels directorial debut.,$35M worldwide; RT 89 MC 67; Patel directed wrote starred; Universal; Jordan Peele championed; Indian mythology; John Wick meets social commentary; Patel impressive debut,"Metacritic, Rotten Tomatoes, Box Office Mojo"
86,A Quiet Place: Day One,2024,Michael Sarnoski,Horror/Drama,A woman and her cat struggle to survive the first day of the alien invasion in New York City in Sarnoskis prequel that expanded the franchise with emotional depth.,$262M worldwide; RT 85 MC 69; Lupita Nyongo Joseph Quinn Djimon Hounsou; Sarnoski Pig director; NYC setting; Frodo the cat; emotional core; Paramount,"Metacritic, Rotten Tomatoes, Box Office Mojo"
87,Smile 2,2024,Parker Finn,Horror,A global pop star begins to experience terrifying unexplainable events as she prepares for a world tour in Finns effective horror sequel.,$138M worldwide; RT 85 MC 67; Naomi Scott; Finn; pop star horror; concert sequences; Paramount; $28M budget; franchise growing; effective sequel,"Metacritic, Rotten Tomatoes, Box Office Mojo"
88,Woman of the Hour,2024,Anna Kendrick,Crime/Thriller,The true story of serial killer Rodney Alcala who appeared on The Dating Game in the middle of his murder spree in Kendricks impressive directorial debut.,Netflix; RT 87 MC 64; Kendrick directed and starred; Daniel Zovatto; true crime; 1970s; Dating Game; Kendrick debut; Netflix acquisition,"Metacritic, Rotten Tomatoes"
89,Sonic the Hedgehog 3,2024,Jeff Fowler,Animation/Action,Sonic Tails and Knuckles reunite to battle a new threat while facing a mysterious new adversary Shadow in Fowlers franchise third installment.,$492M worldwide; RT 87 MC 63; Ben Schwartz Jim Carrey Keanu Reeves as Shadow; franchise high point; Shadow popular; video game adaptation success; Paramount,"Metacritic, Rotten Tomatoes, Box Office Mojo"
90,The Piano Lesson,2024,Malcolm Washington,Drama,A brother and sister clash over what to do with a treasured family heirloom piano in Washingtons directorial debut adapting August Wilsons Pulitzer-winning play.,Netflix; RT 81 MC 69; John David Washington Samuel L. Jackson Danielle Deadwyler Ray Fisher; Washington (Denzel son) debut; August Wilson; century cycle; family heritage,"Metacritic, Rotten Tomatoes"
91,Transformers One,2024,Josh Cooley,Animation/Action,The origin story of Optimus Prime and Megatron as friends who become enemies in this animated franchise prequel.,$129M on $75M budget (underperformed); RT 88 MC 62; Chris Hemsworth Brian Tyree Henry Scarlett Johansson; Cooley Toy Story 4 director; Cybertron; franchise origin; Paramount,"Metacritic, Rotten Tomatoes, Box Office Mojo"
92,Speak No Evil,2024,James Watkins,Horror/Thriller,An American family accepts an invitation from a charming British couple they met on holiday only to discover their hosts harbor dark intentions in this taut remake.,$77M worldwide; RT 85 MC 64; James McAvoy Mackenzie Davis Scoot McNairy; Watkins; 2022 Danish original remake; McAvoy terrifying; Blumhouse Universal; home invasion escalation,"Metacritic, Rotten Tomatoes, Box Office Mojo"
93,The Bikeriders,2024,Jeff Nichols,Drama/Crime,A motorcycle club evolves from a group of outcasts to a dangerous underworld in Nichols period drama inspired by Danny Lyons 1960s photo book.,RT 79 MC 70; Austin Butler Jodie Comer Tom Hardy Mike Faist; Nichols Mud Take Shelter follow-up; 1960s Midwest; biker culture; Comer scene-stealer; Focus Features,"Metacritic, Rotten Tomatoes"
94,Piece by Piece,2024,Morgan Neville,Documentary/Animation,The life and music of Pharrell Williams told entirely through LEGO animation in Nevilles inventive biographical documentary.,RT 81 MC 66; Neville 20 Feet from Stardom Wont You Be My Neighbor follow-up; LEGO biographical form; Pharrell; music documentary innovation; Focus Features,"Metacritic, Rotten Tomatoes"
95,Saturday Night,2024,Jason Reitman,Comedy/Drama,The chaotic 90 minutes before the first broadcast of Saturday Night Live on October 11 1975 in Reitmans kinetic ensemble piece.,$10M domestic (underperformed); RT 81 MC 65; Gabriel LaBelle Rachel Sennott Cory Michael Smith Dylan OBrien; Reitman; SNL origin; real-time structure; Columbia,"Metacritic, Rotten Tomatoes, Box Office Mojo"
96,The Fall Guy,2024,David Leitch,Action/Comedy,A battered stuntman must track down a missing movie star while working on the biggest film of his career in Leitchs love letter to Hollywood stunt performers.,$181M on $125M budget (underperformed); RT 82 MC 64; Ryan Gosling Emily Blunt Aaron Taylor-Johnson; Leitch; 80s TV adaptation; stunt community tribute; Gosling charm; Universal,"Metacritic, Rotten Tomatoes, Box Office Mojo"
97,The First Omen,2024,Arkasha Stevenson,Horror,A young American woman arrives in Rome and encounters terrifying evil in Stevensons effective prequel to the 1976 horror classic.,$54M worldwide; RT 81 MC 64; Nell Tiger Free Bill Nighy Ralph Ineson; Stevenson debut; practical horror; Rome convent; 20th Century; strong prequel,"Metacritic, Rotten Tomatoes, Box Office Mojo"
98,Abigail,2024,Matt Bettinelli-Olpin and Tyler Gillett,Horror/Action,A group of kidnappers discover their captive is actually an ancient vampire in Radio Silences gleefully entertaining genre mashup.,$43M worldwide; RT 82 MC 62; Alisha Weir Melissa Barrera Dan Stevens Kathryn Newton; Radio Silence Scream directors; vampire twist; ballet; Universal,"Metacritic, Rotten Tomatoes, Box Office Mojo"
99,Alien: Romulus,2024,Fede Alvarez,Horror/Sci-Fi,A group of young space colonists encounter the most terrifying life form in the universe aboard a derelict space station in Alvarez thrilling franchise revival.,$351M worldwide; RT 80 MC 64; Cailee Spaeny David Jonsson; Alvarez Dont Breathe director; timeline between Alien and Aliens; practical effects; facehugger sequences; 20th Century,"Metacritic, Rotten Tomatoes, Box Office Mojo"
100,Drive-Away Dolls,2024,Ethan Coen,Comedy/Crime,Two young women embark on an unexpected road trip to Tallahassee in Ethan Coens first solo directorial effort without brother Joel.,RT 62 MC 57; Margaret Qualley Geraldine Viswanathan Pedro Pascal; Ethan Coen solo debut; lesbian road trip; Coen quirk; Focus Features; Qualley charm,"Metacritic, Rotten Tomatoes"
101,Kingdom of the Planet of the Apes,2024,Wes Ball,Sci-Fi/Action,A young chimpanzee embarks on a journey that will determine the future of apes and humans in Balls fresh continuation of the rebooted franchise set generations later.,$397M worldwide; RT 80 MC 63; Owen Teague Freya Allan Kevin Durand; Ball Maze Runner director; new generation; great ape civilization; 20th Century; strong opening,"Metacritic, Rotten Tomatoes, Box Office Mojo"
102,Exhuma,2024,Jang Jae-hyun,Horror/Mystery,A geomancer and shaman investigate a cursed grave in this Korean supernatural horror that became a massive domestic hit.,$94M worldwide (mostly Korean domestic); RT 79 MC 63; Choi Min-sik Kim Go-eun; Korean horror; shamanism; grave exhumation; Korean box office #1; Showbox,"Metacritic, Rotten Tomatoes, Box Office Mojo"
103,Twisters,2024,Lee Isaac Chung,Action/Adventure,A brilliant storm chaser returns to Oklahoma to test a revolutionary tornado mitigation system in Chungs spectacular standalone sequel that revitalized the disaster genre.,$372M worldwide; RT 76 MC 66; Daisy Edgar-Jones Glen Powell Anthony Ramos; Chung Minari director; Powell star-making; tornado sequences; Amblin; counterprogramming hit; summer original IP,"Metacritic, Rotten Tomatoes, Box Office Mojo"
104,MaXXXine,2024,Ti West,Horror,Maxxine Minx pursues Hollywood stardom while a mysterious killer stalks the streets in Wests 1980s-set conclusion to the X horror trilogy.,RT 74 MC 63; A24; Mia Goth Kevin Bacon Giancarlo Esposito Elizabeth Debicki; West X Pearl conclusion; 1985 Hollywood; Night Stalker era; Goth trilogy; final chapter,"Metacritic, Rotten Tomatoes"
105,Deadpool and Wolverine,2024,Shawn Levy,Action/Comedy,Deadpool recruits a reluctant Wolverine to save his universe from extinction in Levys record-breaking R-rated MCU team-up that proved superhero films still have massive appeal.,$1.338B worldwide (highest R-rated ever); RT 79 MC 55; Ryan Reynolds Hugh Jackman; first R-rated MCU film; Fox-Marvel crossover; cameos galore; $200M opening weekend; superhero fatigue antidote,"Metacritic, Rotten Tomatoes, Box Office Mojo"
106,Blink Twice,2024,Zoe Kravitz,Thriller,A cocktail waitress is invited to a tech billionaires private island only for sinister undercurrents to emerge in Kravitzs assured directorial debut.,$48M worldwide; RT 73 MC 59; Naomi Ackie Channing Tatum; Kravitz directorial debut; island thriller; MeToo themes; originally titled Pussy Island; Amazon MGM,"Metacritic, Rotten Tomatoes, Box Office Mojo"
107,Terrifier 3,2024,Damien Leone,Horror,Art the Clown terrorizes Miles County on Christmas in Leones gore-drenched third installment that became the highest-grossing unrated film ever.,$89M worldwide (highest unrated ever); $250K budget series; RT 78 MC 53; David Howard Thornton; Leone; Art the Clown icon; Christmas horror; audience walkouts; independent phenomenon,"Metacritic, Rotten Tomatoes, Box Office Mojo"
108,Queer,2024,Luca Guadagnino,Drama/Romance,An American expat in 1950s Mexico City becomes obsessed with a younger man and embarks on a surreal journey in Guadagninos adaptation of Burroughs autobiographical novella.,Venice Competition; Golden Globe nom Supporting Actor; Daniel Craig Drew Starkey; Guadagnino second 2024 film; Burroughs; queer desire; ayahuasca sequence; A24,"Venice, Golden Globes, Metacritic, Rotten Tomatoes"
109,The Beekeeper,2024,David Ayer,Action/Thriller,A retired operative goes on a vengeful tear against a powerful phishing scam that victimized his elderly neighbor in Ayers lean Jason Statham vehicle.,$163M worldwide; RT 71 MC 52; Jason Statham Josh Hutcherson Jeremy Irons; Ayer; Statham reliable; January action; Amazon MGM; $40M budget solid ROI,"Metacritic, Rotten Tomatoes, Box Office Mojo"
110,Beverly Hills Cop: Axel F,2024,Mark Molloy,Action/Comedy,Axel Foley returns to Beverly Hills when his daughters life is threatened in this belated franchise fourth installment.,Netflix; RT 67 MC 55; Eddie Murphy Joseph Gordon-Levitt Taylour Paige Judge Reinhold; Murphy comeback; 30-year gap; Netflix exclusive; adequate nostalgia,"Metacritic, Rotten Tomatoes"
111,The Ministry of Ungentlemanly Warfare,2024,Guy Ritchie,Action/Comedy,A secret WWII combat unit stages a daring raid in this action comedy inspired by recently declassified true events.,$27M worldwide; RT 68 MC 53; Henry Cavill Eiza Gonzalez Alan Ritchson; Ritchie; WWII; Ian Fleming inspiration; Lionsgate; underperformed,"Metacritic, Rotten Tomatoes, Box Office Mojo"
112,Immaculate,2024,Michael Mohan,Horror,A devout American nun discovers a sinister secret at her new Italian convent in Mohans effective religious horror.,$29M worldwide; RT 65 MC 55; Sydney Sweeney produced and starred; Sweeney horror turn; Italian convent; pregnancy horror; Neon; Sweeney star power,"Metacritic, Rotten Tomatoes, Box Office Mojo"
113,Fly Me to the Moon,2024,Greg Berlanti,Comedy/Drama,A marketing maven is hired to boost NASAs public image and finds herself staging a fake moon landing as a backup to the real mission in Berlantis period comedy.,$42M worldwide; RT 64 MC 56; Scarlett Johansson Channing Tatum; Berlanti; 1960s NASA; Apollo 11; rom-com; Apple; Johansson Tatum chemistry,"Metacritic, Rotten Tomatoes, Box Office Mojo"
114,Mufasa: The Lion King,2024,Barry Jenkins,Animation/Drama,The origin story of the legendary lion king told through flashback in Jenkins CG-animated prequel to the 2019 photorealistic Lion King.,$723M worldwide; RT 63 MC 56; Aaron Pierre Kelvin Harrison Jr; Jenkins Moonlight Beale Street director; unexpected Jenkins franchise move; Disney; strong international,"Metacritic, Rotten Tomatoes, Box Office Mojo"
115,Lee,2024,Ellen Kuras,Drama/Biography,The story of war photographer Lee Miller who documented WWII horrors including the liberation of concentration camps in Kuras biographical drama.,$13M worldwide; RT 61 MC 57; Kate Winslet Alexander Skarsgard Andy Samberg; Kuras cinematographer debut director; Miller; war photography; Roadside Attractions,"Metacritic, Rotten Tomatoes, Box Office Mojo"
116,Mean Girls,2024,Samantha Jayne and Arturo Perez Jr.,Musical/Comedy,A new student at a suburban high school navigates the treacherous social hierarchy in this musical adaptation of the Tina Fey comedy.,$105M worldwide; RT 68 MC 50; Angourie Rice Renee Rapp; Broadway musical adaptation; TikTok audience; Fey wrote; January release; Rapp breakout; Paramount,"Metacritic, Rotten Tomatoes, Box Office Mojo"
117,We Live in Time,2024,John Crowley,Drama/Romance,A recently divorced woman and an aspiring chef fall in love and face lifes challenges together in Crowleys non-linear love story.,$58M worldwide; RT 61 MC 56; Andrew Garfield Florence Pugh; Crowley Brooklyn follow-up; non-linear timeline; A24; Garfield Pugh chemistry; StudioCanal,"Metacritic, Rotten Tomatoes, Box Office Mojo"
118,Carry-On,2024,Jaume Collet-Serra,Action/Thriller,A young TSA agent races to outsmart a mysterious traveler who blackmails him into letting a dangerous package onto a Christmas Eve flight.,Netflix most-watched 2024 film (160M+ views first 4 weeks); RT 62 MC 53; Taron Egerton Jason Bateman; Collet-Serra; Netflix holiday; Die Hard-in-an-airport energy; massive viewership,"Metacritic, Rotten Tomatoes"
119,Moana 2,2024,David Derrick Jr. and Jason Hand and Dana Ledoux Miller,Animation/Musical,Moana journeys to the far seas of Oceania to break a curse and reconnect the people of the Pacific in Disneys massive sequel that crossed a billion dollars.,$1.059B worldwide; RT 63 MC 50; Auli'i Cravalho Dwayne Johnson; originally planned as Disney+ series; upgraded to theatrical; exceeded expectations massively; cultural representation,"Metacritic, Rotten Tomatoes, Box Office Mojo"
120,Wicked,2024,Jon M. Chu,Musical/Fantasy,The unlikely friendship between future Good Witch Glinda and future Wicked Witch Elphaba at Shiz University in Chus spectacular Part One of the beloved Broadway musical adaptation.,$757M worldwide; 2 Oscars (Production Design Costume); 10 noms; BAFTA 3 wins (Costume Sound VFX); SAG Stunt Ensemble; Cynthia Erivo Ariana Grande; Glicked phenomenon; highest Broadway adaptation ever,"Academy Awards, BAFTA, SAG, Metacritic, Rotten Tomatoes, Box Office Mojo"
121,Wolfs,2024,Jon Watts,Action/Comedy,Two lone-wolf fixers are assigned to the same job in Watts darkly comic crime thriller reuniting the Ocean stars.,Apple TV+; RT 57 MC 49; George Clooney Brad Pitt; Watts Spider-Man trilogy director; limited theatrical then streaming; Clooney-Pitt reunion; Apple,"Metacritic, Rotten Tomatoes"
122,It Ends with Us,2024,Justin Baldoni,Drama/Romance,A woman navigates a complicated new relationship while dealing with the legacy of domestic violence in this adaptation of Colleen Hoovers bestselling novel.,$351M worldwide; RT 57 MC 48; Blake Lively Justin Baldoni Brandon Sklenar; Hoover novel; $25M budget; massive female audience; behind-scenes Lively-Baldoni controversy; Sony,"Metacritic, Rotten Tomatoes, Box Office Mojo"
123,Godzilla x Kong: The New Empire,2024,Adam Wingard,Action/Sci-Fi,Godzilla and Kong unite to face a colossal undiscovered threat hidden within the Hollow Earth in Wingards CGI spectacle.,$572M worldwide; RT 54 MC 47; Rebecca Hall Brian Tyree Henry Dan Stevens; Wingard; Monsterverse; kaiju spectacle; hollow earth; WB,"Metacritic, Rotten Tomatoes, Box Office Mojo"
124,Trap,2024,M. Night Shyamalan,Thriller,A serial killer attends a concert with his daughter only to discover the entire event is an elaborate trap in Shyamalans high-concept thriller.,$84M worldwide; RT 48 MC 53; Josh Hartnett Saleka Shyamalan; Shyamalan; concert setting; Hartnett comeback; dad-horror; daughter Saleka as pop star; WB; divisive,"Metacritic, Rotten Tomatoes, Box Office Mojo"
125,Despicable Me 4,2024,Chris Renaud,Animation/Comedy,Gru and the Minions face a new villain while navigating witness protection and a Baby Gru Jr in this franchise fourth installment.,$972M worldwide; RT 52 MC 46; Steve Carell; Illumination; franchise $5B+ combined; Mega-Minions; massive international appeal; Universal,"Metacritic, Rotten Tomatoes, Box Office Mojo"
126,IF,2024,John Krasinski,Comedy/Fantasy,A young girl discovers she can see peoples imaginary friends and teams up with a man to find them new kids in Krasinskis family fantasy.,$191M worldwide; RT 51 MC 44; Ryan Reynolds Cailey Fleming John Krasinski; Krasinski A Quiet Place follow-up; star voice cast; Paramount; family-friendly; adequate,"Metacritic, Rotten Tomatoes, Box Office Mojo"
127,Bob Marley: One Love,2024,Reinaldo Marcus Green,Drama/Biography,Bob Marley overcomes adversity to create iconic music that inspires the world in Greens reverent biographical drama.,$181M worldwide; RT 43 MC 51; Kingsley Ben-Adir Lashana Lynch; Green King Richard follow-up; reggae; Jamaica; Marley estate approved; Paramount; strong Caribbean audience,"Metacritic, Rotten Tomatoes, Box Office Mojo"
128,Lisa Frankenstein,2024,Zelda Williams,Horror/Comedy,A misunderstood teenager accidentally reanimates a Victorian corpse who becomes her romantic partner in Williams colorful 1989-set comedy horror debut.,RT 51 MC 42; Kathryn Newton Cole Sprouse; Williams (Robin Williams daughter) debut; Diablo Cody screenplay; 80s aesthetic; Focus Features; cult potential,"Metacritic, Rotten Tomatoes"
129,Ghostbusters: Frozen Empire,2024,Gil Kenan,Comedy/Fantasy,The Ghostbusters must stop an ancient ice-based entity from unleashing a second Ice Age on New York City in Kenans legacy franchise continuation.,$202M worldwide; RT 44 MC 44; Paul Rudd Carrie Coon McKenna Grace; Kenan Monster House director; franchise fatigue; nostalgia diminishing returns; Sony,"Metacritic, Rotten Tomatoes, Box Office Mojo"
130,Back to Black,2024,Sam Taylor-Johnson,Drama/Biography,The life and music of Amy Winehouse from her early career through her struggles with fame and addiction in Taylor-Johnsons biographical portrait.,$51M worldwide; RT 34 MC 43; Marisa Abela as Winehouse; Taylor-Johnson Fifty Shades director; Winehouse estate approved; London; focus on love story; Focus Features,"Metacritic, Rotten Tomatoes, Box Office Mojo"
131,Horizon: An American Saga - Chapter 1,2024,Kevin Costner,Western/Drama,A multi-threaded tale of the American Civil War era spanning 15 years in Costners self-financed four-part western epic whose first chapter underperformed.,$38M on $100M budget (major loss); RT 33 MC 44; Costner Sam Worthington Sienna Miller; Costner self-financed passion project; Chapter 2 shelved; Western epic; New Line,"Metacritic, Rotten Tomatoes, Box Office Mojo"
132,The Garfield Movie,2024,Mark Dindal,Animation/Comedy,Garfield is reunited with his long-lost father and joins an elaborate heist in Dindals animated family film.,$235M worldwide; RT 36 MC 38; Chris Pratt Samuel L. Jackson; Sony Animation; franchise revival; middling reviews; adequate family entertainment,"Metacritic, Rotten Tomatoes, Box Office Mojo"
133,The Watchers,2024,Ishana Night Shyamalan,Horror/Fantasy,A young artist becomes trapped in a vast forest in Western Ireland where she and three strangers are watched by mysterious creatures every night.,$34M worldwide; RT 32 MC 39; Dakota Fanning; Ishana Shyamalan (M. Night daughter) directorial debut; A.M. Shine novel; creature horror; WB,"Metacritic, Rotten Tomatoes, Box Office Mojo"
134,Argylle,2024,Matthew Vaughn,Action/Comedy,A reclusive author discovers the plots of her spy novels mirror real covert operations in Vaughns star-studded spy caper.,$96M on $200M budget (massive loss); RT 33 MC 36; Bryce Dallas Howard Henry Cavill Sam Rockwell; Vaughn Kingsman follow-up; Apple; huge flop; overspent,"Metacritic, Rotten Tomatoes, Box Office Mojo"
135,Blitz,2024,Steve McQueen,Drama/War,A young boys epic journey across wartime London to reunite with his mother during the Blitz in McQueens panoramic portrait of diverse British resilience.,BAFTA 3 noms + Outstanding British Film; Saoirse Ronan Harris Dickinson Elliott Heffernan; McQueen 12 Years a Slave follow-up; diverse wartime London; Apple TV+; mixed race protagonist,"BAFTA, Metacritic, Rotten Tomatoes"
136,HAIKYU!! The Dumpster Battle,2024,,Drama,Featured on LB Top 500 list.,,LB Top 500
137,How to Make Millions Before Grandma Dies,2024,,Drama,Featured on LB Top 500 list.,,LB Top 500
138,Look Back,2024,,Drama,Featured on LB Top 500 list.,,LB Top 500
139,Meiyazhagan,2024,,Drama,Featured on LB Top 500 list.,,LB Top 500
140,Wallace and Gromit: Vengeance Most Fowl,2024,Nick Park and Merlin Crossingham,Animation/Comedy,Gromit must save Wallace from an evil robotic penguin in Parks long-awaited return to the beloved claymation duo.,BAFTA Best Childrens and Family; Netflix BBC; Park Aardman; 20 years since Curse of the Were-Rabbit; Feathers McGraw returns; British institution; stop-motion mastery,"BAFTA, Metacritic, Rotten Tomatoes"
141,Night Swim,2024,Bryce McGuire,Horror,A family moves into a home with a mysterious swimming pool that holds dark powers in McGuires Blumhouse horror.,$55M worldwide; RT 25 MC 40; Wyatt Russell Kerry Condon; McGuire debut; pool horror; January dump; Blumhouse; Universal; $15M budget profitable,"Metacritic, Rotten Tomatoes, Box Office Mojo"
142,Red One,2024,Jake Kasdan,Action/Comedy,Santas head of security must team up with a bounty hunter to save Christmas when Santa is kidnapped in Kasdans holiday action comedy.,$186M worldwide; RT 31 MC 32; Dwayne Johnson Chris Evans; Amazon MGM; $250M budget (massive loss); holiday release; critically savaged; expensive disaster,"Metacritic, Rotten Tomatoes, Box Office Mojo"
143,Atlas,2024,Brad Peyton,Sci-Fi/Action,A data analyst with a fear of AI must work with one to stop a renegade robot in this Netflix sci-fi thriller.,Netflix; RT 18 MC 33; Jennifer Lopez Sterling K. Brown; Peyton; mech suit; AI anxiety; Lopez vehicle; Netflix viewing hit despite reviews,"Metacritic, Rotten Tomatoes"
144,Imaginary,2024,Jeff Wadlow,Horror,A woman returns to her childhood home and discovers her stepdaughters imaginary friend may be terrifyingly real.,$44M worldwide; RT 21 MC 30; DeWanda Wise Tom Payne; Wadlow; Blumhouse; imaginary friend horror; Lionsgate,"Metacritic, Rotten Tomatoes, Box Office Mojo"
145,The Crow,2024,Rupert Sanders,Action/Fantasy,A man is given the chance to save the love of his life by becoming an agent of vengeance in Sanders critically reviled remake of the 1994 cult classic.,$24M on $50M budget (major flop); RT 21 MC 25; Bill Skarsgard FKA Twigs; Sanders; unnecessary remake; Skarsgard post-Nosferatu; Lionsgate,"Metacritic, Rotten Tomatoes, Box Office Mojo"
146,Rebel Moon - Part Two: The Scargiver,2024,Zack Snyder,Sci-Fi/Action,The rebels prepare to defend their village against the forces of the Motherworld in Snyders Netflix space saga conclusion.,Netflix; RT 15 MC 28; Sofia Boutella Ed Skrein; Snyder; Part Two of saga; directors cuts later; critically savaged even worse than Part One,"Metacritic, Rotten Tomatoes"
147,Tarot,2024,Spenser Cohen and Anna Halberg,Horror,A group of friends recklessly violates the sacred rule of tarot readings and are now cursed by an ancient evil.,$49M worldwide; RT 16 MC 25; Harriet Slater Jacob Batalon; Cohen Halberg debut; tarot horror; Sony Screen Gems; $8M budget profitable despite reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo"
148,Kraven the Hunter,2024,J.C. Chandor,Action/Adventure,Sergei Kravinoff develops a complex relationship with his ruthless father and begins a path of vengeance in Sonys final SSU film.,$62M on $110M budget (massive flop); RT 15 MC 25; Aaron Taylor-Johnson Russell Crowe; Chandor A Most Violent Year director; SSU finale; Sony; franchise dead,"Metacritic, Rotten Tomatoes, Box Office Mojo"
