Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
81,Solomon and Gaenor,1999,Paul Morrison,Drama/Romance,A Jewish fabric seller and a Welsh miners daughter fall in love in 1911 hiding their relationship from their communities.,Oscar nom Best Foreign Language Film; Welsh-language romantic drama; class and cultural divide,"Academy Awards Database, Metacritic, Rotten Tomatoes, Letterboxd"
82,Stuart Little,1999,Rob Minkoff,Comedy/Family,A New York family adopts a charming mouse named Stuart but their jealous cat plots to get rid of him in this warmhearted live-action CGI blend.,Oscar nom Visual Effects; $300M worldwide; massive global performer; #1 Christmas weekend; family favorite,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
83,The Best Man,1999,Malcolm D. Lee,Comedy/Drama,A writers upcoming novel threatens to expose secrets among his college friends during a wedding weekend jeopardizing lifelong relationships.,Spirit nom Supporting Male (Terrence Howard); $34M domestic #1 at box office; spawned sequel; Black cinema milestone; Taye Diggs ensemble,"Independent Spirit Awards, Box Office Mojo, Metacritic, Rotten Tomatoes"
84,The Color of Paradise,1999,Majid Majidi,Drama,A blind boy with acute sensory perception returns to his rural village where his widowed father considers him a burden and obstacle to remarriage.,Oscar shortlisted; one of most emotionally powerful Iranian films; Majidis follow-up to Children of Heaven; meditation on faith and nature,"Metacritic, Rotten Tomatoes, Letterboxd, Roger Ebert"
85,Titus,1999,Julie Taymor,Drama,A visually audacious time-shifting adaptation of Shakespeares bloodiest play following a Roman generals descent into revenge.,Oscar nom Costume Design; Julie Taymors bold directorial vision; Anthony Hopkins commanding; visually stunning radical Shakespeare,"Academy Awards Database, Metacritic, Rotten Tomatoes, Roger Ebert"
86,Stir of Echoes,1999,David Koepp,Horror/Thriller,After being hypnotized at a party a working-class Chicago man begins having disturbing visions of a dead girl and becomes obsessed with uncovering truth.,MC 67; Kevin Bacon supernatural thriller; overshadowed by Sixth Senses similar release window; developed devoted home video following,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
87,Flowers from Another World,1999,Iciar Bollain,Drama,Women from the Caribbean and Madrid arrive in a dying Spanish village for a bachelor caravan event revealing complexities of immigration and loneliness.,Cannes Critics Week prize; Bollains breakout; prescient exploration of migration and globalization,"Cannes Film Festival, Metacritic, Sight & Sound, Letterboxd"
88,Kikujiro,1999,Takeshi Kitano,Comedy/Drama,A rough irresponsible yakuza and a lonely young boy set out on a summer road trip to find the boys mother encountering comic misadventures.,Cannes Competition; Kitanos most warm and accessible film; Joe Hisaishis iconic Summer theme became one of most recognizable modern Japanese compositions,"Cannes Film Festival, Metacritic, Letterboxd, Sight & Sound"
89,Moloch,1999,Alexander Sokurov,Drama,A day in the life of Hitler and Eva Braun at the Berghof retreat portrayed as banal pathetic figures trapped in fog and ritual.,Cannes Best Screenplay; first film in Sokurovs tetralogy of power; Russian art cinema; contemplative historical portrait,"Cannes Film Festival, Metacritic, Sight & Sound, Letterboxd"
90,Summer of Sam,1999,Spike Lee,Drama/Crime,During the sweltering summer of 1977 Son of Sam killings fuel paranoia that tears apart an Italian-American Bronx neighborhood.,Cannes Directors Fortnight; $19M domestic; Spike Lee ambitious period piece; John Leguizamo Adrien Brody; divisive but rich reappraisal,"Cannes Film Festival, Metacritic, Roger Ebert, Box Office Mojo"
91,Tea with Mussolini,1999,Franco Zeffirelli,Comedy/Drama,A group of elderly British and American women in 1930s Florence navigate the rise of fascism while taking an orphaned boy under their wing.,BAFTA Best Supporting Actress (Maggie Smith) + Costume nom; Judi Dench Joan Plowright Cher; Zeffirelli autobiographical charmer,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo"
92,Crane World,1999,Pablo Trapero,Drama,A former rock musician turned middle-aged construction worker struggles to survive in Buenos Airess brutal economy operating cranes and facing unemployment.,Venice Critics Week prize; founding film of Argentine New Wave (Nuevo Cine Argentino); Trapero debut launched a movement,"Venice Film Festival, Metacritic, Sight & Sound, Letterboxd"
93,Eyes Wide Shut,1999,Stanley Kubrick,Drama/Thriller,A married New York doctor embarks on a nocturnal odyssey of sexual temptation and danger after his wifes confession leading to a mysterious masked ritual.,Kubricks final film completed days before his death; initially polarizing now widely regarded as masterpiece; Sight & Sound 2022 #100; $162M worldwide,"Sight & Sound, Metacritic, Letterboxd, Box Office Mojo"
94,Mifunes Last Song,1999,Soren Kragh-Jacobsen,Comedy/Drama,On his wedding night a yuppie learns his father has died and must return to his rural home and disabled brother hiring a housekeeper who upends everything.,Berlin Silver Bear Special Jury Prize; Dogme 95 film #3; proved Dogme could be warm funny and accessible,"Berlin Film Festival, Metacritic, Letterboxd, IndieWire"
95,Show Me Love,1999,Lukas Moodysson,Coming-of-Age/Romance,Two teenage girls in a dreary small Swedish town one popular one outcast fall for each other navigating the social minefield of high school.,Berlin Teddy Award Best Film; Swedish box office sensation; Moodysson feature debut; one of most beloved queer teen films; massive Letterboxd following,"Berlin Film Festival, Metacritic, Letterboxd, IndieWire"
96,Trick,1999,Jim Fall,Romance/Comedy,A gay musical theatre songwriter and a go-go dancer spend one night wandering New York trying to find a place to be alone together.,Berlin Teddy Reader Award; beloved late-90s queer rom-com; charming LGBTQ romance,"Berlin Film Festival, Metacritic, Letterboxd, IndieWire"
97,Anywhere But Here,1999,Wayne Wang,Drama,A flighty mother drags her reluctant teenage daughter from Wisconsin to Beverly Hills to pursue dreams of stardom testing their bond.,Golden Globe nom Supporting Actress (Natalie Portman); Susan Sarandon Natalie Portman; Ebert 3.5 stars; Mona Simpson novel,"Golden Globes, Metacritic, Roger Ebert, Rotten Tomatoes"
98,Analyze This,1999,Harold Ramis,Comedy/Crime,A powerful mob boss suffering from anxiety attacks enlists a mild-mannered psychiatrist upending the doctors personal life and wedding plans.,Golden Globe noms; $176M worldwide; De Niro self-parody gangster comedy; proved R-rated comedies could crack $100M; Harold Ramis direction,"Golden Globes, Box Office Mojo, Metacritic, Rotten Tomatoes"
99,Forces of Nature,1999,Bronwen Hughes,Romance/Comedy,A straight-laced groom shares a disaster-plagued journey to his wedding with a free-spirited woman who makes him question everything.,$93M worldwide; Ben Affleck Sandra Bullock; road-trip rom-com; solid counter-programming performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
100,Man on the Moon,1999,Milos Forman,Biography/Comedy,The life of legendary comedian Andy Kaufman who blurred the line between performance and reality throughout his brief controversial career.,Golden Globe Best Actor (Jim Carrey); SAG nom; Forman biopic; Carreys most transformative committed performance,"Golden Globes, SAG Awards, Metacritic, Box Office Mojo"
101,Mansfield Park,1999,Patricia Rozema,Drama/Romance,A spirited interpretation of Jane Austens novel about a poor girl raised by wealthy relatives navigating love class and moral compromise.,MC varied; Frances OConnor leads; Patricia Rozemas feminist Austen; literary prestige adaptation,"Metacritic, Rotten Tomatoes, Roger Ebert, Box Office Mojo"
102,The Cider House Rules,1999,Lasse Hallstrom,Drama,An orphan raised by a kindly doctor in 1940s Maine ventures into the outside world and finds moral complexity on an apple farm.,2 Oscars (Supporting Actor Michael Caine + Adapted Screenplay); 7 noms; SAG Supporting Actor; $88M worldwide,"Academy Awards Database, SAG Awards, Box Office Mojo, Metacritic"
103,The Legend of 1900,1999,Giuseppe Tornatore,Drama/Music,A man born on an ocean liner never sets foot on land becoming a legendary pianist who plays for passengers crossing the Atlantic.,Golden Globe Best Original Score (Ennio Morricone); Tornatore follow-up to Cinema Paradiso; romantic musical fantasy,"Golden Globes, Metacritic, Rotten Tomatoes, Letterboxd"
104,Charisma,1999,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
105,Cosy Dens,1999,,Drama,Featured on LB Underseen list.,,LB Underseen
106,Gamera 3: Revenge of Iris,1999,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
107,Gemini,1999,,Horror,Featured on LB Horror list.,,LB Horror
108,Herod's Law,1999,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
109,Instrument,1999,,Documentary,Featured on LB Documentary list.,,LB Documentary
110,Jin-Roh: The Wolf Brigade,1999,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
111,Kaun?,1999,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
112,My Best Fiend,1999,,Documentary,Featured on LB Documentary list.,,LB Documentary
113,Padayappa,1999,,Action,Featured on LB Action list.,,LB Action
114,Revolutionary Girl Utena: The Movie,1999,,Drama,Featured on LB Underseen list.,,LB Underseen
115,Sunshine,1999,Istvan Szabo,Drama/Epic,Three generations of a Hungarian-Jewish family navigate the upheavals of the 20th century with Ralph Fiennes playing three roles across the decades.,Ebert 4 stars (one of his favorites of the year); sprawling ambitious deeply moving; European prestige epic,"Metacritic, Roger Ebert, Rotten Tomatoes, Letterboxd"
116,Cradle Will Rock,1999,Tim Robbins,Drama/Musical,A dramatization of the 1937 Federal Theatre Projects radical musical shut down by political pressure as the cast performs from the audience.,Tim Robbins ambitious ensemble; massive cast (Cusack Murray Sarandon Redgrave Watson); art vs government censorship; Ebert 3.5 stars,"Metacritic, Roger Ebert, Rotten Tomatoes, Box Office Mojo"
117,Flawless,1999,Joel Schumacher,Drama/Comedy,A homophobic retired security guard suffers a stroke and reluctantly takes singing lessons from his drag queen neighbor for rehabilitation.,SAG nom Best Actor (Philip Seymour Hoffman); Ebert 3.5 stars; PSH transformative performance; Robert De Niro; overlooked gem,"SAG Awards, Metacritic, Roger Ebert, Rotten Tomatoes"
118,Ride with the Devil,1999,Ang Lee,Drama/Western,Young Missouri guerrilla fighters navigate loyalty race and violence during the Civil War in this lyrical revisionist Western.,Ebert 3.5 stars; Ang Lee; Tobey Maguire Jeffrey Wright; barely released ($635K); significant critical reappraisal; underrated masterwork,"Metacritic, Roger Ebert, Rotten Tomatoes, Letterboxd"
119,8mm,1999,Joel Schumacher,Thriller/Crime,A private investigator descends into the underworld of underground pornography to determine if an 8mm snuff film is genuine.,$96M worldwide; Nicolas Cage dark thriller; Joel Schumacher; controversial subject matter; Andrew Kevin Walker screenplay,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
120,American Pie,1999,Paul Weitz,Comedy,Four high school seniors make a pact to lose their virginity before prom night leading to increasingly outrageous and embarrassing misadventures.,$235M worldwide; launched franchise; massive home video hit; revitalized teen sex comedy genre; cultural phenomenon,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
121,Any Given Sunday,1999,Oliver Stone,Sports/Drama,An aging football coach battles ownership injuries and a brash young quarterback trying to hold his team together for the playoffs.,$100M worldwide; Oliver Stones operatic hyper-stylized professional football drama; Al Pacino Cameron Diaz Jamie Foxx,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
122,Arlington Road,1999,Mark Pellington,Thriller,A widowed terrorism professor becomes convinced his seemingly perfect suburban neighbors are domestic terrorists but no one believes him.,$24.7M domestic; Jeff Bridges Tim Robbins; taut paranoid thriller with devastating ending; prescient regarding domestic terrorism,"Metacritic, Rotten Tomatoes, Box Office Mojo, Roger Ebert"
123,Big Daddy,1999,Dennis Dugan,Comedy,An irresponsible slacker adopts a young boy to impress his girlfriend only to discover that parenthood transforms him in unexpected ways.,$234M worldwide; Adam Sandlers biggest hit at time; cemented him as top comedy draw; heartfelt crowd-pleaser,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
124,Blast from the Past,1999,Hugh Wilson,Comedy/Romance,A man raised in a bomb shelter for 35 years by parents who feared nuclear war emerges into 1990s Los Angeles.,$40M worldwide; Brendan Fraser Alicia Silverstone; charming fish-out-of-water sci-fi rom-com; cult following,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
125,Blue Streak,1999,Les Mayfield,Comedy/Action,A jewel thief who hid loot in a construction site must impersonate a detective to retrieve it when the building becomes a police station.,$117M worldwide; Martin Lawrence comedy vehicle; strong performer; buddy comedy action,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
126,Cruel Intentions,1999,Roger Kumble,Drama/Thriller,Two wealthy manipulative Manhattan step-siblings make a bet involving the seduction of their headmasters virtuous daughter.,$75.9M worldwide; modern teen Les Liaisons Dangereuses update; big home video hit; launched careers; Ryan Phillippe Sarah Michelle Gellar Reese Witherspoon,"Box Office Mojo, The Numbers, Metacritic, Letterboxd"
127,Deep Blue Sea,1999,Renny Harlin,Sci-Fi/Horror,Researchers at an underwater facility genetically engineer super-intelligent sharks that turn the facility into a death trap.,$164M worldwide; features famous Samuel L. Jackson scene; entertaining creature feature; strong audience performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
128,Deuce Bigalow: Male Gigolo,1999,Mike Mitchell,Comedy,A hapless fish-tank cleaner accidentally destroys a gigolos apartment and must take over his escort business to pay for repairs.,$92M worldwide; Rob Schneider breakout comedy; strong audience draw despite critical panning,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
129,Double Jeopardy,1999,Bruce Beresford,Thriller,A woman framed for her husbands murder discovers he faked his death and upon release from prison pursues him believing double jeopardy protects her.,$177M worldwide; surprise hit of fall; #1 for three consecutive weekends; Ashley Judd Tommy Lee Jones action-thriller,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
130,Drop Dead Gorgeous,1999,Michael Patrick Jann,Comedy,A mockumentary follows the increasingly deadly events surrounding a small-town Minnesota beauty pageant sabotaged by a ruthless contestant mother.,$10.6M domestic; massive cable hit; Amy Adams debut; cult following grew enormously; Kirsten Dunst Kirstie Alley Denise Richards,"Box Office Mojo, Metacritic, Letterboxd, Rotten Tomatoes"
131,End of Days,1999,Peter Hyams,Action/Horror,A former cop must protect a young woman chosen by Satan as his bride before the millennium battling the Devil in the streets of New York.,$211M worldwide; Arnold Schwarzeneggers dark atypical action-horror; millennium anxiety thriller,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
132,Entrapment,1999,Jon Amiel,Thriller/Heist,An insurance investigator forms an uneasy alliance with a legendary art thief for one last heist on New Years Eve 1999.,$212M worldwide; Sean Connery Catherine Zeta-Jones; stylish caper; strong international business nearly $125M overseas,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
133,For Love of the Game,1999,Sam Raimi,Romance/Sports,An aging pitcher reflects on his career and a failed relationship while throwing a perfect game in what may be his last start.,$46M worldwide; Kevin Costner baseball romantic drama; Sam Raimi direction,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
134,House on Haunted Hill,1999,William Malone,Horror,A wealthy mogul offers a million dollars to anyone who can survive the night in a haunted former asylum in this campy effects-heavy remake.,$43M worldwide; Geoffrey Rush leads; campy horror-comedy; fun Halloween entertainment,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
135,Idle Hands,1999,Rodman Flender,Horror/Comedy,A slacker teens right hand becomes possessed by evil and goes on a killing spree forcing him to stop it before it kills the girl he likes.,$4M domestic; flopped theatrically but became significant cult hit on home video/cable; Devon Sawa Seth Green; stoner-horror comedy,"Box Office Mojo, Metacritic, Letterboxd, Rotten Tomatoes"
136,Inspector Gadget,1999,David Kellogg,Comedy/Family,A bumbling security guard is transformed into a cybernetic crime-fighter with an arsenal of built-in gadgets in this live-action cartoon adaptation.,$134M worldwide; Matthew Broderick; family entertainment; massive young audience draw despite poor reviews,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
137,Lake Placid,1999,Steve Miner,Horror/Comedy,A giant prehistoric crocodile terrorizes a small Maine lake and an unlikely team must stop it in this witty creature feature written by David E. Kelley.,$56M worldwide; clever horror-comedy; Oliver Platt Betty White; David E. Kelley sharp script,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
138,Message in a Bottle,1999,Luis Mandoki,Romance/Drama,A journalist discovers a romantic letter in a bottle tracks down its grieving widowed author sparking an intense love affair.,$118M worldwide; Kevin Costner Robin Wright; Nicholas Sparks first film adaptation; romantic drama,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
139,Mystery Men,1999,Kinka Usher,Comedy/Superhero,Amateur would-be superheroes with lame powers band together to save their city when the real superhero is captured.,$33M worldwide; ahead-of-its-time superhero parody; developed cult following; arguably 15 years ahead of superhero satire curve,"Box Office Mojo, The Numbers, Metacritic, Letterboxd"
140,Never Been Kissed,1999,Raja Gosnell,Romance/Comedy,A nerdy newspaper editor goes undercover at a high school reliving her traumatic adolescence and falling for her English teacher.,$84M worldwide; Drew Barrymores charming rom-com showcase; audience favorite,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
141,Payback,1999,Brian Helgeland,Crime/Action,After being double-crossed and left for dead a ruthless criminal methodically works through the underworld to recover the $70K owed to him.,$161M worldwide; Mel Gibson hard-edged noir vehicle; Brian Helgeland direction; gritty crime thriller,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
142,Pokémon: The First Movie,1999,Kunihiko Yuyama,Animation/Adventure,Ash Ketchum and friends are lured to an island by genetically engineered Mewtwo who plans to clone their Pokemon and conquer the world.,$172M worldwide; broke records for non-Disney animated film opening; video game adaptation record; global phenomenon,"Box Office Mojo, The Numbers, Metacritic, Wikipedia"
143,Random Hearts,1999,Sydney Pollack,Romance/Drama,A cop and a congresswoman discover their deceased spouses were having an affair when both die in the same plane crash.,$74M worldwide; Harrison Ford Kristin Scott Thomas; Sydney Pollack; rare Ford box office miss,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
144,Ravenous,1999,Antonia Bird,Horror/Western,A soldier at a remote 1840s California outpost encounters a stranger whose tale of survival in the mountains reveals something far more sinister.,$2M domestic; massive cult following developed later; cannibal horror-comedy; unique genre mashup; Damon Albarn score,"Metacritic, Rotten Tomatoes, Letterboxd, Box Office Mojo"
145,Runaway Bride,1999,Garry Marshall,Romance/Comedy,A cynical columnist investigates a woman famous for leaving multiple fiances at the altar only to fall for her himself.,$309M worldwide; Julia Roberts Richard Gere Pretty Woman reunion; proved Roberts #1 box office draw among actresses,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
146,She's All That,1999,Robert Iscove,Comedy/Romance,A popular high school jock bets he can transform the schools nerdy art girl into prom queen only to genuinely fall for her.,$103M worldwide; quintessential 90s teen Pygmalion; Freddie Prinze Jr Rachael Leigh Cook; enduring teen classic,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
147,Stigmata,1999,Rupert Wainwright,Horror/Thriller,A young Pittsburgh hairdresser with no religious beliefs begins manifesting the wounds of Christ drawing a Vatican investigators attention.,$89M worldwide; Patricia Arquette; supernatural religious horror; strong international business,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
148,Superstar,1999,Bruce McCulloch,Comedy,An awkward Catholic schoolgirl obsessed with achieving her first kiss dreams of stardom annoying everyone with her bizarre behavior.,$30M domestic; Molly Shannon SNL sketch expanded to feature; broad comedy entertainment,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
149,The 13th Warrior,1999,John McTiernan,Action/Adventure,An Arab ambassador drafted by Norse warriors helps fight a mysterious terror in this atmospheric Michael Crichton adaptation.,$61M worldwide on ~$160M budget; notorious production troubles; Antonio Banderas; one of biggest bombs of the year but atmospheric cult following,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
150,The Bone Collector,1999,Phillip Noyce,Thriller,A quadriplegic forensics expert and a young patrol cop team up to catch a serial killer recreating 19th-century murder methods in New York.,$151M worldwide; Denzel Washington Angelina Jolie; serviceable thriller with strong leads,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
151,The Generals Daughter,1999,Simon West,Thriller/Mystery,An Army investigator uncovers a dark conspiracy while investigating the murder of a generals daughter on a military base.,$149M worldwide; John Travolta; solid summer counter-programming hit; military thriller,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
152,The Haunting,1999,Jan de Bont,Horror,A professor invites subjects to study paranormal activity in the notorious Hill House where the ghosts prove terrifyingly real.,$177M worldwide; $33M opening despite savage reviews; big-budget 1963 classic remake; demonstrated horror brand power,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
153,The Ninth Gate,1999,Roman Polanski,Thriller,A rare-book dealer hired to authenticate a tome co-authored by the Devil is led into a dangerous occult mystery across Europe.,$58M worldwide; divisive but significant cult film; Polanskis Hitchcockian atmosphere; Johnny Depp; atmospheric horror,"Metacritic, Rotten Tomatoes, Letterboxd, Box Office Mojo"
154,The Story of Us,1999,Rob Reiner,Comedy/Drama,A married couple reflects on the highs and lows of their fifteen-year relationship while deciding whether to divorce.,$27M worldwide; Bruce Willis Michelle Pfeiffer; Rob Reiner relationship drama,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
155,The Thomas Crown Affair,1999,John McTiernan,Thriller/Romance,A billionaire art thief steals a Monet from the Met and is pursued by a brilliant insurance investigator in this stylish cat-and-mouse romance.,$124M worldwide; Pierce Brosnan Rene Russo electric chemistry; slick entertaining heist-romance remake,"Metacritic, Rotten Tomatoes, Box Office Mojo, Roger Ebert"
156,The Wood,1999,Rick Famuyiwa,Comedy/Drama,Three childhood friends from Inglewood reminisce about growing up together while one panics on his wedding day.,$25M domestic; warmhearted coming-of-age story; strong audience response; 90s Black cinema,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
157,The World Is Not Enough,1999,Michael Apted,Action/Spy,James Bond protects an oil heiress from a terrorist immune to pain uncovering a conspiracy involving nuclear weapons through the Caucasus.,$361M worldwide; Pierce Brosnan Bond; kept franchise healthy heading into millennium; strong global performer,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
158,Varsity Blues,1999,Brian Robbins,Sports/Drama,When the star quarterback is injured the backup must step up while battling a tyrannical coach who will do anything to win.,$54M worldwide; James Van Der Beek; coming-of-age sports drama; strong teen audience performer; 90s sports classic,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
159,Wild Wild West,1999,Barry Sonnenfeld,Action/Comedy,Two government agents team up to stop a villains plot against President Grant encountering a giant mechanical spider in the post-Civil War West.,$222M worldwide; multiple Razzies; widely considered major disappointment given $170M budget and Will Smith star power; notorious,"Box Office Mojo, The Numbers, Metacritic, Rotten Tomatoes"
