Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
113,Forever Young,1992,Steve Miner,Romance/Fantasy,A man cryogenically frozen in 1939 awakens in 1992 and searches for his lost love across the decades.,Mel Gibson and Jamie Lee Curtis; $56M worldwide; romantic fantasy,Box Office Mojo
114,Hard Boiled,1992,John Woo,Action/Thriller,Two undercover cops navigate Hong Kong's criminal underworld in John Woo's apotheosis of balletic hyper-kinetic gunplay.,Influenced global action cinema; legendary hospital shootout sequence; cult classic,"Criterion Collection, Letterboxd, Sight & Sound"
115,Hero,1992,Stephen Frears,Comedy/Drama,A petty criminal accidentally saves airline passengers then watches someone else claim credit for his heroism.,Dustin Hoffman and Geena Davis; Frears direction; media satire,"Metacritic, Roger Ebert"
116,Honey I Blew Up the Kid,1992,Randal Kleiser,Comedy/Family/Sci-Fi,A scientist accidentally enlarges his toddler son to giant proportions causing chaos across Las Vegas.,Sequel; Rick Moranis family comedy; $58M worldwide,"Box Office Mojo, CinemaScore (A)"
117,Housesitter,1992,Frank Oz,Comedy/Romance,A one-night stand impersonates her lover's fiancée and moves into his dream house with hilarious escalating deceptions.,Steve Martin and Goldie Hawn; screwball comedy; $54M domestic,Box Office Mojo
118,Juice,1992,Ernest Dickerson,Crime/Drama,Four Harlem teenagers' friendship shatters when a robbery triggers a deadly power struggle and spiral of violence.,Tupac Shakur breakout; Omar Epps; authentic urban drama; cult following,"Box Office Mojo, Letterboxd, Rotten Tomatoes"
119,Just Like a Woman,1992,Christopher Monger,Comedy/Drama,A cross-dressing businessman's secret life complicates his conventional marriage and friendship.,British comedy-drama; gender identity themes,Letterboxd
120,Kuffs,1992,Bruce A. Evans,Action/Comedy,A slacker inherits his murdered brother's private patrol special police district in San Francisco.,Christian Slater vehicle; action comedy; $19M domestic,Box Office Mojo
121,Leaving Normal,1992,Edward Zwick,Comedy/Drama,Two mismatched women bond on a road trip from Wyoming to Alaska escaping their troubled pasts.,Christine Lahti and Meg Tilly; female buddy road movie,Metacritic
122,Les Amants du Pont-Neuf,1992,Leos Carax,Romance/Epic,Two homeless lovers on Paris's oldest bridge share a passionate doomed romance amid spectacular setpieces.,Most expensive French film at the time; Carax's romantic maximalism; Criterion Collection,"Criterion Collection, Letterboxd, Sight & Sound"
123,Medicine Man,1992,John McTiernan,Adventure/Romance,A brilliant reclusive scientist and a researcher clash in the Amazon while racing to replicate a miracle cancer cure.,Sean Connery and Lorraine Bracco; environmental adventure; $45M domestic,Box Office Mojo
124,Mindwalk,1992,Bernt Amadeus Capra,Drama,A politician a physicist and a poet walk through Mont Saint-Michel debating the interconnected nature of reality.,Philosophical cinema; Fritjof Capra adaptation; dialogue-driven,Letterboxd
125,Mo' Money,1992,Peter MacDonald,Comedy/Crime,A small-time con artist chases a woman into a dangerous corporate fraud conspiracy.,Damon Wayans vehicle; $40M domestic; 90s Black comedy,Box Office Mojo
126,Naked Lunch,1992,David Cronenberg,Sci-Fi/Horror,An exterminator spirals into a hallucinatory underworld of insect typewriters and espionage (wider 1992 international release).,Cronenberg's Burroughs adaptation; Criterion Collection; cult classic,"Criterion Collection, Letterboxd, Metacritic"
127,Night on Earth,1992,Jim Jarmusch,Comedy/Ensemble,Five taxi rides in five cities around the world reveal fleeting human connections and existential wit. (wider 1992 release),Jarmusch's global vision; minimalist comic poetry; Criterion Collection,"Criterion Collection, Letterboxd, IndieWire"
128,Of Mice and Men,1992,Gary Sinise,Drama,Two displaced migrant workers dream of owning their own land during the Great Depression in Sinise's faithful Steinbeck adaptation.,Gary Sinise directorial and starring; John Malkovich as Lennie; literary prestige,"Metacritic, Rotten Tomatoes"
129,Passenger 57,1992,Kevin Hooks,Action/Thriller,A security expert must stop a hijacker who takes over his flight in this taut airborne action thriller.,Wesley Snipes action vehicle; $44M domestic; always bet on Black catchphrase,Box Office Mojo
130,Peter's Friends,1992,Kenneth Branagh,Comedy/Drama,Old university friends reunite at a country estate for New Year's and confront how their lives have changed.,British ensemble comedy; Branagh direction; Thompson and Fry; $48M worldwide,"Box Office Mojo, Rotten Tomatoes"
131,Prelude to a Kiss,1992,Norman René,Fantasy/Romance,A bride mysteriously swaps souls with an elderly stranger at her wedding in this whimsical philosophical romance.,Alec Baldwin and Meg Ryan; fantasy romance; Roger Ebert praised,"Roger Ebert, Metacritic"
132,Radio Flyer,1992,Richard Donner,Drama/Fantasy,Two brothers use imagination and a red wagon to escape their abusive stepfather in this dark allegorical family drama.,Elijah Wood and Joseph Mazzello; controversial tonal mix; Donner direction,Metacritic
133,Rapid Fire,1992,Dwight H. Little,Action,A college student with martial arts skills is drawn into a drug war between rival crime lords.,Brandon Lee (Bruce Lee's son) action vehicle; $14M domestic,Box Office Mojo
134,Romper Stomper,1992,Geoffrey Wright,Drama,Melbourne neo-Nazi skinheads face the consequences of their hatred in this controversial and visceral Australian debut.,Russell Crowe breakout role; Australian Film Institute awards; cult classic,"Letterboxd, Metacritic"
135,Sarafina!,1992,Darrell Roodt,Musical/Drama,South African students use song and dance as weapons of resistance against apartheid oppression.,Whoopi Goldberg; anti-apartheid musical; South African cinema,"Letterboxd, Box Office Mojo"
136,School Ties,1992,Robert Mandel,Drama,A Jewish athlete hides his identity at an elite 1950s prep school until prejudice and betrayal force a reckoning.,Brendan Fraser and Matt Damon early roles; social drama,"Rotten Tomatoes, Letterboxd"
137,Single White Female,1992,Barbet Schroeder,Psychological Thriller,A woman's new roommate gradually transforms into a dangerously obsessive doppelgänger determined to steal her identity.,Bridget Fonda and Jennifer Jason Leigh; 90s psychological thriller touchstone; $48M domestic,"Box Office Mojo, Rotten Tomatoes"
138,Sleepwalkers,1992,Mick Garris,Horror,Shape-shifting creatures who feed on virgins move to a small town where a teenage girl becomes their target.,Stephen King original screenplay; creature horror; cult following,"Box Office Mojo, Rotten Tomatoes"
139,Sneakers,1992,Phil Alden Robinson,Thriller/Crime,A team of security experts is blackmailed into stealing a powerful encryption-breaking device with global implications.,Ensemble cast: Redford Aykroyd Phoenix; cerebral cyber-thriller; $51M domestic,"Box Office Mojo, Rotten Tomatoes, Metacritic"
140,Stop! Or My Mom Will Shoot,1992,Roger Spottiswoode,Action/Comedy,A tough cop's overbearing elderly mother visits and inserts herself into his dangerous police work.,Stallone comedy misfire; notable commercial failure; Razzie recognition,Box Office Mojo
141,Strictly Business,1992,Kevin Hooks,Comedy,A straitlaced Black executive and a streetwise mailroom worker make a deal that upends both their lives.,Tommy Davidson and Halle Berry; 90s Black comedy,Box Office Mojo
142,The Cutting Edge,1992,Paul Michael Glaser,Sports/Romance,A hockey player and a figure skater pair up reluctantly and fall in love while training for Olympic competition.,Romantic sports cult classic; $25M domestic,"Box Office Mojo, Rotten Tomatoes"
143,The Distinguished Gentleman,1992,Jonathan Lynn,Comedy,A small-time con man hustles his way into Congress and discovers that Washington is the biggest con of all.,Eddie Murphy political comedy; $46M domestic,Box Office Mojo
144,The Hand That Rocks the Cradle,1992,Curtis Hanson,Psychological Thriller,A vengeful nanny infiltrates a family to systematically destroy them from within for a perceived wrong.,Commercial hit; $88M domestic; Rebecca De Mornay menacing; domestic thriller benchmark,"Box Office Mojo, CinemaScore (A), Rotten Tomatoes"
145,The Muppet Christmas Carol,1992,Brian Henson,Musical/Family,The Muppets retell Dickens's classic with Michael Caine as a perfectly earnest Scrooge among felt co-stars.,Beloved holiday classic; family entertainment milestone,"Box Office Mojo, Rotten Tomatoes, Letterboxd"
146,The Public Eye,1992,Howard Franklin,Film Noir,A 1940s tabloid photographer navigates corruption and romance in a loving homage to Weegee's New York.,Joe Pesci and Barbara Hershey; neo-noir craft; Roger Ebert praised,"Roger Ebert, Metacritic, Letterboxd"
147,Thunderheart,1992,Michael Apted,Crime/Thriller,An FBI agent of Native American descent investigates a murder on a Lakota reservation uncovering deep-seated injustice.,Val Kilmer and Graham Greene; atmospheric political thriller; praised for Native American representation,"Metacritic, Roger Ebert, Letterboxd"
148,Trespass,1992,Walter Hill,Action/Thriller,Two firefighters search for treasure in an abandoned building in gang territory sparking a lethal standoff.,Bill Paxton and Ice-T; Walter Hill action; originally titled Looters,"Box Office Mojo, Letterboxd"
149,Universal Soldier,1992,Roland Emmerich,Action/Sci-Fi,Two dead Vietnam soldiers are resurrected as cyborg super-warriors who must confront their buried memories and each other.,Van Damme and Lundgren; Emmerich early career; sci-fi action franchise,Box Office Mojo
150,Unlawful Entry,1992,Jonathan Kaplan,Thriller,A cop becomes dangerously obsessed with a couple whose home he responded to during a break-in.,Kurt Russell and Ray Liotta; domestic thriller; $57M domestic,"Box Office Mojo, CinemaScore (A-)"
151,White Men Can't Jump,1992,Ron Shelton,Sports/Comedy,Two basketball hustlers from different worlds team up to dominate L.A. street courts while navigating race friendship and romance.,Cultural touchstone; Wesley Snipes and Woody Harrelson chemistry; $76M domestic,"Box Office Mojo, Rotten Tomatoes, Letterboxd"
