Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
71,Tucker and Dale vs Evil,2010,Eli Craig,Comedy/Horror,Two lovable hillbillies on vacation are mistaken for killers by a group of preppy college students whose panic causes their own gruesome deaths in Craigs brilliant horror-comedy inversion.,RT 85 MC 65; $5M on $3.5M; Tudyk Labine; slasher tropes reversed; midnight movie beloved; hillbilly stereotype subverted; quotable and rewatchable; cult classic,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
72,Night Catches Us,2010,Tanya Hamilton,Drama,Two former Black Panthers in 1976 Philadelphia confront their shared past and the movements legacy as the community around them transforms in Hamiltons assured debut.,RT 80 MC 64; $55K; Mackie Okonedo; Black Panther legacy explored; 1970s Philadelphia vivid; Hamiltons only feature to date; underseen and essential,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd"
73,Harry Potter and the Deathly Hallows Part 1,2010,David Yates,Fantasy/Adventure,Harry Ron and Hermione go on the run hunting Voldemorts Horcruxes as the wizarding world falls under dark control in the franchises penultimate and most somber entry.,RT 78 MC 65; $960M on $250M; franchise darkest; split-film strategy maximized revenue; camping sequences polarized; Seven Potters sequence thrilling,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
74,Kick-Ass,2010,Matthew Vaughn,Action/Comedy,An ordinary teenager decides to become a real-life superhero and encounters a father-daughter vigilante duo with actual fighting skills in Vaughns gleefully violent comic book adaptation.,RT 76 MC 66; $96M on $28M; 3.4x return; Moretz as Hit-Girl stole the film; Cage channeling Adam West; superhero deconstruction; Vaughn pre-Kingsman,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
75,The Other Guys,2010,Adam McKay,Comedy/Action,Two mismatched NYPD desk jockeys stumble into a massive financial conspiracy in McKays hilarious pointed action-comedy that smuggled in a Wall Street critique.,RT 78 MC 64; $171M on $100M; Ferrell Wahlberg; McKay transition to political comedy; end-credits Ponzi scheme graphics; genuinely funny; 1.7x return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
76,Catfish,2010,Henry Joost and Ariel Schulman,Documentary/Thriller,A young photographer discovers the woman hes been romancing online is not who she claims to be in this social-media-era documentary that spawned a TV empire.,RT 76 MC 65; $3.5M on $30K; real or staged debate; catfishing entered the lexicon; MTV series spawned; prescient about online identity; Schulman brothers breakthrough,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
77,Año Bisiesto (Leap Year),2010,Michael Rowe,Drama,A lonely young woman in Mexico City engages in increasingly dangerous sexual encounters in Rowes provocative debut about isolation desire and self-destruction.,Cannes Camera dOr; RT 72; Mexican cinema; extreme content; loneliness as sexual compulsion; Rowe Australian-born working in Mexico; formally controlled provocation,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
78,Never Let Me Go,2010,Mark Romanek,Drama/Sci-Fi,Three friends raised at an idyllic English boarding school discover the horrifying truth about their purpose in Romaneks devastating Ishiguro adaptation.,RT 69 MC 68; $7.3M on $15M; Mulligan Garfield Knightley; Ishiguro clone drama; quiet sci-fi; emotionally devastating; acceptance of fate as the cruelest dystopia,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
79,Megamind,2010,Tom McGrath,Animation/Comedy,A supervillain who finally defeats his heroic nemesis discovers that life without purpose is empty and must become the hero himself in DreamWorks clever animated comedy.,RT 73 MC 63; $322M on $130M; Ferrell voices; 2.5x return; cleverer than expected; superhero deconstruction for kids; later found massive audience via streaming reappraisal,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
80,Monsters,2010,Gareth Edwards,Sci-Fi/Drama,A photojournalist escorts his bosss daughter through an alien-infested quarantine zone in Mexico in Edwards stunning micro-budget debut that launched him to Godzilla.,RT 72 MC 62; $4.2M on $500K; 8.4x return; Edwards shot with skeleton crew; alien-zone as immigration metaphor; Godzilla calling card; visual effects DIY,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
81,Piranha 3D,2010,Alexandre Aja,Horror/Comedy,Prehistoric piranhas are released into Lake Victoria during spring break and devour hundreds of partying teenagers in Ajas gleefully gory exploitation throwback.,RT 74 MC 59; $83M on $24M; 3.5x return; Dreyfuss cameo; 3D gore; Aja embraced schlock; Elisabeth Shue; Jerry OConnell memorable death; B-movie perfection,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
82,Ondine,2010,Neil Jordan,Drama/Fantasy,An Irish fisherman pulls a mysterious woman from the sea and his daughter becomes convinced she is a selkie in Jordans gentle magical-realist fairy tale.,RT 72 MC 60; $7.6M on $7M; Farrell Jordan reunited; Irish mythology; Bachleda-Curus magnetic; Jordan most tender mode; selkie legend reimagined,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
83,Red,2010,Robert Schwentke,Action/Comedy,A retired CIA agent reassembles his old team when a high-tech assassin targets them for knowing too much in this crowd-pleasing comic-book action comedy.,RT 72 MC 60; $199M on $58M; 3.4x return; Willis Mirren Freeman Malkovich; Malkovich scene-stealer; fun ensemble; franchise spawned; light spy comedy done well,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
84,The Last Exorcism,2010,Daniel Stamm,Horror,A charlatan evangelical preacher invites a documentary crew to film his final exorcism only to discover the possession may be real in Stamms effective found-footage horror.,RT 73 MC 58; $68M on $1.8M; 37.8x return; Eli Roth produced; found-footage exorcism; Fabian effective; twist ending divisive; massive ROI,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
85,Iron Man 2,2010,Jon Favreau,Action/Superhero,Tony Stark faces a vengeful Russian physicist and government pressure to share his technology while dealing with palladium poisoning in the MCU sequel.,RT 72 MC 57; $624M on $200M; Rourke Johansson Rockwell; MCU expanded; franchise formula solidified; 3.1x return; Avengers setup began here,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
86,If I Want to Whistle I Whistle,2010,Florin Serban,Drama,A young Romanian prisoner about to be released takes a social worker hostage when he learns his mother plans to take his younger brother away in Serbans tense debut.,Berlin Silver Bear Grand Jury Prize; RT 77; Romanian New Wave continued; prison drama; Serban assured; social system failures; claustrophobic tension,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
87,Salt,2010,Phillip Noyce,Action/Thriller,A CIA officer accused of being a Russian spy goes on the run and the truth about her identity remains ambiguous as she fights through friend and foe in Noyces taut thriller.,RT 62 MC 65; $294M on $110M; Jolie steely; 2.7x return; gender-swapped role (originally for Cruise); espionage mechanics satisfying; franchise hoped for but didnt materialize,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
88,The American,2010,Anton Corbijn,Thriller/Drama,An aging assassin hiding in a small Italian town while completing his final job begins questioning his solitary existence in Corbijns meditative minimalist thriller.,RT 66 MC 61; $67M on $20M; 3.4x return; Clooney subdued; Corbijn Melville influence; audience expected action got art film; Italian landscape; Leone homage,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
89,The Crazies,2010,Breck Eisner,Horror,A small Iowa town descends into murderous chaos when its water supply is contaminated with a biological weapon in Eisners effective Romero remake.,RT 71 MC 56; $56M on $20M; 2.8x return; Olyphant leads; Romero 1973 original updated effectively; small-town horror; paranoia well-executed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
90,The Karate Kid,2010,Harald Zwart,Drama/Action,A boy who moves to Beijing is bullied and learns kung fu from his apartment buildings maintenance man in this charming commercially massive franchise update.,RT 66 MC 61; $359M on $40M; 9x return; Jaden Smith Jackie Chan; Chan restrained and excellent; training montage effective; Beijing setting fresh,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
91,Greenberg,2010,Noah Baumbach,Comedy/Drama,A forty-year-old neurotic housesitter in Los Angeles forms an unlikely relationship with his brothers personal assistant in Baumbachs sharp portrait of Gen-X failure.,RT 66 MC 60; $7.2M on $25M; Stiller dramatic; Gerwig breakout performance; Baumbach caustic; LA as alienation capital; mumblecore meets mainstream,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
92,Date Night,2010,Shawn Levy,Comedy/Action,A bored suburban couple steals another couples restaurant reservation and is mistaken for criminal informants launching a night of danger in Levys likable action comedy.,RT 67 MC 56; $152M on $55M; Carell Fey; 2.8x return; premise better than execution; Wahlberg cameo; married-couple chemistry carried it,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
93,Our Life,2010,Marco Tullio Giordana,Drama,A Roman construction worker hides a fatal workplace accident to protect a lucrative contract and his familys future in this morally complex Italian social drama.,Cannes Best Actor (Germano shared); RT 55; Italian cinema; Germano magnificent; working-class moral compromise; construction industry corruption; neorealist tradition,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
94,Jackass 3D,2010,Jeff Tremaine,Comedy/Documentary,Johnny Knoxville and his crew perform their most elaborate dangerous and disgusting stunts yet in glorious 3D in the franchises commercially biggest outing.,RT 64 MC 57; $172M on $20M; 8.6x return; 3D gimmick perfect for Jackass; Knoxville aging; commercially the franchises peak; projectile vomit in 3D,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
95,Nanny McPhee Returns,2010,Susanna White,Comedy/Family,The magical nanny returns to help a harried young mother whose children are running wild while her husband fights in World War II in this charming family sequel.,RT 67 MC 53; $93M on $35M; Thompson Green Staunton; 2.7x return; Thompson wrote and starred; British family charm; internationally solid,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
96,Centurion,2010,Neil Marshall,Action/Adventure,Roman soldiers behind enemy lines in Caledonia fight for survival against the Pict warriors in Marshalls visceral blood-soaked historical action film.,RT 61 MC 59; $7.5M on $12M; Fassbender leads; Marshall genre expertise; Scottish Highlands brutal; pre-Game of Thrones aesthetic; underseen action gem,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
97,Hot Tub Time Machine,2010,Steve Pink,Comedy/Sci-Fi,Four friends accidentally travel back to 1986 via a malfunctioning hot tub and must relive a pivotal ski trip in Pinks gleefully stupid high-concept comedy.,RT 64 MC 55; $64M on $36M; Cusack Corddry Robinson Duke; 1.8x return; R-rated comedy; 80s nostalgia; better than it should be; cult following growing,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
98,Green Zone,2010,Paul Greengrass,Action/Thriller,A U.S. Army officer in occupied Baghdad discovers the intelligence used to justify the invasion of Iraq was fabricated in Greengrass urgent post-war thriller.,RT 53 MC 63; $95M on $100M; Damon reunited with Greengrass; Iraq War fatigue at box office; less than 1x return; politically necessary; commercially dead on arrival,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
99,Predators,2010,Nimrod Antal,Action/Sci-Fi,A group of elite warriors is parachuted onto an alien game preserve and hunted by a fearsome new breed of Predators in Antals effectively tense franchise revival.,RT 65 MC 51; $127M on $40M; 3.2x return; Brody Grace Fishburne; Robert Rodriguez produced; franchise better than expected; jungle survival tension,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
100,Shrek Forever After,2010,Mike Mitchell,Animation/Comedy,Shrek makes a deal with Rumpelstiltskin that erases his existence and must restore reality in the franchises final and most emotionally resonant entry.,RT 58 MC 58; $753M on $165M; 4.6x return; franchise fatigue critics; commercially still massive; Its a Wonderful Life structure; decent farewell,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
101,Wall Street: Money Never Sleeps,2010,Oliver Stone,Drama,Gordon Gekko released from prison re-enters the financial world as his daughter struggles with her relationship and the 2008 crash looms in Stones belated sequel.,RT 55 MC 58; $134M on $70M; Douglas returns; LaBeouf Mulligan; 1.9x return; unnecessary sequel debate; Stone lost his edge; Gekko still compelling,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
102,Edge of Darkness,2010,Martin Campbell,Thriller/Action,A homicide detective investigates his activist daughters murder and uncovers a conspiracy involving her employer a defense contractor with government ties.,RT 55 MC 55; $81M on $80M; Gibson comeback attempt; Campbell directed; 1x return; Gibson controversies overshadowed; competent but unremarkable; franchise potential dead,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
103,Paranormal Activity 2,2010,Tod Williams,Horror,A family installs security cameras after a break-in and the footage reveals a demonic presence targeting their infant son in this franchise prequel-sequel.,RT 58 MC 52; $177M on $3M; 59x return; found-footage formula continued; franchise proven commercially; less effective than original; October horror print money,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
104,Caterpillar,2010,Koji Wakamatsu,Drama/War,A Japanese soldier returns from China in WWII as a limbless war hero and his wife must care for the broken abusive man in Wakamatsus savage anti-war provocation.,Berlin Volpi Cup Actress (Terajima); Venice Volpi Cup Actress (Terajima); Wakamatsu late-career masterwork; Japanese anti-militarism; Terajima extraordinary; formally radical,"Berlin Film Festival, Venice Film Festival, Metacritic, IndieWire"
105,The Twilight Saga: Eclipse,2010,David Slade,Romance/Fantasy,Bella must choose between Edward and Jacob as a vengeful vampire raises an army of newborns to destroy them all in the franchises most critically tolerable entry.,RT 49 MC 58; $698M on $68M; 10.3x return; franchise commercial peak; Slade brought harder edge; Bryce Dallas Howard replaced; most action-oriented,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
106,Alice in Wonderland,2010,Tim Burton,Fantasy/Adventure,Alice now a teenager returns to Underland to fulfill a prophecy and slay the Jabberwocky in Burtons visually extravagant if narratively thin reimagining.,RT 52 MC 53; $1.025B on $200M; second-highest 2010 grosser; Depp as Hatter; 3D conversion rushed post-Avatar; Burton spectacle over substance; massive internationally,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
107,Knight and Day,2010,James Mangold,Action/Comedy,A woman entangled with a rogue spy goes on a globe-trotting adventure of double-crosses and romance in Mangolds breezy star-vehicle throwback.,RT 53 MC 51; $261M on $117M; Cruise Diaz; 2.2x return; Cruises commercial slump; Mangold efficient; old-fashioned star vehicle; internationally carried,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
108,Legend of the Guardians: The Owls of Ga'Hoole,2010,Zack Snyder,Animation/Fantasy,A young owl kidnapped by an evil army escapes to find the legendary guardians who protect owlkind in Snyders visually spectacular animated adventure.,RT 51 MC 53; $140M on $80M; Snyder animated; visually gorgeous; 1.8x return; owl-warrior aesthetic unique; voice cast strong; story generic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Michael Apted,Fantasy/Adventure,Lucy Edmund and their cousin Eustace sail aboard the Dawn Treader to rescue seven lost lords and save Narnia in the franchises final entry.,RT 49 MC 53; $415M on $155M; 2.7x return; franchise wound down; Apted replaced Adamson; Fox dropped to Disney; internationally profitable but domestic weak,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
110,The Next Three Days,2010,Paul Haggis,Thriller,A man whose wife is wrongfully imprisoned for murder devises an elaborate jailbreak plan in Haggis tense if overlong escape thriller.,RT 49 MC 52; $66M on $30M; Crowe Banks; Pour Elle remake; 2.2x return; Crowe committed; prison break mechanics satisfying; Haggis workmanlike,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
111,The Book of Eli,2010,Albert Hughes and Allen Hughes,Action/Sci-Fi,A lone warrior walks across a post-apocalyptic America protecting a sacred book that holds the key to humanitys survival in the Hughes brothers' stylish road film.,RT 47 MC 53; $157M on $80M; Washington leads; twist revelation; 2x return; post-apocalyptic Christianity; Hughes brothers visual flair; divisive ending,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
112,Tron: Legacy,2010,Joseph Kosinski,Sci-Fi/Action,A young man is pulled into the digital world his father created and must fight for survival on the Game Grid and find his father in Kosinskis visually stunning sequel.,RT 51 MC 49; $400M on $170M; 2.4x return; Bridges returns; Daft Punk score magnificent; visual design gorgeous; story thin; cult following for aesthetic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
113,Hereafter,2010,Clint Eastwood,Drama/Fantasy,Three people touched by death in different ways are drawn together by their experiences in Eastwoods contemplative meditation on mortality and the afterlife.,RT 47 MC 49; $105M on $50M; Damon leads; tsunami opening sequence powerful; Eastwood subdued; 2.1x return; commercially adequate internationally,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
114,Percy Jackson and the Olympians: The Lightning Thief,2010,Chris Columbus,Fantasy/Adventure,A teenager discovers hes the son of Poseidon and must find Zeuss stolen lightning bolt to prevent a war among the gods in Columbus serviceable YA adaptation.,RT 49 MC 47; $226M on $95M; Lerman leads; 2.4x return; Riordan fans disappointed; Columbus competent; franchise continued modestly,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
115,Robin Hood,2010,Ridley Scott,Action/Adventure,An English archer returns from the Crusades and assumes a dead mans identity becoming the legendary outlaw in Scotts gritty revisionist origin story.,RT 43 MC 53; $322M on $200M; Crowe Blanchett; 1.6x return; Scotts Gladiator reunion failed to recapture magic; franchise hoped for but abandoned; workmanlike,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
116,The A-Team,2010,Joe Carnahan,Action/Comedy,Four elite Army Rangers framed for a crime they didnt commit escape from prison and fight to clear their names in Carnahans energetic TV-series adaptation.,RT 47 MC 47; $177M on $110M; Neeson Cooper Jackson Copley; 1.6x return; entertaining but disposable; tank-parachute sequence absurdly fun; franchise died,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
117,My Name Is Khan,2010,Karan Johar,Drama,An Indian Muslim man with Aspergers syndrome sets out on a journey across America to tell the President he is not a terrorist in Johars Bollywood crossover drama.,RT 48 MC 45; $72M; Shah Rukh Khan Kajol; Bollywood mainstream; post-9/11 Muslim-American experience; commercially massive in India; Johar prestige,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
118,The Losers,2010,Sylvain White,Action/Comedy,A special forces team left for dead by their handler reforms to exact revenge in Whites fun if underpowered comic-book adaptation.,RT 47 MC 44; $29M on $25M; Elba Morgan Evans Saldana; 1.2x return; DC Comics adaptation; overshadowed by A-Team; Elba and Evans charismatic; forgettable fun,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
119,Dinner for Schmucks,2010,Jay Roach,Comedy,A corporate climber invites an eccentric IRS agent to a dinner where executives compete to bring the biggest idiot in Roachs remake of the French comedy Le Diner de Cons.,RT 42 MC 48; $86M on $69M; Carell Rudd; Carells taxidermy mice; 1.2x return; French original superior; sporadic laughs; Galifianakis Clement support,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
120,The Switch,2010,Josh Gordon and Will Speck,Comedy/Romance,A neurotic man discovers years after the fact that he drunkenly swapped his best friends sperm donor sample with his own at her insemination party.,RT 45 MC 44; $27M on $19M; Aniston Bateman; 1.4x return; rom-com formula; Bateman charming enough; Aniston vehicle; modest returns,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
121,The Sorcerers Apprentice,2010,Jon Turteltaub,Action/Fantasy,A modern-day sorcerer recruits a college physics student as his apprentice to fight an evil witch in Turteltaubs Cage vehicle that flopped spectacularly.,RT 42 MC 46; $215M on $150M; Cage Baruchel Molina; 1.4x return; National Treasure team couldnt replicate magic; Fantasia reference shoehorned,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
122,Due Date,2010,Todd Phillips,Comedy,A father-to-be must road-trip with an aspiring actor after being placed on the no-fly list in Phillips uneasy attempt to replicate Planes Trains and Automobiles chemistry.,RT 40 MC 47; $212M on $65M; Downey Jr Galifianakis; 3.3x return; Phillips post-Hangover; chemistry forced; slapstick effective enough; internationally strong,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
123,The Expendables,2010,Sylvester Stallone,Action,A team of aging mercenaries is sent to a South American island to overthrow a dictator in Stallones nostalgia-fueled 80s-action all-star reunion.,RT 42 MC 45; $274M on $80M; 3.4x return; Stallone Li Statham Lundgren Rourke Couture Austin; 80s action reunion concept worked commercially; franchise spawned,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
124,Prince of Persia: The Sands of Time,2010,Mike Newell,Action/Fantasy,A rogue prince teams with a princess to protect a magical dagger that can reverse time from falling into the wrong hands in Disneys video-game adaptation.,RT 36 MC 50; $336M on $200M; Gyllenhaal whitewashing controversy; 1.7x return; Bruckheimer formula; video-game curse continued; franchise died,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
125,Resident Evil: Afterlife,2010,Paul W.S. Anderson,Action/Horror,Alice continues her battle against the Umbrella Corporation in a Los Angeles overrun by zombies in the franchises 3D-converted fourth entry.,RT 23 MC 37; $296M on $60M; 4.9x return; Jovovich committed; franchise commercially reliable internationally; 3D conversion; Anderson formula,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
126,Step Up 3D,2010,Jon M. Chu,Drama/Musical,A filmmaker documenting New York street dancers recruits a talented crew for the World Jam competition in the franchise entry that fully embraced 3D dance spectacle.,RT 44 MC 41; $159M on $30M; 5.3x return; franchise thrived internationally; Chu pre-Crazy Rich Asians; dance sequences genuinely thrilling in 3D,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
127,Burlesque,2010,Steve Antin,Musical/Drama,A small-town girl moves to Los Angeles and finds a home in a struggling burlesque club run by a veteran performer in Antins glossy musical that became a camp classic.,RT 36 MC 47; $90M on $55M; Cher Aguilera; 1.6x return; Chers return; camp classic status immediate; Aguilera voice over acting; guilty pleasure institution,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
128,Eat Pray Love,2010,Ryan Murphy,Drama/Romance,A recently divorced woman embarks on a journey through Italy India and Indonesia seeking pleasure devotion and love in Murphys scenic Gilbert memoir adaptation.,RT 36 MC 44; $205M on $60M; 3.4x return; Roberts vehicle; travelogue as therapy; internationally massive; female audience responded; critics dismissed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
129,From Paris with Love,2010,Pierre Morel,Action/Comedy,A low-ranking intelligence operative in Paris is paired with a trigger-happy American spy to dismantle a terrorist ring in Morels loud Besson-produced actioner.,RT 37 MC 38; $52M on $52M; Travolta bald and manic; Rhys Meyers; Morel post-Taken; 1x return; generic Europacorp; Travolta over-the-top,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
130,Remember Me,2010,Allen Coulter,Drama/Romance,A young man in New York navigates a troubled relationship with his father while falling in love with a woman with her own family complications in this controversial twist drama.,RT 27 MC 40; $56M on $16M; Pattinson post-Twilight; 3.5x return; 9/11 twist ending created massive backlash; emotionally manipulative but commercially effective,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
131,Dear John,2010,Lasse Hallstrom,Romance/Drama,A soldier on leave falls for a conservative college student and their love is tested by his lengthy deployments in Hallstroms Sparks adaptation.,RT 28 MC 39; $115M on $25M; 4.6x return; Tatum Seyfried; Sparks formula commercially reliable; opened #1 beating Avatar; military romance audience,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
132,Life as We Know It,2010,Greg Berlanti,Comedy/Drama,Two people who cant stand each other are forced to raise their mutual best friends orphaned baby in Berlantis formulaic but warmly received romantic comedy.,RT 28 MC 39; $106M on $38M; Heigl Duhamel; 2.8x return; baby comedy formula; Berlanti pre-Arrowverse; standard rom-com economics; audiences forgiving,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
133,Who Killed Captain Alex?,2010,,Drama,Featured on LB Top 500 list.,,LB Top 500
134,Clash of the Titans,2010,Louis Leterrier,Action/Fantasy,Perseus the son of Zeus battles Hades and a series of mythological creatures to save Argos from destruction in this rushed 3D-converted effects spectacle.,RT 27 MC 39; $493M on $125M; 3.9x return; Worthington leads; 3D conversion became cautionary tale; commercially massive despite terrible reviews; international saved it,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
135,Lottery Ticket,2010,Erik White,Comedy,A young man wins a $370 million lottery jackpot and must survive the weekend in his neighborhood before he can claim it in Whites commercially modest comedy.,RT 25 MC 35; $27M on $17M; Bow Wow Ice Cube; 1.6x return; modest comedy; urban audience targeted; Terry Crews supporting; forgettable,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
136,Valentine's Day,2010,Garry Marshall,Comedy/Romance,Intertwining couples and singles in Los Angeles navigate love on Valentines Day in Marshalls star-studded ensemble rom-com that launched the holiday-ensemble trend.,RT 18 MC 37; $216M on $52M; 4.2x return; massive ensemble (Swift Kutcher Biel Alba); Marshalls holiday formula launched; critic-proof; New Years Eve followed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
137,Repo Men,2010,Miguel Sapochnik,Sci-Fi/Action,In a future where artificial organs can be repossessed a repo man who falls behind on his own payments must fight the system he once enforced in this bloody dystopian thriller.,RT 23 MC 31; $18M on $32M; Law Whitaker; commercial disaster; interesting premise wasted; Sapochnik pre-Game of Thrones; 0.6x return,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
138,Legion,2010,Scott Stewart,Action/Horror,When God loses faith in humanity and sends his angels to destroy mankind one small-town diner becomes humanitys last stand defended by the archangel Michael.,RT 20 MC 32; $67M on $26M; Bettany leads; 2.6x return; angels with machine guns; premise better than execution; TV series Dominion spawned; B-movie competence,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
139,Cop Out,2010,Kevin Smith,Comedy/Action,Two mismatched cops investigate a rare baseball card theft in Smiths ill-fated attempt at studio action-comedy directing.,RT 19 MC 31; $55M on $37M; Willis Morgan; 1.5x return; Smith admitted he didnt enjoy it; Willis notoriously difficult; Smith out of his element; career low point,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
140,Case 39,2010,Christian Alvart,Horror/Thriller,A social worker saves an abused girl from her parents only to discover the child is harboring a terrifying supernatural secret in this delayed horror release.,RT 21 MC 26; $28M on $26M; Zellweger Bradley Cooper; shelved for years; 1.1x return; evil-child formula; Alvarts troubled Hollywood relationship,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
141,Jonah Hex,2010,Jimmy Hayward,Action/Western,A scarred bounty hunter with the ability to speak to the dead is recruited to stop a terrorist from unleashing a weapon of mass destruction in this disastrous comic adaptation.,RT 12 MC 33; $10.5M on $47M; Brolin Malkovich Fox; catastrophic flop; 0.2x return; 81 minutes of chaos; worst comic-book film of the era; production disaster,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
142,The Back-Up Plan,2010,Alan Poul,Comedy/Romance,A woman who has just been artificially inseminated meets the man of her dreams on the same day in Pouls formulaic rom-com.,RT 14 MC 30; $77M on $35M; Lopez ORoughley; 2.2x return; Lopez vehicle; rom-com formula; modest returns; forgettable but profitable,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
143,Sex and the City 2,2010,Michael Patrick King,Comedy,The four women travel to Abu Dhabi for a luxury vacation that proves culturally tone-deaf in Kings universally derided sequel.,RT 15 MC 27; $289M on $100M; 2.9x return despite savage reviews; Parker Cattrall Kim Davis; critic-proof franchise; culturally insensitive; franchise killed,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
144,Grown Ups,2010,Dennis Dugan,Comedy,Five childhood friends reunite at their basketball coachs funeral and spend the weekend together with their families at a lake house in Sandlers critic-proof hang-out comedy.,RT 10 MC 30; $271M on $80M; 3.4x return; Sandler Rock James Spade Schneider; critic-proof; audience loved it; no plot necessary; friendship formula commercially reliable,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
145,Skyline,2010,Colin Strause and Greg Strause,Sci-Fi/Action,Alien invaders absorb human brains through mesmerizing blue light and a group of survivors in an LA apartment building fights to escape in this maligned low-budget spectacle.,RT 15 MC 23; $68M on $10M; 6.8x return despite savage reviews; VFX artist directors; profitable on budget; franchise somehow spawned,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
