Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
115,Come See Me in the Good Light,2025,Documentary,Documentary,A luminous documentary portrait exploring the relationship between memory and identity through intimate personal testimony.,Oscar nom for Best Documentary Feature,Wikipedia 98th Academy Awards
116,Connemara,2025,Alex Lutz,Drama,A French drama set against the wild landscapes of Ireland's Connemara region exploring exile and homecoming.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
117,Cutting Through Rocks,2025,Documentary,Documentary,A documentary following determined individuals breaking barriers in their communities against seemingly insurmountable natural and social obstacles.,Oscar nom for Best Documentary Feature,Wikipedia 98th Academy Awards
118,Elio,2025,Adrian Molina,Animation,A Pixar animated adventure following a boy who gets mistakenly identified as Earth's ambassador to the galaxy's alien community.,Oscar nom for Best Animated Feature Film,Wikipedia 98th Academy Awards
119,Materialists,2025,Celine Song,Romance,The director of Past Lives returns with a sharp and witty romantic drama about matchmakers navigating their own tangled love lives in New York.,Major 2025 release; Louisa Jacobson film debut,Wikipedia 2025 in film
120,Roofman,2025,Derek Cianfrance,Crime,Based on the true story of a fugitive who lived inside the ceiling of a supermarket evading capture through ingenuity and desperation.,$8M opening; Derek Cianfrance directing; 2025 indie crime standout,Wikipedia 2025 in film; The Hollywood Reporter
121,Splitsville,2025,Michael Angelo Covino,Comedy,A sharp comedy about the messy aftermath of a relationship breakup navigated with wit and emotional honesty.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
122,Summer Beats,2025,Lise Akoka and Romane Gueret,Drama,The directors of The Worst Ones return with a vibrant portrait of sibling bonds and youth set to the rhythm of summer.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
123,Superman,2025,James Gunn,Action,James Gunn reboots the Man of Steel for the new DC Universe with a fresh take on Clark Kent's struggle to balance his alien heritage with his humanity.,$619M worldwide; Superman franchise surpassed $3B,Wikipedia 2025 in film
124,The Alabama Solution,2025,Documentary,Documentary,An unflinching documentary examining systemic injustice in Alabama through the stories of those caught in the criminal justice system.,Oscar nom for Best Documentary Feature,Wikipedia 98th Academy Awards
125,The Disappearance of Josef Mengele,2025,Kirill Serebrennikov,Thriller,A harrowing dramatization of the notorious Nazi war criminal's decades-long evasion of justice across South America.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
126,The Fantastic Four: First Steps,2025,Matt Shakman,Sci-Fi,Marvel's First Family gets their MCU introduction as they navigate a retro-futuristic dimension and face Galactus.,Fantastic Four franchise surpassed $1B; MCU Phase Six tentpole,Wikipedia 2025 in film
127,The Lost Bus,2025,Various,Drama,A haunting drama following a group of passengers whose journey takes an unexpected and transformative turn.,Oscar nom for Best Visual Effects,Wikipedia 98th Academy Awards
128,The Richest Woman in the World,2025,Thierry Klifa,Drama,A French-Belgian drama exploring the complexities of extreme wealth and the loneliness it can bring.,Cannes Out of Competition; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
129,The Running Man,2025,Edgar Wright,Sci-Fi,Edgar Wright reimagines Stephen King's dystopian tale of a desperate man competing in a deadly televised game show for survival.,Major 2025 sci-fi release; Edgar Wright directing,Wikipedia 2025 in film
130,The Ugly Stepsister,2025,Emilie Blichfeldt,Fantasy,A darkly comedic Scandinavian reimagining of the Cinderella story told from the perspective of the overlooked stepsister.,Oscar nom for Best Makeup and Hairstyling,Wikipedia 98th Academy Awards
131,The Voice of Hind Rajab,2025,Kaouther Ben Hania,Documentary,A Tunisian documentary examining the story of a young Palestinian girl whose emergency call became a symbol of civilian suffering.,Oscar nom for Best International Feature Film (Tunisia),Wikipedia 98th Academy Awards
132,Wake Up Dead Man: A Knives Out Mystery,2025,Rian Johnson,Mystery/Comedy,Detective Benoit Blanc returns for the third Knives Out adventure as an unlikely group of suspects converge on a case that tests his most unconventional methods yet.,Netflix; Daniel Craig as Benoit Blanc; Johnson Knives Out Glass Onion follow-up; third installment of acclaimed detective franchise; all Knives Out movies,"Metacritic, Rotten Tomatoes"
133,Wicked: For Good,2025,Jon M. Chu,Musical,The second part of the Wicked adaptation follows Elphaba and Glinda as their friendship fractures and their destinies diverge across Oz.,Wicked franchise surpassed $1B with this release,Wikipedia 2025 in film
134,100 METERS,2025,Various,Animation,An animated feature exploring determination and athletic achievement through a journey measured in meters.,Featured on LB Animated list,LB Animated
135,10DANCE,2025,Various,Drama,An adaptation of the manga series about two rival ballroom dancers who agree to secretly teach each other their respective dance styles.,Featured on LB 2020s list; manga adaptation,LB 2020s
136,A Minecraft Movie,2025,Jared Hess,Adventure,Four misfits are pulled into the blocky Overworld and must learn to master the environment to survive and find their way home.,$961M worldwide; Warner Bros.,Wikipedia 2025 in film
137,All That's Left of You,2025,Various,Drama,An intimate drama exploring what remains after loss and the traces people leave behind.,Featured on LB Underseen list,LB Underseen
138,Black Phone 2,2025,Scott Derrickson,Horror,The sequel to the 2022 supernatural horror hit continues the story of Finney Shaw facing new otherworldly threats.,Horror sequel; Scott Derrickson directing; Ethan Hawke returning,LB 2020s
139,Dead to Rights,2025,Various,War,A war film examining the moral complexities of conflict and the struggle for justice in wartime.,Featured on LB War list,LB War
140,Depeche Mode: M,2025,Various,Documentary,A documentary exploring the career and cultural impact of influential electronic band Depeche Mode.,Featured on LB Documentary list,LB Documentary
141,EPiC: Elvis Presley in Concert,2025,Various,Documentary,A concert documentary celebrating Elvis Presley's legendary live performances and enduring musical legacy.,Featured on LB Documentary list,LB Documentary
142,Eko,2025,Various,Mystery/Thriller,A mystery thriller unraveling an enigmatic puzzle that draws its protagonist deeper into danger.,Featured on LB Mystery list,LB Mystery
143,Eternity,2025,Various,Drama,A meditative drama exploring themes of time memory and the infinite nature of human experience.,Featured on LB 2020s list,LB 2020s
144,Exit 8,2025,Genki Kawamura,Horror,A Japanese horror film based on the viral video game about a subway station where reality bends and escape seems impossible.,Cannes Midnight Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
145,Five Nights at Freddy's 2,2025,Emma Tammi,Horror,The sequel to the horror hit based on the popular video game franchise returns to the haunted pizza restaurant with new animatronic terrors.,FNAF franchise sequel; 2025 horror release,LB 2020s
146,"It's Never Over, Jeff Buckley",2025,Amy Nicholson,Documentary,A documentary exploring the life legacy and lasting influence of musician Jeff Buckley.,Featured on LB Documentary list,LB Documentary
147,John Candy: I Like Me,2025,Various,Documentary,A documentary celebrating the life and career of beloved comedian and actor John Candy.,Featured on LB Documentary list,LB Documentary
148,Jumbo,2025,Various,Animation,An animated adventure following a lovable character on an epic journey of self-discovery.,Featured on LB Animated list,LB Animated
149,Latin Blood – The Ballad of Ney Matogrosso,2025,Various,Biography/Drama,A biographical portrait of legendary Brazilian performer Ney Matogrosso exploring his groundbreaking artistic and cultural impact.,Featured on LB Biographical list,LB Biographical
150,Lesbian Space Princess,2025,Various,Animation,A vibrant animated sci-fi comedy celebrating queer identity through an intergalactic adventure.,Featured on LB Animated list,LB Animated
151,Lilith Fair: Building a Mystery,2025,Various,Documentary,A documentary chronicling the legendary all-female Lilith Fair music festival and its cultural impact on the music industry.,Featured on LB Documentary list,LB Documentary
152,Lost in Starlight,2025,Various,Sci-Fi,A science fiction drama exploring themes of isolation and connection against a cosmic backdrop.,Featured on LB Sci-Fi list,LB Sci-Fi
153,Louis Theroux: The Settlers,2025,Louis Theroux,Documentary,Louis Theroux investigates the Israeli settler movement in the West Bank examining ideology and daily life in contested territory.,Featured on LB Documentary list; Louis Theroux,LB Documentary
154,Love Untangled,2025,Various,Romance,A romantic drama exploring the complexities of modern love and the challenge of untangling emotional connections.,Featured on LB 2020s list,LB 2020s
155,Man on the Run,2025,Various,Documentary,A documentary following a fugitive's journey and the pursuit of freedom against overwhelming odds.,Featured on LB Documentary list,LB Documentary
156,Muganga,2025,Various,Biography/Drama,A biographical documentary following a dedicated medical professional navigating healthcare challenges.,Featured on LB Biographical list,LB Biographical
157,No One Will Know,2025,Vincent Mael Cardona,Thriller,A French thriller promising that some secrets are meant to stay buried no matter the cost.,Cannes Midnight Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
158,No Other Choice,2025,Various,Drama,A drama examining the impossible decisions people face when all options seem exhausted.,Featured on LB 2020s list,LB 2020s
159,Nobody,2025,Various,Animation,A Chinese 2D animated film that became a surprise box office phenomenon and the highest-grossing 2D animated film in China.,Highest-grossing 2D animated film in China; highest-grossing Chinese 2D animated film ever,Wikipedia 2025 in film; South China Morning Post
160,Ocean with David Attenborough,2025,David Attenborough,Documentary,Sir David Attenborough narrates a sweeping exploration of the world's oceans and the life they sustain.,Featured on LB Documentary list; David Attenborough narrated,LB Documentary
161,Palestine 36,2025,Various,War,A war drama set during the 1936 Palestinian revolt examining resistance and colonial rule.,Featured on LB War list,LB War
162,Put Your Soul on Your Hand and Walk,2025,Various,Documentary,A poetic documentary exploring personal journeys and the resilience of the human spirit.,Featured on LB Documentary list,LB Documentary
163,Ritas,2025,Various,Documentary,A documentary portrait exploring the lives and stories of women named Rita.,Featured on LB Documentary list,LB Documentary
164,Sarkozy-Gaddafi: The Scandal of All Scandals,2025,Various,Documentary,An investigative documentary examining the alleged financial ties between Nicolas Sarkozy and Muammar Gaddafi.,Featured on LB Documentary list,LB Documentary
165,Selena y Los Dinos,2025,Various,Documentary,A documentary exploring the rise of Selena Quintanilla and her band Los Dinos and their impact on Tejano and Latin music.,Featured on LB Documentary list,LB Documentary
166,Sons of the Neon Night,2025,Juno Mak,Crime,A stylish Hong Kong crime thriller set against the neon-lit underworld of a city that never sleeps.,Cannes Midnight Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
167,Sore: A Wife from the Future,2025,Various,Sci-Fi,A sci-fi drama exploring temporal displacement and marital bonds when a wife arrives from the future.,Featured on LB Sci-Fi list,LB Sci-Fi
168,The Blue Trail,2025,Various,Sci-Fi,A science fiction journey following a mysterious trail that leads to unexpected discoveries.,Featured on LB Sci-Fi list,LB Sci-Fi
169,The Conjuring: Last Rites,2025,Michael Chaves,Horror,Ed and Lorraine Warren face their most terrifying case yet in the final chapter of the mainline Conjuring series.,$194M opening weekend worldwide (highest opening for horror film ever); major horror franchise closer,Wikipedia 2025 in film; Bloody Disgusting
170,The Golden Spurtle,2025,Various,Documentary,A documentary following competitors at the World Porridge Making Championships in the Scottish Highlands.,Featured on LB Documentary list,LB Documentary
171,The Long Walk,2025,Various,Drama,A drama following a harrowing journey of endurance and survival through hostile terrain.,Featured on LB 2020s list,LB 2020s
172,The Residence,2025,Yann Gozlan,Thriller,A French-Belgian thriller set within the confines of an elegant residence where appearances mask dangerous secrets.,Cannes Midnight Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
173,A House of Dynamite,2025,Various,Drama,An explosive drama about volatile family dynamics and the forces that both bind and destroy close relationships.,2025 release; Angel Reese film debut,Wikipedia 2025 in film
174,April May 99,2025,Various,Drama,A nostalgic drama set at the turn of the millennium capturing the hopes and anxieties of youth in a specific cultural moment.,2025 release; Sajiri Joshi debut,Wikipedia 2025 in film
175,Ballerina,2025,Len Wiseman,Action,A John Wick universe spinoff following a young ballerina-turned-assassin seeking vengeance for her father's death.,John Wick franchise expansion; Ana de Armas starring; wide theatrical release,Wikipedia 2025 in film
176,Enemies,2025,Various,Thriller,A taut thriller exploring the consequences of enmity and the thin line between enemies and allies.,Hugo Welzel film debut; 2025 release,Wikipedia 2025 in film
177,Gabby's Dollhouse: The Movie,2025,Various,Animation,The beloved animated series makes the leap to the big screen in a colorful adventure for young audiences.,2025 animated feature; Matty Matheson film debut,Wikipedia 2025 in film
178,Hurry Up Tomorrow,2025,Trey Edward Shults,Thriller,A dark psychological thriller set in Los Angeles exploring obsession and identity starring The Weeknd.,Major 2025 release; Gabby Barrett film debut,Wikipedia 2025 in film
179,Leave One Day,2025,Amelie Bonnin,Musical,A romantic musical about seizing the moment and following one's heart that opened the 78th Cannes Film Festival.,Opening film of 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
180,M3GAN 2.0,2025,Gerard Johnstone,Horror,The killer AI doll returns with upgraded capabilities and a new plan in this horror sequel.,2025 horror sequel; $10M opening alongside F1,Wikipedia 2025 in film; Variety
181,One Spoon of Chocolate,2025,Various,Drama,A coming-of-age drama following a young man navigating identity and community in a story about finding sweetness in a bitter world.,Isaiah Hill film debut; 2025 theatrical release,Wikipedia 2025 in film
182,One of Them Days,2025,Lawrence Lamont,Comedy,Two best friends scramble to come up with rent money in one increasingly chaotic day in this buddy comedy starring SZA and Keke Palmer.,Major comedy release 2025; SZA film debut,Wikipedia 2025 in film
183,Snow White,2025,Marc Webb,Fantasy,Disney's live-action reimagining of the classic fairy tale with a modern sensibility exploring Snow White's journey to reclaim her kingdom.,Disney live-action remake; 2025 theatrical release,Wikipedia 2025 in film
184,The Mortimers,2025,Various,Family,A family adventure introducing new young talent in a story about an extraordinary household.,2025 release; Melani Garcia film debut,Wikipedia 2025 in film
185,The Surfer,2025,Lorcan Finnegan,Thriller,A man becomes obsessed with surfing at a particular beach and descends into a territorial conflict that strips away civilization.,2025 thriller; Julian McMahon appeared; Australian production,Wikipedia 2025 in film
186,Tron: Ares,2025,Joachim Ronning,Sci-Fi,A new chapter in the Tron universe follows a program sent to the real world on a dangerous mission that blurs the line between digital and physical.,$33.5M opening weekend; Tron franchise continuation,Wikipedia 2025 in film; The Hollywood Reporter
187,Wolf Man,2025,Leigh Whannell,Horror,A family man slowly transforms into a terrifying creature after being bitten during a trip to a remote property in this body horror reimagining.,2025 horror release; Leigh Whannell directing; Universal Monsters revival,Wikipedia 2025 in film
