Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp,RankOverride
74,Honk for Jesus Save Your Soul,2022,Adamma Ebo,Comedy/Drama,A megachurch pastor and wife attempt to rebuild their congregation after scandal in Ebos sharp prosperity gospel satire.,RT 64 MC 58; Hall Brown; Ebo debut; megachurch satire; mockumentary; prosperity gospel; Hall and Brown; Sundance; Focus Features,"Metacritic, Rotten Tomatoes",,,,,
75,Barbarian,2022,Zach Cregger,Horror/Thriller,A woman discovers her rented house is not what it seems when someone has double-booked it in Creggers wildly unpredictable horror that keeps shifting the ground.,RT 88 MC 72; $45M domestic; Campbell Long Skarsgard; Cregger debut; Detroit Airbnb; multiple genre pivots; shocking twists; word-of-mouth hit; audience-pleasing horror,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
76,Piggy,2022,Carlota Pereda,Horror/Drama,A bullied overweight teenager witnesses the kidnapping of her tormentors and must decide whether to remain silent in Peredas sharp Spanish horror.,RT 87 MC 73; Pereda debut; Spanish horror; body image; bullying; complicity; Laura Galan extraordinary; rural Spain; expanded from short,"Metacritic, Rotten Tomatoes",,,,,
77,She Said,2022,Maria Schrader,Drama/Thriller,New York Times reporters Twohey and Kantor break the Harvey Weinstein story in Schraders meticulous journalism procedural.,RT 87 MC 72; Mulligan Kazan; Schrader; Weinstein story; real reporters; journalism procedural; Spotlight comparison; MeToo origins; $13M domestic flop; important underseen,"Metacritic, Rotten Tomatoes",,,,,
78,The Menu,2022,Mark Mylod,Horror/Comedy,A young couple travels to a remote island restaurant where the chef has prepared a lavish menu with shocking surprises in Mylods culinary class satire.,RT 85 MC 74; $79M worldwide; Fiennes Taylor-Joy Hoult; Mylod Succession director; culinary horror; Fiennes magnetic; Taylor-Joy surrogate; cheeseburger; Searchlight,"Metacritic, Rotten Tomatoes, Box Office Mojo",1,,5,2026-04-01T11:47:18.873Z,
79,Mrs. Harris Goes to Paris,2022,Anthony Fabian,Comedy/Drama,A 1950s London cleaning lady falls in love with a Dior dress and decides she must have one in Fabians charming period comedy.,RT 89 MC 68; Lesley Manville; 1950s London and Paris; Dior; working class dreams; Manville charming luminous; Paul Gallico novel; feel-good,"Metacritic, Rotten Tomatoes",,,,,
80,The Northman,2022,Robert Eggers,Action/Drama,A Viking prince sets out on revenge after his father is murdered by his uncle in Eggers visceral epic steeped in Norse mythology.,RT 85 MC 72; $69M worldwide; Skarsgard Kidman Taylor-Joy Dafoe Hawke Bjork; Eggers Witch Lighthouse follow-up; Hamlet/Amleth source; $90M budget; undersold theatrically,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
81,X,2022,Ti West,Horror,A group of young filmmakers making an adult film in rural Texas are discovered by their reclusive elderly hosts in Wests 1970s horror homage.,RT 85 MC 72; A24; Mia Goth Snow Cudi Ortega; West comeback; 1979 Texas; slasher homage; Texas Chain Saw echoes; Goth dual role; launched trilogy,"Metacritic, Rotten Tomatoes",,1,,,
82,Kimi,2022,Steven Soderbergh,Thriller,An agoraphobic tech worker discovers evidence of a crime and must venture outside to report it in Soderberghs lean pandemic-era thriller.,RT 81 MC 72; HBO Max; Kravitz; Soderbergh prolific; pandemic setting; tech surveillance; agoraphobia; Kravitz star turn; 89 minutes; lean efficient,"Metacritic, Rotten Tomatoes",,1,,,
83,Soft and Quiet,2022,Beth de Araujo,Thriller/Drama,A group of women form a support group that reveals itself as a front for white supremacist ideology in de Araujos real-time single-take horror.,RT 88 MC 65; de Araujo debut; real-time single take; white supremacy; American racism; 92 minutes unbroken; harrowing; deeply uncomfortable essential viewing,"Metacritic, Rotten Tomatoes",,,,,
84,Bodies Bodies Bodies,2022,Halina Reijn,Horror/Comedy,Rich Gen-Z friends gather for a party at a remote mansion that devolves into chaos when a murder game goes wrong in Reijns sharp satirical slasher.,RT 83 MC 67; A24; Stenberg Bakalova Davidson Sennott Pace; Reijn debut; Gen-Z satire; social media generation; hurricane party; Sennott scene-stealer,"Metacritic, Rotten Tomatoes",,,,,
85,Thirteen Lives,2022,Ron Howard,Drama/Thriller,The true story of the 2018 Thai cave rescue following the international effort to save twelve trapped boys and their coach.,RT 82 MC 68; Amazon; Farrell Edgerton Gleeson; Howard Apollo 13 director; Thai cave rescue; procedural; Howard reliable; Farrell restrained,"Metacritic, Rotten Tomatoes",,,,,
86,Causeway,2022,Lila Neugebauer,Drama,A soldier returns home after a traumatic brain injury and forms an unexpected bond with a mechanic in this quiet character study.,RT 78 MC 71; Apple TV+; Lawrence Odom; Neugebauer debut; PTSD; New Orleans; Jennifer Lawrence restrained; Brian Tyree Henry extraordinary; A24 production,"Metacritic, Rotten Tomatoes",,,,,
87,Confess Fletch,2022,Greg Mottola,Comedy/Crime,A journalist becomes the prime suspect in a murder while recovering stolen art in Mottolas charming franchise revival.,RT 85 MC 64; Hamm; Mottola Superbad director; Fletch revival; Chevy Chase successor; Hamm perfectly cast; underseen; Gregory McDonald novel; charming,"Metacritic, Rotten Tomatoes",,,,,
88,Watcher,2022,Cory Finley,Horror/Thriller,A woman who has just moved to Bucharest suspects a stranger watching from across the street may be a serial killer in Finleys paranoia thriller.,RT 78 MC 70; Maika Monroe; Finley Bad Education follow-up; Bucharest; female paranoia; Rear Window echoes; gaslighting; Monroe star-making dramatic turn; slow-burn,"Metacritic, Rotten Tomatoes",,1,,,
89,Catherine Called Birdy,2022,Lena Dunham,Comedy/Drama,A medieval young woman documents her efforts to avoid being married off by her father in Dunhams charming period adaptation.,RT 79 MC 68; Amazon; Bella Ramsey Andrew Scott; Karen Cushman novel; medieval coming-of-age; Ramsey pre-Last of Us; feminist period comedy; Scott charming,"Metacritic, Rotten Tomatoes",,,,,
90,Smile,2022,Parker Finn,Horror,A therapist experiences terrifying occurrences after witnessing a traumatic incident involving a patient in Finns effective viral-marketing horror hit.,$217M worldwide; RT 79 MC 68; Sosie Bacon; Finn debut; viral marketing (smiling at baseball games); trauma as contagion; $17M budget massive profit; franchise launched,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
91,Weird: The Al Yankovic Story,2022,Eric Appel,Comedy/Biography,The untold story of Weird Al Yankovic told with comedic irreverence in Appels delightfully subversive biopic parody.,RT 83 MC 64; Roku; Radcliffe as Weird Al; biopic parody; Radcliffe committed; Wood as Madonna; deliberately absurd; genre deconstruction; Weird Al approved,"Metacritic, Rotten Tomatoes",,,,,
92,Dont Worry Darling,2022,Olivia Wilde,Thriller/Drama,A 1950s housewife begins to question her seemingly perfect utopian community in Wildes thriller overshadowed by behind-the-scenes drama.,$87M worldwide; RT 38 MC 48; Pugh Styles Pine; Wilde Booksmart follow-up; Wilde-Pugh feud; Shia exit; Venice spit-gate; 1950s dystopia; more famous for drama than film,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
93,Gods Creatures,2022,Saela Davis and Anna Rose Holmer,Drama/Thriller,A mother covers for her son when he returns to their Irish fishing village accused of a crime in this atmospheric thriller.,RT 78 MC 66; Mescal Buckley; Irish fishing village; mother-son complicity; moral compromise; atmospheric; Mescal range; Buckley committed; Irish gothic,"Metacritic, Rotten Tomatoes",,,,,
94,The Wonder,2022,Sebastian Lelio,Drama/Mystery,A nurse observes an apparent miracle in 1862 Ireland: a girl who hasnt eaten for months but remains healthy in Lelios Netflix adaptation.,RT 76 MC 68; Pugh; Lelio A Fantastic Woman follow-up; Netflix; 1862 Ireland; fasting girl; science vs faith; Donoghue novel; meta-narrative framing,"Metacritic, Rotten Tomatoes",,1,,,
95,Wendell and Wild,2022,Henry Selick,Animation/Fantasy,Two demon brothers enlist a teenage girl to summon them to the Land of the Living in Selicks long-awaited stop-motion return.,Netflix; RT 79 MC 65; Key Peele; Selick first film in 13 years (Coraline director); Peele co-wrote; stop-motion; Black protagonist; demons,"Metacritic, Rotten Tomatoes",,,,,
96,Devotion,2022,J.D. Dillard,Drama/War,The true story of two elite Navy fighter pilots during the Korean War whose friendship makes them the Navys most celebrated wingmen.,RT 75 MC 68; Majors Powell; Korean War; Jesse Brown first Black aviator; racial barriers; aerial combat; chemistry; Sony; underseen,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
97,Flux Gourmet,2022,Peter Strickland,Comedy/Horror,Residents at a culinary and sonic arts institute clash with the director in Stricklands deliriously weird satire.,RT 74 MC 68; Strickland In Fabric follow-up; culinary performance art; Christie Butterfield; bodily functions; Strickland auteur weirdness; art-world satire,"Metacritic, Rotten Tomatoes",,,,,
98,Scream,2022,Matt Bettinelli-Olpin and Tyler Gillett,Horror/Thriller,A new Ghostface killer targets teenagers connected to the original victims 25 years later in this meta legacy sequel.,$138M worldwide; RT 76 MC 65; Barrera Ortega Campbell Arquette; Radio Silence; legacy sequel; requel meta-commentary; franchise revitalized; Paramount,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
99,See How They Run,2022,Tom George,Comedy/Mystery,A murder mystery unfolds in Londons 1950s West End theater district in Georges stylish whodunit.,RT 76 MC 63; Rockwell Ronan Harris; George debut; Agatha Christie pastiche; whodunit; Rockwell charming; Ronan scene-stealer; Searchlight; meta-mystery,"Metacritic, Rotten Tomatoes",,,,,
100,The Lost City,2022,Aaron Nee and Adam Nee,Action/Comedy,A reclusive novelist is kidnapped by a billionaire and must be rescued by her books cover model in this breezy adventure comedy.,$190M worldwide; RT 79 MC 60; Bullock Tatum Radcliffe; Romancing the Stone homage; Bullock comeback; jungle adventure; Pitt cameo; crowd-pleasing,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T11:48:10.126Z,
101,Operation Mincemeat,2022,John Madden,Drama/Thriller,An elaborate WWII deception using planted documents deceives Nazi intelligence in Maddens true-story wartime thriller.,RT 76 MC 62; Firth Macdonald; Madden Shakespeare in Love director; WWII deception; British intelligence; Firth commanding; Netflix; true story,"Metacritic, Rotten Tomatoes",,,,,
102,Doctor Strange in the Multiverse of Madness,2022,Sam Raimi,Action/Horror,Doctor Strange traverses dangerous alternate realities in Raimis horror-inflected MCU sequel.,$955M worldwide; RT 67 MC 68; Cumberbatch Olsen; Raimi return (Spider-Man director); Scarlet Witch; America Chavez; Raimi Evil Dead touches; multiverse,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-01T11:48:13.177Z,
103,Terrifier 2,2022,Damien Leone,Horror,Art the Clown returns targeting a teenage girl on Halloween in Leones ultraviolent micro-budget sequel that became a phenomenon.,$15M on $250K budget; RT 82 MC 53; Art the Clown; extreme gore; audience vomiting reports; micro-budget hit; David Howard Thornton; 138 minutes; cult phenomenon,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
104,Men,2022,Alex Garland,Horror/Fantasy,A woman retreating to the English countryside after a tragedy discovers something from the woods stalking her in Garlands divisive folk horror.,RT 70 MC 64; A24; Buckley Kinnear; Garland Ex Machina follow-up; folk horror; Green Man; misogyny embodied; Kinnear multiple roles; body horror; divisive,"Metacritic, Rotten Tomatoes",,,,,
105,Vengeance,2022,B.J. Novak,Comedy/Thriller,A podcaster from New York travels to Texas to investigate a girls death in Novaks satirical directorial debut.,RT 72 MC 61; Novak Kutcher Rae; The Office actor debut; NYC vs Texas; true crime podcasting satire; culture clash; Kutcher against type; Blumhouse,"Metacritic, Rotten Tomatoes",,,,,
106,Bullet Train,2022,David Leitch,Action/Comedy,Five assassins aboard a Japanese bullet train discover their missions are all connected in Leitchs stylish ensemble action comedy.,$239M worldwide; RT 74 MC 59; Pitt Taylor-Joy Tyree Henry King; Leitch John Wick co-director; Isaka novel; Japanese setting; colorful assassins; Pitt charm,"Metacritic, Rotten Tomatoes, Box Office Mojo",1,,5,2026-04-01T11:48:20.908Z,
107,Lyle Lyle Crocodile,2022,Will Speck and Josh Gordon,Musical/Family,A family discovers their new home comes with a singing crocodile in this family musical adaptation.,$105M worldwide; RT 74 MC 59; Bardem; Shawn Mendes voice; Bernard Waber book; family musical; Bardem charming; CGI crocodile; Sony,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
108,Funny Pages,2022,Owen Kline,Comedy/Drama,A teenage cartoonist rejects suburban comforts to pursue his passion in Trenton NJ in Klines Safdies-produced grimy debut.,RT 71 MC 61; A24; Kline (son of Kevin Kline) debut; Safdie brothers produced; underground comics; 16mm; grimy aesthetic; Crumb influence; character-driven,"Metacritic, Rotten Tomatoes",,,,,
109,Enys Men,2022,Mark Jenkin,Horror/Fantasy,A wildlife volunteer on an uninhabited Cornish island notices strange changes in Jenkins hypnotic folk horror filmed on 16mm.,RT 66 MC 62; Jenkin Bait follow-up; Cornwall; 16mm; folk horror; isolation; 1970s aesthetic; environmental horror; British independent; divisive arthouse,"Metacritic, Rotten Tomatoes",,,,,
110,The Son,2022,Florian Zeller,Drama,A man must navigate the troubled behavior of his teenage son in Zellers follow-up to The Father about family crisis.,Venice Competition; RT 33 MC 36; Jackman Kirby Dern Hopkins; Zeller Father follow-up; teenage depression; Hopkins cameo; critically savaged despite cast; controversial,"Venice, Metacritic, Rotten Tomatoes",,,,,
111,DC League of Super-Pets,2022,Jared Stern,Animation/Comedy,Krypto the Super-Dog teams up with shelter pets to save the Justice League in this family-friendly animated DC adventure.,$200M worldwide; RT 71 MC 55; Johnson Hart Keanu; family film; Krypto; adequate family entertainment,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
112,Lightyear,2022,Angus MacLane,Animation/Sci-Fi,The origin story of Buzz Lightyear the hero who inspired the toy follows the legendary Space Ranger on an intergalactic adventure.,$226M on $200M budget (underperformed); RT 62 MC 64; Evans; Pixar; concept confusion; first Pixar theatrical since COVID; Sox robot cat; disappointing,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
113,Minions: The Rise of Gru,2022,Kyle Balda,Animation/Comedy,A twelve-year-olds dream to become the worlds greatest supervillain with his Minions in this 1970s-set prequel.,$939M worldwide; RT 70 MC 56; Illumination; Carell; GentleMinions viral TikTok trend (teens in suits); 1970s setting; massive global hit; meme-driven,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
114,The Whale,2022,Darren Aronofsky,Drama,A reclusive morbidly obese English teacher attempts to reconnect with his estranged daughter in Aronofskys chamber drama featuring Frasers remarkable comeback.,Oscar Actor (Fraser comeback) + Makeup; SAG Actor; TIFF Tribute; Fraser 20-year journey back; Samuel D. Hunter play; single apartment; Sadie Sink Hong Chau,"Academy Awards, SAG, TIFF, Metacritic, Rotten Tomatoes",,1,,,
115,My Policeman,2022,Michael Grandage,Drama/Romance,A 1950s Brighton policeman is caught between his wife and his lover in Grandages period drama about forbidden love and repression.,RT 37 MC 46; Amazon; Styles Corrin Dawson; TIFF; E.M. Forster echoes; 1950s Brighton; queer love; Harry Styles; dual timeline; critically disappointing,"Metacritic, Rotten Tomatoes",,,,,
116,Violent Night,2022,Tommy Wirkola,Action/Comedy,Santa Claus must save the day when mercenaries invade a wealthy familys estate on Christmas Eve in Wirkolas gleefully violent holiday film.,$75M worldwide; RT 70 MC 54; Harbour; Wirkola Dead Snow director; Die Hard meets Santa; Harbour as Santa; $20M budget profitable; crowd-pleaser,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
117,Ambulance,2022,Michael Bay,Action/Thriller,Two brothers hijack an ambulance after a failed bank robbery in Bays kinetic return to mid-budget action filmmaking.,$53M worldwide; RT 67 MC 55; Gyllenhaal Gonzalez Abdul-Mateen; Bay return to form; drone cinematography; LA chase; Bay excess; Gyllenhaal unhinged; underseen,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
118,Thor: Love and Thunder,2022,Taika Waititi,Action/Comedy,Thor enlists help to fight Gorr the God Butcher in Waititis colorful if overstuffed MCU sequel.,$760M worldwide; RT 64 MC 58; Hemsworth Portman Bale Thompson; Waititi Ragnarok follow-up; Gorr (Bale); too much comedy; Portman Mighty Thor; divisive MCU entry,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T11:48:35.409Z,
119,Strange World,2022,Don Hall,Animation/Adventure,The legendary Clades explore an uncharted land in Disneys animated adventure about generational conflict and environmental stewardship.,$73M on $180M budget (major Disney flop); RT 63 MC 56; Gyllenhaal voice; LGBTQ subplot; environmental message; box office disaster,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
120,Sonic the Hedgehog 2,2022,Jeff Fowler,Action/Comedy,Sonic teams up with Tails to take on Robotnik and Knuckles in Fowlers crowd-pleasing video game sequel.,$405M worldwide; RT 69 MC 47; Schwartz Carrey Elba; highest-grossing video game movie at time; Knuckles; Carrey farewell; kid-friendly; sequel improvement,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
121,Downton Abbey: A New Era,2022,Simon Curtis,Drama,The Crawley family discovers a mystery at the Dowager Countess newly inherited French villa in this franchise continuation.,$93M worldwide; RT 60 MC 55; ensemble; French Riviera; Maggie Smith; fan service; pleasant; ITV film,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
122,Black Adam,2022,Jaume Collet-Serra,Action/Fantasy,The antihero Black Adam is freed after 5000 years and unleashes his form of justice in the DC Extended Universe.,$393M worldwide; RT 57 MC 58; Johnson Brosnan; JSA; The Rock passion project; hierarchy of power; critically mixed; led to scrapped DC plans,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
123,Hocus Pocus 2,2022,Anne Fletcher,Comedy/Fantasy,Three witches are resurrected in modern Salem in Fletchers Disney+ legacy sequel to the 1993 Halloween classic.,Disney+; RT 61 MC 51; Midler Parker Najimy; original trio returns; nostalgia; streaming-only; fan service; Midler scene-stealer,"Metacritic, Rotten Tomatoes",,,,,
124,Spirited,2022,Sean Anders,Musical/Comedy,A musical A Christmas Carol features Scrooge and the Ghost of Christmas Present in Anders Apple TV+ holiday film.,Apple TV+; RT 63 MC 49; Reynolds Ferrell; Dickens musical; holiday original; musical numbers; fun if uneven; festive viewing,"Metacritic, Rotten Tomatoes",,,,,
125,Cha Cha Real Smooth,2022,Cooper Raiff,Drama/Comedy,A young man working as a bar mitzvah party starter befriends a mother and her autistic daughter in Raiffs charming sophomore film.,Sundance Audience Award US Dramatic; Apple TV+; Raiff wrote directed starred; Dakota Johnson; Apple bought for $15M; Johnson luminous; young adulthood,"Sundance, Metacritic, Rotten Tomatoes",,,,,
126,Top Gun: Maverick,2022,Joseph Kosinski,Action/Drama,Pete Mitchell confronts his past while training elite graduates for a dangerous mission in Kosinskis spectacular legacy sequel that revitalized theatrical cinema.,Oscar Sound; 6 noms including Picture; $1.49B worldwide (highest-grossing 2022); SAG Stunt Ensemble; Cruise career-best box office; practical aerial combat in real jets; 36 years after original,"Academy Awards, SAG, Metacritic, Rotten Tomatoes, Box Office Mojo",1,,5,2026-04-01T11:48:41.651Z,
127,Fantastic Beasts: The Secrets of Dumbledore,2022,David Yates,Fantasy/Adventure,Dumbledore relies on Newt Scamander to lead a team against Grindelwald in this Wizarding World prequel installment.,$407M worldwide (underperformed); RT 46 MC 49; Law Mikkelsen Redmayne; Mikkelsen replaced Depp; franchise fatigue; future uncertain; Yates sixth Wizarding World,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T11:49:09.350Z,
128,Halloween Ends,2022,David Gordon Green,Horror,Laurie Strode faces Michael Myers one last time in Greens controversial franchise conclusion that went in an unexpected direction.,$105M worldwide; RT 42 MC 48; Curtis; Green trilogy finale; Corey Cunningham focus; divisive; Curtis final Laurie; franchise concluded; polarizing choices,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
129,Spiderhead,2022,Joseph Kosinski,Sci-Fi/Thriller,Inmates test emotion-altering drugs in exchange for reduced sentences in Kosinskis Netflix George Saunders adaptation.,Netflix; RT 42 MC 47; Hemsworth Teller; Kosinski Top Gun year; Saunders short story; prison experiment; Hemsworth villain; middling Netflix thriller,"Metacritic, Rotten Tomatoes",,,4,2026-04-01T11:49:04.269Z,
130,The Princess,2022,Le-Van Kiet,Action,A medieval princess locked in a tower must save her kingdom from a ruthless mercenary in Kiets lean Hulu action film.,Hulu; RT 47 MC 42; Joey King; princess action; tower setting; modest genre entertainment; King action star,"Metacritic, Rotten Tomatoes",,,,,
131,Luck,2022,Peggy Holmes,Animation/Comedy,A young woman discovers the Land of Luck in this Apple TV+ animated adventure from Skydance Animation.,Apple TV+; RT 45 MC 41; Noblezada Fonda; John Lasseter Skydance; Apple animated; critics indifferent; Lasseter post-Disney controversy; forgettable,"Metacritic, Rotten Tomatoes",,,,,
132,Uncharted,2022,Ruben Fleischer,Action/Adventure,Nathan Drake is recruited by treasure hunter Victor Sullivan to recover Magellans fortune in this video game adaptation.,$401M worldwide; RT 40 MC 45; Holland Wahlberg Banderas; Fleischer; video game adaptation; Holland; globe-trotting; treasure hunt; better commercial than critical,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T11:49:15.041Z,
133,Luckiest Girl Alive,2022,Mike Barker,Thriller/Drama,A magazine writer is forced to confront dark truths when a documentary brings her trauma back to light.,Netflix; RT 38 MC 47; Mila Kunis; Jessica Knoll novel; sexual assault; unreliable narrator; Netflix top ten; Kunis dramatic turn; divisive,"Metacritic, Rotten Tomatoes",,,,,
134,Avatar: The Way of Water,2022,James Cameron,Sci-Fi/Adventure,Jake Sully and Neytiri explore Pandoras ocean regions when an ancient threat resurfaces in Camerons spectacular underwater sequel.,$2.32B worldwide (third-highest all-time); Oscar VFX; 4 noms including Picture; 13 years after original; revolutionary underwater performance capture; Metkayina reef people; Cameron technical mastery,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
135,Babylon,2022,Damien Chazelle,Drama/Comedy,A tale of outsized ambition tracing the rise and fall of characters during early Hollywoods era of unbridled decadence in Chazelles polarizing epic.,Oscar noms Costume + Production Design + Score; $63M on $78M budget (major flop); Robbie Pitt Calva; Chazelle La La Land follow-up; 1920s Hollywood; three hours; deeply divisive,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,,
136,Black Panther: Wakanda Forever,2022,Ryan Coogler,Action/Drama,Wakanda fights to protect its nation in the wake of King TChallas death and faces a new underwater kingdom threat in Cooglers emotional sequel.,$859M worldwide; Oscar nom Supporting Actress (Bassett first MCU acting nom) + Costume + VFX + Makeup + Song; Boseman tribute; Namor; Riri Williams; grief as theme,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,,
137,Disenchanted,2022,Adam Shankman,Musical/Fantasy,Giselle accidentally transforms her new town into a fairy tale in Shankmans Disney+ sequel to Enchanted.,Disney+; RT 40 MC 43; Adams Dempsey Menzel; 15 years after original; disappointing follow-up; streaming-only; Adams charm carries; Menzel villain,"Metacritic, Rotten Tomatoes",,,,,
138,Clerks III,2022,Kevin Smith,Comedy/Drama,Randal enlists friends to make a movie immortalizing their Quick Stop days in Smiths heartfelt franchise return paralleling his own heart attack.,RT 40 MC 42; Smith; Anderson Mewes OHalloran; franchise nostalgia; Randals heart attack paralleling Smiths; meta-filmmaking; limited Fathom release,"Metacritic, Rotten Tomatoes",,,,,
139,Amsterdam,2022,David O. Russell,Comedy/Crime,Three friends witness a murder and uncover one of the most outrageous plots in American history in Russells star-studded period caper.,RT 33 MC 48; $31M on $80M budget (major flop); Bale Robbie Washington; Russell Joy follow-up; 1930s conspiracy; massive ensemble; critically reviled; star-studded disaster,"Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,,
140,Paws of Fury: The Legend of Hank,2022,Rob Minkoff and Mark Koetsier,Animation/Comedy,A dog finds himself in a town of cats who need a hero in this animated samurai comedy.,$42M worldwide; RT 41 MC 39; Brooks Jackson Rogan; Minkoff Lion King director; Blazing Saddles homage; forgettable family filler,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
141,Where the Crawdads Sing,2022,Olivia Newman,Drama/Mystery,A woman raised in Deep South marshes becomes a murder suspect in Newmans adaptation of Delia Owens bestseller.,$141M worldwide; RT 34 MC 43; Edgar-Jones; Witherspoon produced; Owens bestseller; marsh girl; courtroom drama; critically panned but commercially successful,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
142,Jurassic World Dominion,2022,Colin Trevorrow,Action/Sci-Fi,Dinosaurs live alongside humans as an ancient threat reshapes everything in this franchise conclusion reuniting original and new casts.,$1.001B worldwide; RT 30 MC 38; Pratt Howard Neill Dern Goldblum; original trio returns; franchise finale; critically savaged; $1B despite terrible reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T11:49:56.365Z,
143,Pinocchio,2022,Robert Zemeckis,Fantasy/Adventure,A live-action CGI remake of the Disney animated classic about a puppet who dreams of becoming a real boy.,Disney+; RT 27 MC 40; Hanks as Geppetto; Zemeckis; unfavorably compared to del Toros version; CGI uncanny; unnecessary remake; streaming-only,"Metacritic, Rotten Tomatoes",,,,,
144,The First Slam Dunk,2022,Takehiko Inoue,Drama,A Japanese animated sports drama retelling the Shohoku high school team's climactic championship match - seen through the eyes of point guard Ryota Miyagi and the grief and love that drives him.,,LB Top 500,,,,,
145,Senior Year,2022,Alex Hardcastle,Comedy,A cheerleader wakes from a 20-year coma and returns to high school in Hardcastles Netflix comedy.,Netflix; RT 27 MC 39; Rebel Wilson; high school comedy; nostalgia; critically panned; audience-friendly; Wilson vehicle,"Metacritic, Rotten Tomatoes",,,,,
146,Easter Sunday,2022,Jay Chandrasekhar,Comedy,A comedian returns home for Easter and must contend with his large Filipino family in Chandrasekars vehicle for Jo Koy.,RT 22 MC 36; $16M domestic; Jo Koy; Filipino representation; family comedy; critically panned; Spielberg produced; representation milestone despite quality,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
147,The 355,2022,Simon Kinberg,Action/Thriller,International agents work together to stop a global threat in Kinbergs squad action thriller.,$27M on $75M budget (major flop); RT 23 MC 34; Chastain Lupita Cruz Fan Bingbing; January dump; star-studded disaster; critically reviled,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
148,Firestarter,2022,Keith Thomas,Horror/Sci-Fi,A girl with pyrokinetic powers fights to protect her family in this Stephen King adaptation remake.,RT 12 MC 27; Efron; Thomas; Stephen King; 1984 remake; critically savaged; Blumhouse; Peacock simultaneous; worst King adaptation debate,"Metacritic, Rotten Tomatoes",,,,,
149,20th Century Girl,2022,Bang Woo-ri,Drama,A Korean romantic drama set in 1999 about Yeon - a teenager who investigates a boy for her lovesick best friend - and unexpectedly falls into her own aching and unforgettable first love.,,LB 2020s,,,,,
150,A Man Called Otto,2022,Marc Forster,Drama,A drama about Otto - a curmudgeonly widower set in his rigid routines - whose plans to end his life are repeatedly disrupted by the warm and chaotic young family who move in next door.,,LB 2020s,,,,,
151,"Apolonia, Apolonia",2022,Lea Glob,Documentary,A documentary portrait of artist Apolonia Sokol filmed over a decade - following her pursuit of painting across Europe and America amid ambition - heartbreak and sweeping political change.,,LB Documentary,,,,,
152,Argentina 1985,2022,Santiago Mitre,Biography/Drama,A biographical drama about federal prosecutors Strassera and Moreno Ocampo - who assemble a young legal team to put Argentina's military junta on trial for crimes against humanity after the Dirty War.,,LB Biographical,,,,,
153,Enola Holmes 2,2022,Harry Bradbeer,Drama,An adventure about Enola Holmes - Sherlock's resourceful teenage sister - who takes on her first official case to find a missing factory girl and uncovers a conspiracy reaching deep into London society.,,LB 2020s,,,2,2026-04-01T11:50:04.979Z,
154,Entergalactic,2022,Fletcher Moules,Drama,An animated Netflix special about Jabari - a young Chicago artist newly building his career - who falls for his vibrant photographer neighbour Meadow after a chance encounter changes his world.,,LB 2020s,,,,,
155,Even If This Love Disappears from the World Tonight,2022,Tatsushi Omori,Drama,A Japanese romance about a teenager who falls in love with a classmate who cannot form lasting memories - who wakes each morning having forgotten him and everyone she has met.,,LB 2020s,,,,,
