Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
76,Sympathy for Mr. Vengeance,2002,Park Chan-wook,Thriller/Drama,A deaf-mute factory workers desperate kidnapping scheme spirals into an escalating cycle of revenge that destroys everyone it touches in Parks morally devastating revenge tragedy.,MC 66 RT 56%; launched Parks Vengeance Trilogy; sparked Korean cinema wave internationally; influenced East Asian thriller aesthetics,"Metacritic, Rotten Tomatoes, Letterboxd, IndieWire",,,,
77,One Hour Photo,2002,Mark Romanek,Thriller/Drama,A lonely photo-lab technician becomes dangerously obsessed with a seemingly perfect suburban family inserting himself into their lives in this chilling study of voyeurism and loneliness.,MC 64 RT 81%; Robin Williams career-defining dramatic turn; Romaneks cold formal precision; influenced psychological thriller aesthetics,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
78,Changing Lanes,2002,Roger Michell,Drama/Thriller,A fender-bender between a Wall Street lawyer and a recovering alcoholic escalates into an increasingly destructive war of mutual sabotage across one harrowing New York day.,MC 67 RT 77%; $95M worldwide; Affleck and Jackson moral duel; underrated ethical thriller; Michells sharp direction,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
79,Dark Water,2002,Hideo Nakata,Horror/Thriller,A divorced mother and her young daughter move into a decrepit apartment building where a mysterious water leak and a missing childs presence create growing supernatural dread.,MC 65 RT 79%; Nakatas atmospheric J-horror follow-up to Ringu; influential in Asian horror wave; later remade in Hollywood,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,1,,
80,Storytelling,2002,Todd Solondz,Comedy/Drama,Two interconnected stories explore exploitation in creative writing and documentary filmmaking as Solondz turns his caustic eye on suburban America academia and the cruelty of storytelling itself.,MC 53 RT 49%; Solondz provocative auteur vision; censorship controversy; divisive but formally ambitious; Sundance premiere,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
81,Confessions of a Dangerous Mind,2002,George Clooney,Biography/Comedy,Television host Chuck Barris claims he was simultaneously a CIA assassin in Clooneys stylish directorial debut exploring celebrity performance and the malleability of truth.,MC 63 RT 80%; Clooneys directorial emergence; Kaufman screenplay; Rockwell Barrymore Clooney ensemble; playful genre hybrid,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
82,Ice Age,2002,Chris Wedge and Carlos Saldanha,Animation/Comedy,A woolly mammoth a saber-toothed tiger and a sloth form an unlikely group to return a human baby to its father while a persistent squirrel chases an acorn.,Annie Award noms; MC 61 RT 77%; $383M worldwide; launched major animated franchise; Blue Skys breakthrough hit,"Annie Awards, Metacritic, Box Office Mojo, The Numbers",,,,
83,My Big Fat Greek Wedding,2002,Joel Zwick,Romantic Comedy,A frumpy Greek-American woman transforms herself and falls for a non-Greek man forcing a collision between his quiet WASP family and her exuberantly overwhelming Greek clan.,MC 62 RT 76%; $369M worldwide on $5M budget; highest-grossing romantic comedy ever at time; cultural phenomenon; record-breaking word-of-mouth hit,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
84,The Good Thief,2002,Neil Jordan,Crime/Drama,A heroin-addicted gambler plans an elaborate heist of a Monte Carlo casino while navigating addiction recovery and a dangerous love triangle in Jordans stylish Riviera noir.,MC 68 RT 70%; Noltes rumpled charisma; Jordan reimagines Bob le Flambeur; European crime atmosphere; elegant craftsmanship,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
85,Antwone Fisher,2002,Denzel Washington,Drama,A troubled young sailor with a violent past begins healing through psychiatric sessions that force him to confront childhood trauma in Denzel Washingtons assured directorial debut.,MC 58 RT 79%; Washingtons directorial emergence; Derek Lukes breakthrough performance; emotionally sincere trauma narrative,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
86,Barbershop,2002,Tim Story,Comedy,A South Side Chicago barbershop owner considers selling the family business while colorful regulars debate politics relationships and community in this warm ensemble comedy.,MC 64 RT 73%; $77M worldwide on $12M budget; cultural touchstone for Black community representation; launched franchise,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
87,Igby Goes Down,2002,Burr Steers,Comedy/Drama,A privileged Manhattan teenager rebels against his dysfunctional wealthy family navigating drugs privilege and existential boredom in this caustic dark comedy of manners.,MC 64 RT 73%; Kieran Culkins career-making performance; influenced satirical coming-of-age narratives; strong ensemble cast,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
88,Blade II,2002,Guillermo del Toro,Action/Horror,The vampire hunter allies with his enemies to fight a new breed of super-vampires in del Toros visually inventive sequel that elevated comic-book action filmmaking.,MC 52 RT 57%; $155M worldwide; del Toros Hollywood breakthrough; creature design innovation; cult following; influenced superhero aesthetics,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
89,Signs,2002,M. Night Shyamalan,Sci-Fi/Thriller,A former pastor living on a Pennsylvania farm with his family discovers crop circles and must confront an alien invasion while wrestling with his lost faith.,MC 59 RT 74%; $408M worldwide; Shyamalans commercial peak; polarizing critical reception; influential in faith-themed genre filmmaking,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
90,Solaris,2002,Steven Soderbergh,Sci-Fi/Drama,A psychologist travels to a space station orbiting a mysterious planet that manifests physical copies of deceased loved ones forcing him to confront grief and the nature of consciousness.,MC 65 RT 66%; Soderberghs philosophical art-sci-fi; divisive upon release but growing cult appreciation; meditation on memory and loss,"Metacritic, Rotten Tomatoes, Letterboxd, IndieWire",,,,
91,Red Dragon,2002,Brett Ratner,Thriller/Crime,An FBI profiler comes out of retirement to catch a serial killer with the reluctant help of imprisoned cannibal Hannibal Lecter in this prequel to Silence of the Lambs.,MC 62 RT 69%; $209M worldwide; Hopkins Fiennes Norton ensemble; Hannibal franchise continuation,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
92,Treasure Planet,2002,Ron Clements and John Musker,Animation/Adventure,A rebellious teenager embarks on a spacefaring treasure hunt with a cyborg mentor in Disneys ambitious sci-fi reimagining of Stevensons classic that became a legendary commercial failure.,MC 60 RT 70%; $110M worldwide on $140M budget; Disneys most ambitious 2D-3D hybrid; cult appreciation grew; beautiful animation artistry,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
93,Brown Sugar,2002,Rick Famuyiwa,Romance/Comedy,Two lifelong friends bonded by their love of hip-hop realize their feelings for each other go beyond friendship in this warm romantic comedy celebrating Black culture and music.,MC 60 RT 68%; $27M worldwide; culturally significant Black romantic comedy; hip-hop love letter; Diggs and Latifah charming,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
94,Blue Crush,2002,John Stockwell,Sports/Drama,A talented young surfer in Hawaii trains for a prestigious competition while navigating romance financial struggles and the trauma of a near-drowning experience.,MC 63 RT 64%; authentic female sports narrative; striking surf cinematography; Stockwells kinetic direction,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
95,Comedian,2002,Christian Charles,Documentary,Jerry Seinfeld returns to stand-up after his sitcoms end rebuilding his act from scratch while an aspiring comic chases his big break revealing comedys grueling creative process.,MC 59 RT 67%; intimate look at comedy craftsmanship; Seinfeld vulnerable; Orny Adams breakthrough; de-glamorized showbiz documentary,"Metacritic, Rotten Tomatoes, IndieWire, IMDB",,,,
96,The Count of Monte Cristo,2002,Kevin Reynolds,Adventure/Drama,A wrongly imprisoned sailor escapes after years of captivity and reinvents himself as a wealthy count to exact elaborate revenge on those who betrayed him in this Dumas adaptation.,MC 51 RT 73%; $75M worldwide; Caviezel and Pearce lead; sturdy classical adventure; enduring audience appeal,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
97,Heaven,2002,Tom Tykwer,Drama/Thriller,A grief-stricken teacher attempts a bombing to punish a drug dealer and a young policeman helps her escape as they fall into desperate transcendent love on the run through Italy.,MC 63 RT 60%; based on Kieslowskis unfilmed screenplay; Blanchett and Ribisi lead; Tykwers visual elegance; posthumous Kieslowski collaboration,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
98,Star Wars Episode II - Attack of the Clones,2002,George Lucas,Sci-Fi/Epic,A forbidden romance blooms between Anakin Skywalker and Padme Amidala as the Jedi investigate a clone army conspiracy and the galaxy slides toward war.,MC 54 RT 65%; $649M worldwide; divisive critical reception; advanced CGI filmmaking; pivotal franchise mythology chapter,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,1,2026-04-02T08:36:44.775Z
99,The Eye,2002,Oxide Pang Chun and Danny Pang,Horror/Thriller,A blind woman receives a corneal transplant and begins seeing disturbing supernatural visions through her new eyes discovering she has inherited a dead womans sight and torment.,MC 60 RT 59%; influential Pang Brothers Asian horror; later Hollywood remake; atmospheric supernatural thriller; Hong Kong genre innovation,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
100,We Were Soldiers,2002,Randall Wallace,War/Drama,Lt. Colonel Hal Moore leads American troops into the first major battle of the Vietnam War at Ia Drang Valley in this harrowing depiction of combat and its toll on families.,MC 56 RT 62%; $115M worldwide; Gibson anchors; showed both American and Vietnamese perspectives; earnest war filmmaking,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
101,K-19: The Widowmaker,2002,Kathryn Bigelow,Thriller/Drama,The crew of a Soviet submarine faces a nuclear reactor meltdown during the Cold War and must choose between their lives and preventing nuclear catastrophe.,MC 58 RT 60%; $65M worldwide on $100M budget; Bigelow directed; Harrison Ford and Neeson lead; tense submarine drama,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
102,Tuck Everlasting,2002,Jay Russell,Fantasy/Romance,A sheltered young woman discovers a family with the secret of immortality and must choose between eternal life with the boy she loves or the natural cycle of mortality.,MC 56 RT 61%; Roux and Alexis Bledel lead; gentle family fantasy; philosophical children's story well-adapted,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
103,Drumline,2002,Charles Stone III,Drama/Music,A talented but arrogant Harlem drummer earns a scholarship to a Southern university marching band and must learn humility teamwork and respect for tradition to achieve greatness.,MC 53 RT 63%; $57M worldwide; culturally significant HBCU representation; infectious musical energy; FOXs Atlanta debut,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
104,White Oleander,2002,Peter Kosminsky,Drama,A teenage girl passes through a series of radically different foster homes after her poet mother is imprisoned for murder discovering her own resilient identity through each guardians contrasting worldview in this literary adaptation.,MC 54 RT 62%; $12M domestic on $40M; Alison Lohman breakout performance; Michelle Pfeiffer Robin Wright Penn Renee Zellweger support; Janet Fitch novel; emotionally absorbing character study,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
105,The Sum of All Fears,2002,Phil Alden Robinson,Thriller/Action,A young CIA analyst must stop a nuclear terrorist plot against the Super Bowl while navigating Cold War tensions between America and Russia in this Tom Clancy adaptation.,MC 55 RT 59%; $193M worldwide; Afflecks Jack Ryan debut; post-9/11 nuclear anxiety resonance,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
106,The Grey Zone,2002,Tim Blake Nelson,Drama/War,Jewish Sonderkommando prisoners in Auschwitz forced to dispose of gas chamber victims debate moral complicity and organize desperate revolt in this unflinching Holocaust drama.,MC 56 RT 57%; explored unprecedented ethical territory in Holocaust cinema; strong ensemble (Keitel Arquette); Nelsons moral courage,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
107,Jackass: The Movie,2002,Jeff Tremaine,Comedy/Stunt,Johnny Knoxville and his crew perform increasingly dangerous and outrageous stunts pranks and acts of comedic self-destruction in this anarchic celebration of joyful recklessness.,MC 49 RT 64%; $79M worldwide on $5M budget; cultural phenomenon; redefined reality-based entertainment; launched franchise,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
108,Blood Work,2002,Clint Eastwood,Thriller/Crime,A retired FBI profiler who received a heart transplant discovers the murder victim who donated his heart and investigates the case in Eastwoods workmanlike late-career thriller.,MC 56 RT 56%; $31M worldwide; Eastwoods reliable craftsmanship; Connelly costar; modest thriller with strong central performance,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
109,Below,2002,David Twohy,Horror/Thriller,The crew of a WWII submarine begins experiencing supernatural events after rescuing survivors from a torpedoed ship suggesting something malevolent lurks below decks.,MC 53 RT 57%; cult submarine horror-thriller; Twohys genre craftsmanship; Greengrass and Aronofsky co-wrote; underseen gem,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
110,Austin Powers in Goldmember,2002,Jay Roach,Comedy,Austin Powers travels back to 1975 to rescue his kidnapped father and stop Dr. Evil and the titular Goldmember in the spy spoofs third installment.,MC 54 RT 54%; $296M worldwide; franchise peak commercial success; diminishing critical returns but reliable comedy brand,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
111,The Transporter,2002,Louis Leterrier and Corey Yuen,Action/Thriller,A professional driver-for-hire who follows strict rules breaks his own code when he opens a package which turns out an abducted woman launching him into criminal conspiracy.,MC 51 RT 54%; $45M worldwide; launched Stathams action career; spawned franchise; efficient Euro-action aesthetic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
112,Die Another Day,2002,Lee Tamahori,Action/Spy,James Bond escapes North Korean imprisonment and tracks a villain with a space-based weapon of mass destruction while partnering with an American agent in this over-the-top 007 spectacle.,MC 47 RT 57%; $432M worldwide; Bonds 40th anniversary; Brosnan era finale; commercially massive but critically divisive,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
113,The Mothman Prophecies,2002,Mark Pellington,Thriller/Horror,A journalist investigates bizarre phenomena in a West Virginia town connected to sightings of a mysterious winged creature that may be predicting catastrophic events.,MC 51 RT 51%; $55M worldwide; Gere moody lead; atmospheric paranormal thriller; Pellingtons visual style; cult appreciation,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
114,Like Mike,2002,John Schultz,Comedy/Family,A teenage orphan discovers a pair of magical sneakers that give him NBA-level basketball skills and gets signed to a professional team while seeking a family.,MC 47 RT 51%; $62M worldwide; Bow Wows charm; family sports comedy; wish-fulfillment formula executed with warmth,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
115,Naqoyqatsi,2002,Godfrey Reggio,Documentary/Experimental,The final chapter of Reggios Qatsi trilogy uses digitally manipulated imagery to examine technologys transformation of human life nature and identity accompanied by Philip Glass score.,MC 47 RT 47%; Reggios ambitious experimental trilogy conclusion; Glass score; formal meditation on digital civilization,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
116,Resident Evil,2002,Paul W.S. Anderson,Action/Horror,A special forces team enters a vast underground facility to combat a zombie outbreak caused by a rogue AI in this video game adaptation that launched a massive franchise.,MC 33 RT 35%; $102M worldwide; launched six-film franchise; Jovovich action icon; gaming-to-cinema pioneer; enduring franchise,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
117,The Salton Sea,2002,D.J. Caruso,Crime/Thriller,A man living a double life among methamphetamine users in a desolate Salton Sea community investigates the murder that destroyed his former existence.,MC 47 RT 46%; Val Kilmer committed lead; Carusos stylish noir; D'Onofrio scene-stealing villain; cult neo-noir appreciation,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
118,Big Fat Liar,2002,Shawn Levy,Comedy/Family,A teenage storyteller discovers a Hollywood producer has stolen his creative writing essay and made it into a movie so he orchestrates an elaborate revenge scheme.,MC 41 RT 49%; $48M worldwide; Muniz and Giamatti comedic pairing; family comedy; Levys early directorial work,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
119,Star Trek: Nemesis,2002,Stuart Baird,Sci-Fi/Action,Captain Picard faces his clone a Reman warlord threatening the Federation in the Next Generation crews final voyage that marked the franchises lowest commercial point.,MC 51 RT 38%; $67M worldwide; franchise nadir; Hardy pre-fame as Shinzon; bittersweet TNG farewell; Data sacrifice,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
120,XXX,2002,Rob Cohen,Action/Adventure,An extreme sports athlete is recruited by the NSA to infiltrate a Russian anarchist group in this high-octane action spectacle that launched Vin Diesel as action star.,MC 41 RT 48%; $277M worldwide; Diesels breakout action vehicle; defined early-2000s extreme action aesthetic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,1,2026-04-02T08:36:57.263Z
121,Men in Black II,2002,Barry Sonnenfeld,Sci-Fi/Comedy,Agent J must restore Agent Ks memory when an alien seductress threatens Earth and only Ks forgotten knowledge can save the planet in this effects-heavy sequel.,MC 49 RT 39%; $441M worldwide; franchise continuation; commercial success despite critical disappointment,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,2,2026-04-02T08:37:04.460Z
122,Undisputed,2002,Walter Hill,Drama/Action,An undefeated prison boxing champion faces a newly incarcerated heavyweight champion of the world in this lean muscular fight film from genre master Walter Hill.,MC 45 RT 42%; Hills efficient genre craftsmanship; Snipes and Rhames face off; launched superior DTV sequel franchise,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
123,Maid in Manhattan,2002,Wayne Wang,Romantic Comedy,A hotel maid is mistaken for a socialite by a senatorial candidate sparking an unlikely romance complicated by class deception and tabloid exposure.,MC 46 RT 40%; $154M worldwide; Lopez commercial peak; mainstream Cinderella formula; significant Latina lead representation,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
124,The Rules of Attraction,2002,Roger Avary,Drama/Dark Comedy,Privileged college students pursue destructive relationships drug use and nihilistic excess at an elite campus in this formally inventive adaptation of Bret Easton Elliss novel.,MC 42 RT 44%; cult following; Avarys split-screen backward-narrative technique; Van Der Beek against type; transgressive campus satire,"Metacritic, Rotten Tomatoes, Letterboxd, IndieWire",,,,
125,Two Weeks Notice,2002,Marc Lawrence,Romantic Comedy,A passionate activist lawyer works for a charming real-estate tycoon and when she quits realizes her feelings run deeper than professional obligation.,MC 43 RT 41%; $199M worldwide; Bullock and Grant chemistry; reliable mainstream rom-com formula; holiday season success,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
126,The Banger Sisters,2002,Bob Dolman,Comedy/Drama,Two former rock groupies reunite decades later one now a uptight suburban mother the other still living wild forcing both to confront how theyve changed.,MC 42 RT 41%; $45M worldwide; Hawn and Sarandon reunion premise; lightweight but charming midlife comedy,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
127,Reign of Fire,2002,Rob Bowman,Action/Fantasy,Survivors in post-apocalyptic Britain battle dragons that have decimated civilization with a desperate plan to kill the lone male and end the species.,MC 39 RT 43%; $82M worldwide; Bale and McConaughey hamming gloriously; cult creature feature; ambitious genre B-movie,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
128,Sweet Home Alabama,2002,Andy Tennant,Romantic Comedy,A New York fashion designer must return to her small Alabama hometown to obtain a divorce from her estranged husband before she can marry her wealthy fiance.,MC 38 RT 38%; $180M worldwide; Witherspoons commercial star power; reliable mainstream romantic comedy; significant box office success,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
129,Windtalkers,2002,John Woo,War/Action,A Marine is assigned to protect a Navajo code talker during the Pacific War with orders to kill his charge rather than let the code fall to the Japanese.,MC 40 RT 36%; $77M worldwide on $115M budget; Woos Hollywood misfire; Cage anchors; respectful Navajo recognition despite flawed execution,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
130,The Time Machine,2002,Simon Wells,Sci-Fi/Adventure,A grief-stricken inventor builds a time machine to save his murdered fiancee but is hurled 800000 years into the future discovering humanitys divergent evolution.,MC 46 RT 29%; $123M worldwide; Wells great-grandson directed; ambitious adaptation; Pearce leads; disappointing but visually striking,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
131,Equilibrium,2002,Kurt Wimmer,Sci-Fi/Action,In a dystopian society where emotions are outlawed an enforcement officer begins to feel and joins a resistance movement in this stylish Orwellian action film with gun-kata martial arts.,MC 33 RT 40%; cult following; Bales pre-Batman action showcase; influential in dystopian genre; Wimmer invented gun-kata,"Metacritic, Rotten Tomatoes, Letterboxd, IMDB",,,,
132,Full Frontal,2002,Steven Soderbergh,Comedy/Drama,Interconnected Hollywood lives play out across a single day as actors writers and producers blur the line between performance and reality in Soderberghs DV experimental ensemble.,MC 42 RT 31%; Soderberghs most divisive experimental work; star ensemble (Roberts Pitt Blair); guerrilla digital filmmaking,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
133,The Santa Clause 2,2002,Michael Lembeck,Comedy/Family,Santa must find a Mrs. Claus before Christmas or lose his magical powers while a toy replica wreaks havoc at the North Pole in this holiday sequel.,MC 42 RT 25%; $172M worldwide; reliable holiday franchise; family entertainment staple; Allens Santa persona cemented,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
134,Analyze That,2002,Harold Ramis,Comedy/Crime,A neurotic mob boss is released into his psychiatrists care faking insanity to avoid prison while the therapists own life falls apart in this comedy sequel.,MC 39 RT 27%; $93M worldwide; De Niro and Crystal sequel; diminishing returns; franchise commercial reliability,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
135,Scooby-Doo,2002,Raja Gosnell,Comedy/Family,The Mystery Inc. gang investigates strange happenings at a haunted island resort in this live-action adaptation of the beloved cartoon featuring CGI Scooby and real-world hijinks.,MC 35 RT 30%; $275M worldwide; nostalgia-driven commercial success; launched franchise; camp appeal grew over time,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,1,2026-04-02T08:37:15.810Z
136,Showtime,2002,Tom Dey,Action/Comedy,A no-nonsense cop is forced to partner with an aspiring actor cop for a reality TV show about their beat creating chaos as staged drama meets real danger.,MC 34 RT 26%; $78M worldwide; De Niro and Murphy mismatched buddy comedy; lightweight commercial entertainment,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
137,The Four Feathers,2002,Shekhar Kapur,Adventure/Drama,A British officer resigns his commission on the eve of a Sudan campaign and receives four white feathers of cowardice from friends and fiancee prompting his solo redemption quest.,MC 41 RT 19%; $29M worldwide on $80M budget; Kapurs ambitious colonial epic; Ledger and Hounsou lead; commercial disappointment,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
138,Mr. Deeds,2002,Steven Brill,Comedy,A small-town pizzeria owner inherits $40 billion and moves to New York where media sharks and corporate vultures circle while he tries to stay genuine.,MC 36 RT 22%; $171M worldwide; Sandler reliable commercial formula; remake of Capra classic; mainstream comedy comfort food,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
139,The Sweetest Thing,2002,Roger Kumble,Comedy/Romance,Three single women navigate modern dating with raunchy humor road trips and misadventures in this female-driven gross-out comedy ahead of its time in centering womens sexual agency.,MC 24 RT 25%; $68M worldwide; Diaz Applegate Blair trio; maligned upon release but cult feminist reappraisal growing,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd",,,,
140,Swimfan,2002,John Polson,Thriller,A high school swimmer with a bright future is stalked by an obsessive new student who threatens to destroy everything hes worked for in this teen Fatal Attraction.,MC 35 RT 14%; $34M worldwide; teen thriller formula; Christensen and Bradford lead; early 2000s high school thriller archetype,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
141,Ghost Ship,2002,Steve Beck,Horror,A salvage crew discovers a mysterious ocean liner adrift on the Bering Sea that holds dark secrets and supernatural terrors connected to a decades-old mass murder.,MC 27 RT 15%; $68M worldwide on $20M budget; commercially profitable horror; striking opening sequence; guilty pleasure genre fare,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
142,Knockaround Guys,2002,Brian Koppelman and David Levien,Crime/Drama,A mobsters son tries to prove himself by retrieving a bag of cash lost in a Montana town where the local sheriff is more dangerous than any New York wiseguy.,MC 31 RT 11%; shelved for two years before release; Diesel Pepper Green Malkovich; crime comedy misfired; Koppelman pre-Rounders fame,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
143,Crossroads,2002,Tamra Davis,Comedy/Drama,Three childhood friends embark on a cross-country road trip after high school graduation reconnecting and discovering themselves in this teen coming-of-age vehicle.,MC 25 RT 14%; $61M worldwide; Spears acting debut; cultural artifact of early 2000s pop stardom; guilty pleasure status,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
144,The Tuxedo,2002,Kevin Donovan,Action/Comedy,A taxi driver inherits a high-tech tuxedo that gives him superhuman abilities and is drawn into a plot to contaminate the worlds water supply in this lightweight Jackie Chan vehicle.,MC 21 RT 16%; $104M worldwide; Chan vehicle; high-concept action comedy; early 2000s action-comedy formula,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
145,Ballistic: Ecks vs. Sever,2002,Wych Kaosayananda,Action/Thriller,Two rival government agents discover they share a common enemy and must join forces in this notoriously incoherent action film holding cinemas worst Rotten Tomatoes record.,MC 19 RT 0% (149 reviews all negative); $19M worldwide on $70M budget; historically worst reviewed wide release; Banderas Liu wasted,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
146,8 Women,2002,,Musical,Featured on LB Musical list.,,LB Musical,,,,
147,9/11,2002,,Documentary,Featured on LB Documentary list.,,LB Documentary,,,,
148,Detective Conan: The Phantom of Baker Street,2002,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi,,,,
149,Devdas,2002,,Musical,Featured on LB Musical list.,,LB Musical,,,,
150,Kannathil Muthamittal,2002,,War,Featured on LB War list.,,LB War,,,,
151,Madame Satã,2002,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical,,,,
152,"Master, a Building in Copacabana",2002,,Documentary,Featured on LB Documentary list.,,LB Documentary,,,,
153,May,2002,,Horror,Featured on LB Horror list.,,LB Horror,,,,
154,Paid in Full,2002,,Action,Featured on LB Action list.,,LB Action,,,,
155,The Adventures of Pluto Nash,2002,Ron Underwood,Sci-Fi/Comedy,A nightclub owner on the Moon in 2087 fights to save his establishment from a mysterious crime boss in one of cinemas most legendary box-office catastrophes.,MC 11 RT 5%; $7M worldwide on $100M budget; historically infamous bomb; Murphy career nadir; studied as cautionary tale,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
156,Half Past Dead,2002,Don Michael Paul,Action/Crime,An undercover FBI agent infiltrates a newly reopened Alcatraz only for mercenaries to seize the prison seeking death row inmates hidden gold in this low-budget Seagal vehicle.,MC 11; RT 3%; $19M worldwide; Seagals direct-to-video transition era; Ja Rule costar; genre bottom-of-barrel entertainment,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
