Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp,RankOverride
68,Green Room,2015,Jeremy Saulnier,Thriller/Horror,A punk band witnesses a murder at a remote neo-Nazi skinhead venue and must fight their way out in Saulniers brutally tense siege thriller.,RT 95 MC 79; Stewart Yelchin Imogen Poots; Saulnier follow-up to Blue Ruin; claustrophobic intensity; punk ethos; Patrick Stewart villain; violent precision,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
69,Knight of Cups,2015,Terrence Malick,Drama,A screenwriter wanders through Los Angeles nightlife and excess searching for meaning and connection in Malicks divisive impressionistic exploration of spiritual emptiness in Hollywood.,Berlin competition; RT 46 MC 53; Bale Blanchett Portman; Malick impressionism; LA drift; Lubezki cinematography; polarizing auteur cinema; existential wandering,"Berlin Film Festival, Metacritic, Rotten Tomatoes",,,,,
70,The Clan,2015,Pablo Trapero,Crime/Drama,A respectable Argentine family runs a kidnapping-for-ransom operation during the countrys transition to democracy in Traperos chilling true-crime portrait of domestic evil.,Venice Best Director; RT 84 MC 67; Trapero Argentine cinema; Puccio family true story; family crime; domestic horror; Argentine blockbuster; historical crime,"Venice Film Festival, Metacritic, Rotten Tomatoes",,,,,
71,Mon Roi,2015,Maiwenn,Drama/Romance,A woman reflects on the tumultuous passionate relationship that led to her knee injury during rehabilitation in Maiwenns intense intimate portrait of toxic love.,Cannes Best Actress (Bercot shared); RT 79 MC 63; Bercot Cassel; Maiwenn direction; toxic relationship cycle; French romantic intensity; rehabilitation framing device,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,,
72,Spectre,2015,Sam Mendes,Action/Spy,James Bond uncovers the existence of a sinister global criminal organization while facing a personal connection to its leader in Mendes stylish but sprawling franchise continuation.,Oscar Best Song (Writings on the Wall); RT 63 MC 60; $880M worldwide; Craig Waltz; Mendes second Bond; SPECTRE return; Mexico City opening; franchise fatigue debate,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-01T15:48:00.856Z,
73,The Forbidden Room,2015,Guy Maddin and Evan Johnson,Fantasy/Experimental,A submarine crew a lumberjack and dozens of other characters collide in nested stories within stories in Maddin and Johnsons deliriously inventive avant-garde fever dream.,RT 88 MC 75; Maddin maximalism; nested narratives; avant-garde cinema; Sundance premiere; silent film aesthetic; experimental narrative; Canadian visionary,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,,
74,Dope,2015,Rick Famuyiwa,Comedy/Drama,A geeky high school senior navigating life in a tough LA neighborhood accidentally ends up with a drug dealers stash and must find a way out in Famuyiwas vibrant genre-blending debut.,Sundance premiere; RT 87 MC 72; Shameik Moore breakout; 90s nostalgia; Inglewood coming-of-age; Pharrell produced; hip-hop culture; diverse voice,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,,
75,While We're Young,2015,Noah Baumbach,Comedy/Drama,A middle-aged couple befriend a younger hipster couple whose free-spirited lifestyle exposes the insecurities and compromises of aging in Baumbachs witty generational comedy.,RT 83 MC 76; Stiller Watts Driver Seyfried; Baumbach generational satire; hipster critique; authenticity debate; documentary ethics subplot; aging anxieties,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
76,Concussion,2015,Peter Landesman,Drama/Biography,A forensic pathologist discovers CTE in deceased NFL players and takes on the football establishment to expose the truth about brain injuries in Landesmans whistleblower drama.,Golden Globe nom Actor (Smith); RT 61 MC 55; Will Smith; NFL brain injury; CTE discovery; institutional resistance; Smith dramatic performance; Omalu true story,"Golden Globes, Metacritic, Rotten Tomatoes",,,,,
77,The End of the Tour,2015,James Ponsoldt,Drama,A Rolling Stone journalist spends five days on a book tour with novelist David Foster Wallace in Pondsdolts intimate portrait of literary genius anxiety and the search for authenticity.,RT 91 MC 79; Segel as Wallace; Eisenberg interviewer; Ponsoldt direction; Lipsky memoir; literary intellectual cinema; Wallace complexity; Segel dramatic revelation,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
78,The Gift,2015,Joel Edgerton,Thriller,A couples idyllic new life is disrupted when a mysterious figure from the husbands past reappears bearing unsettling gifts and dark secrets in Edgertons sophisticated directorial debut.,RT 92 MC 77; Edgerton writing directing acting; Bateman Hall; psychological suspense; suburban paranoia; stalker thriller reinvented; twist devastating,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
79,99 Homes,2015,Ramin Bahrani,Drama/Thriller,A single father evicted from his home goes to work for the ruthless real estate broker who threw him out becoming complicit in the foreclosure machine destroying his community.,RT 92 MC 76; Garfield Shannon; Bahrani housing crisis; economic desperation moral collapse; Shannon menacing; Orlando setting; American Dream inversion,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
80,Mission: Impossible - Rogue Nation,2015,Christopher McQuarrie,Action/Spy,Ethan Hunt goes rogue to expose an international criminal consortium called the Syndicate while the IMF faces dissolution in McQuarries expertly crafted franchise peak.,RT 93 MC 75; $682M worldwide; Cruise opera sequence; Ferguson breakout; underwater sequence; McQuarrie franchise stewardship; practical stunts; spy thriller perfection,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-02T07:22:33.090Z,
81,Cop Car,2015,Jon Watts,Thriller,Two young boys find an abandoned police car in a field and take it for a joyride unaware that its corrupt owner is desperately searching for it in Watts taut micro-budget thriller.,Sundance premiere; RT 80 MC 71; Bacon menacing; Watts pre-Spider-Man; micro-budget tension; kids-in-danger thriller; Watts breakthrough; Oklahoma landscape,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,,
82,Results,2015,Andrew Bujalski,Comedy/Romance,Two personal trainers at a small Austin gym become entangled with a newly wealthy eccentric client in Bujalskis charming off-kilter romantic comedy.,RT 82 MC 68; Pearce Smulders Corrigan; Bujalski mumblecore evolution; Austin setting; fitness comedy; indie charm; Sundance premiere,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,,
83,Mississippi Grind,2015,Anna Boden and Ryan Fleck,Drama,A down-on-his-luck gambler and a younger drifter hit the road through the American South in a series of increasingly high-stakes poker games in Boden and Flecks warm character study.,RT 91 MC 73; Reynolds Mendelsohn; gambling road trip; American South; Boden Fleck collaboration; character-driven; poker cinema; understated charm,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
84,Bone Tomahawk,2015,S. Craig Zahler,Western/Horror,A sheriff leads a rescue party into cannibal territory to save townspeople kidnapped by a savage troglodyte clan in Zahlers unforgettable genre-blending debut that fuses western and horror.,RT 91 MC 72; Russell Jenkins Fox; Zahler debut; western-horror hybrid; that scene iconic; slow-burn then shock; genre invention; cult classic,"Metacritic, Rotten Tomatoes, IndieWire",,1,,,
85,Desierto,2015,Jonas Cuaron,Thriller,A group of immigrants attempting to cross the US-Mexico border are hunted by a xenophobic vigilante sniper in the unforgiving desert in Cuarons stripped-down survival thriller.,TIFF FIPRESCI Prize; RT 62 MC 56; Bernal Nolte; border crossing thriller; Cuaron directing (Alfonso son); immigration crisis; desert survival; politically charged,"TIFF, Metacritic, Rotten Tomatoes",,,,,
86,A Bigger Splash,2015,Luca Guadagnino,Drama/Thriller,A famous rock star recovering her voice on a remote Italian island is disrupted by the arrival of her ex-lover and his seductive daughter in Guadagninos sun-drenched psychological thriller.,RT 84 MC 73; Swinton Fiennes Dakota Johnson Schoenaerts; Guadagnino pre-Call Me By Your Name; Pantelleria setting; La Piscine remake; sensual tension,"Metacritic, Rotten Tomatoes, IndieWire",,1,,,
87,The Nightmare,2015,Rodney Ascher,Documentary/Horror,Eight people describe terrifying episodes of sleep paralysis in Aschers formally inventive documentary that recreates their nightmarish visions blurring the line between documentary and horror.,RT 75 MC 62; Ascher follow-up to Room 237; sleep paralysis; documentary horror hybrid; recreation sequences; universal fear; Sundance premiere; formally inventive,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,,
88,Crimson Peak,2015,Guillermo del Toro,Horror/Romance,A young author discovers her new husbands decaying English mansion holds dark secrets and ghosts in del Toros gorgeous sumptuous Gothic romance that privileges atmosphere over scares.,RT 72 MC 66; Wasikowska Hiddleston Chastain; del Toro Gothic design; haunted house beauty; production design extraordinary; gothic romance genre; divisive but gorgeous,"Metacritic, Rotten Tomatoes",,1,,,
89,Clouds of Sils Maria,2015,Olivier Assayas,Drama,An aging actress preparing to star in a revival of the play that made her famous confronts her younger self through her personal assistant in Assayas layered meditation on identity and age.,RT 88 MC 74; Stewart Binoche Moretz; Assayas meta-theatrical; Stewart breakout dramatic role; Swiss Alps; aging actress; art and life mirror; European art cinema,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,1,,,
90,Chronic,2015,Michel Franco,Drama,A home healthcare worker becomes deeply enmeshed in the lives of his terminally ill patients as a way of atoning for a personal tragedy in Francos austere moral study.,Cannes Best Screenplay; RT 44 MC 51; Roth remarkable; Franco formal austerity; caregiver boundary; terminal care; Mexican-American production; divisive,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,,
91,Trainwreck,2015,Judd Apatow,Comedy/Romance,A commitment-phobic magazine writer who enjoys her promiscuous lifestyle begins to reassess her priorities when she falls for a sports doctor she is profiling.,RT 85 MC 75; $140M worldwide; Schumer writing and starring; Hader; Apatow direction; LeBron James scene-stealer; rom-com subversion; Schumer breakthrough,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
92,Mistress America,2015,Noah Baumbach,Comedy,A lonely college freshman in New York is taken under the wing of her soon-to-be stepsister a charismatic but directionless thirty-something in Baumbachs screwball-paced comedy.,RT 80 MC 78; Gerwig co-wrote and stars; Baumbach-Gerwig collaboration; NYC energy; literary comedy; generational dynamics; Gerwig magnetic; Hawks-speed dialogue,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
93,Unfriended,2015,Levan Gabriadze,Horror,A group of friends on a video call are haunted by the spirit of a classmate who committed suicide after cyberbullying in Gabriadzes innovative screenlife horror.,RT 57 MC 59; $64M on $1M budget; screenlife format; cyberbullying commentary; Blumhouse production; format innovation; social media horror; micro-budget hit,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
94,Love,2015,Gaspar Noe,Drama/Romance,A young man trapped in an unsatisfying relationship recalls the passionate love affair of his past in Noes explicit 3D examination of desire intimacy and loss.,Cannes Midnight Screenings; RT 38 MC 52; Noe explicit; 3D intimacy; provocative auteur; unrated release; French provocation; desire and regret; formally bold,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,,
95,Far from the Madding Crowd,2015,Thomas Vinterberg,Drama/Romance,A headstrong young woman attracts three very different suitors in Victorian England in Vinterbergs lush adaptation of Thomas Hardys classic novel.,RT 85 MC 71; Mulligan Schoenaerts Sturridge Sheen; Vinterberg Hardy adaptation; Victorian romance; Mulligan commanding; English countryside; literary prestige,"Metacritic, Rotten Tomatoes",,,,,
96,Kumiko the Treasure Hunter,2015,David Zellner,Drama/Adventure,A disillusioned Tokyo office worker becomes convinced the buried ransom money from the film Fargo is real and travels to Minnesota to find it in Zellners haunting obsession fable.,RT 87 MC 68; Kikuchi leading; Fargo urban legend; cultural dislocation; Zellner brothers; snow isolation; Tokyo to Minnesota; beautiful melancholy,"Metacritic, Rotten Tomatoes, IndieWire",,1,,,
97,Heaven Knows What,2015,Josh and Benny Safdie,Drama,A young heroin addict navigates love addiction and survival on the streets of New York in the Safdie brothers raw immersive portrait of urban desperation.,RT 81 MC 73; Arielle Holmes real-life story; Safdie brothers breakthrough; NYC streets; addiction rawness; Holmes extraordinary; pre-Good Time; guerrilla filmmaking,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
98,Seymour: An Introduction,2015,Ethan Hawke,Documentary,Ethan Hawke profiles his friend and mentor pianist Seymour Bernstein exploring the relationship between artistry anxiety and the courage to perform.,RT 88 MC 66; Hawke directing; Bernstein charisma; music and anxiety; artistic vocation; Hawke intimate filmmaking; piano as philosophy; quiet documentary,"Metacritic, Rotten Tomatoes",,,,,
99,Chi-Raq,2015,Spike Lee,Comedy/Drama,Women in Chicago withhold sex from their men to end the citys gun violence epidemic in Lees bold provocative modern adaptation of Aristophanes Lysistrata.,RT 81 MC 68; Lee provocative; Lysistrata adaptation; Chicago violence; verse dialogue; Amazon Studios; Angela Bassett Nick Cannon; politically charged,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
100,Furious 7,2015,James Wan,Action,Deckard Shaw seeks vengeance against Dom Toretto and his crew in a globe-trotting mission that doubles as a moving farewell to the late Paul Walker in Wans high-octane franchise peak.,RT 82 MC 67; $1.76B worldwide; Paul Walker tribute ending; Statham villain; Abu Dhabi tower sequence; Walker CGI farewell; franchise emotional peak,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,1,2026-04-02T07:23:03.364Z,
101,Ant-Man,2015,Peyton Reed,Superhero/Comedy,A thief is recruited by a scientist to don a shrinking suit and pull off a heist to save the world from a dangerous technology in Marvels playful heist-comedy entry.,RT 83 MC 64; $519M worldwide; Rudd Douglas Lilly; MCU heist film; Reed direction; size-changing action; Thomas the Tank Engine fight; franchise expansion,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-02T07:23:06.175Z,
102,Steve Jobs: The Man in the Machine,2015,Alex Gibney,Documentary,Gibney examines the contradictions between Steve Jobs public image as a visionary and his private behavior as a deeply flawed human being.,RT 82 MC 65; Gibney investigating; Jobs complexity; Apple mythology; tech industry critique; Gibney prolific year (Going Clear also); Silicon Valley examination,"Metacritic, Rotten Tomatoes",,,,,
103,Turbo Kid,2015,Francois Simard and Anouk Whissell and Yoann-Karl Whissell,Action/Sci-Fi,A teenager in a post-apocalyptic wasteland discovers a powerful glove and becomes a superhero battling a tyrannical water baron in this gleefully retro low-budget cult tribute to 80s cinema.,RT 86 MC 59; retro 1980s aesthetic; BMX action; practical gore effects; cult classic; festival favorite; Canuck genre cinema; nostalgic splatter,"Metacritic, Rotten Tomatoes, IndieWire",,,,,
104,Iris,2015,Albert Maysles,Documentary,Fashion icon Iris Apfel shares her philosophy of style creativity and living life on her own terms in legendary documentarian Maysles final film.,RT 82 MC 61; Maysles final film; Apfel charisma; fashion documentary; style as self-expression; Maysles legacy; life-affirming; nonagenarian icon,"Metacritic, Rotten Tomatoes",,,,,
105,The SpongeBob Movie: Sponge Out of Water,2015,Paul Tibbitt,Animation/Comedy,SpongeBob and his friends venture to the surface world to retrieve the stolen Krabby Patty secret formula in a madcap adventure mixing animation and live-action.,RT 81 MC 62; $325M worldwide; Banderas live-action villain; franchise continuation; animation-live action hybrid; Nickelodeon IP; family comedy,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
106,Avengers: Age of Ultron,2015,Joss Whedon,Superhero/Action,The Avengers reassemble to stop Ultron an artificial intelligence bent on human extinction while new heroes and internal fractures emerge in Whedons ambitious ensemble sequel.,RT 76 MC 66; $1.4B worldwide; ensemble cast; Scarlet Witch Vision introduced; Whedon franchise fatigue; MCU Phase Two finale; Hulkbuster sequence,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T07:23:12.576Z,
107,The Good Dinosaur,2015,Peter Sohn,Animation/Adventure,A young dinosaur befriends a human cave boy in an alternate world where the asteroid missed Earth in Pixars visually stunning but narratively modest adventure.,RT 76 MC 66; $332M worldwide; Pixar photorealistic landscapes; emotional simplicity; dinosaur-boy friendship; stunning animation technology; modest storytelling,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
108,Black Mass,2015,Scott Cooper,Crime/Biography,FBI agent John Connolly allows Boston crime boss Whitey Bulger to operate with impunity in exchange for information on the Italian Mafia in Coopers true-crime drama.,RT 73 MC 68; Depp transformation; Edgerton; Bulger true story; Boston crime; Depp serious role; Cooper direction; organized crime history,"Metacritic, Rotten Tomatoes",,,,,
109,Danny Collins,2015,Dan Fogelman,Comedy/Drama,An aging rock star whose career has descended into mediocrity discovers a 40-year-old letter from John Lennon that inspires him to change his life in Fogelmans warm directorial debut.,RT 78 MC 62; Pacino Bening; Lennon letter true story; Fogelman debut; Pacino gentle; rock star redemption; intergenerational warmth; modest indie,"Metacritic, Rotten Tomatoes",,,,,
110,McFarland USA,2015,Niki Caro,Drama/Sport,A disgraced football coach rebuilds his career at a predominantly Latino high school by starting a cross-country running team in Caros inspirational true-story sports drama.,RT 79 MC 60; $44M domestic; Costner; Latino representation; cross-country running; underdog sports; Caro direction; California farmland; true story heart,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
111,Everest,2015,Baltasar Kormakur,Drama/Adventure,Two expedition groups attempt to summit Mount Everest during the deadly 1996 blizzard that killed eight climbers in Kormakurs harrowing true-story survival drama.,RT 73 MC 64; Clarke Gyllenhaal Brolin Knightley; Krakauer Into Thin Air; mountaineering disaster; ensemble cast; IMAX spectacle; true story power,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-02T07:23:20.268Z,
112,Goosebumps,2015,Rob Letterman,Comedy/Horror,A teenager discovers his neighbor is horror author R.L. Stine and that the monsters from his books are real after accidentally releasing them in Lettermans family horror-comedy.,RT 77 MC 60; $158M worldwide; Black as Stine; franchise adaptation; family horror; nostalgia IP; Letterman direction; Halloween release,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
113,The Hunger Games: Mockingjay - Part 2,2015,Francis Lawrence,Sci-Fi/Action,Katniss leads the rebels in a final assault on the Capitol and President Snow in the dark ambitious conclusion to the dystopian franchise.,RT 70 MC 65; $653M worldwide; Lawrence commanding; franchise conclusion; war film ambitions; Snow Rose; Hunger Games cultural impact; YA franchise peak,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
114,Kingsman: The Secret Service,2015,Matthew Vaughn,Action/Comedy,A street-smart young man is recruited into a secret spy organization and must stop a tech billionaire from implementing a deadly plan in Vaughns irreverent stylish action comedy.,RT 74 MC 60; $414M worldwide; Firth Egerton Jackson; church fight scene iconic; Vaughn action choreography; franchise launcher; British spy reinvention,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-02T07:23:22.708Z,
115,Jurassic World,2015,Colin Trevorrow,Sci-Fi/Action,A fully operational dinosaur theme park descends into chaos when a genetically modified hybrid dinosaur escapes its paddock in Trevorrows franchise revival blockbuster.,RT 71 MC 59; $1.67B worldwide (4th highest ever at time); Pratt Howard; Indominus Rex; franchise rebirth; record opening weekend ($208M); theme park nostalgia,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-02T07:23:29.314Z,
116,Pitch Perfect 2,2015,Elizabeth Banks,Musical/Comedy,The Barden Bellas compete in an international a cappella competition in Copenhagen in Banks directorial debut sequel to the beloved musical comedy.,RT 65 MC 62; $287M worldwide; Kendrick Wilson; Banks directing debut; a cappella sequel; franchise extension; girl group dynamics; musical comedy,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
117,The DUFF,2015,Ari Sandel,Comedy,A high school senior discovers she has been labelled the Designated Ugly Fat Friend of her attractive popular friends and sets out to reinvent herself and challenge social hierarchies.,RT 71 MC 56; Whitman Amell; teen comedy; high school social dynamics; Sandel direction; social media age; self-empowerment; YA comedy,"Metacritic, Rotten Tomatoes",,,,,
118,The Man from U.N.C.L.E.,2015,Guy Ritchie,Action/Spy,CIA and KGB agents are forced to work together during the Cold War to stop a criminal organization from acquiring nuclear weapons in Ritchies stylish 1960s espionage caper.,RT 68 MC 56; Cavill Hammer Vikander; Ritchie style; 1960s aesthetic; Cold War spy charm; underperformed commercially; cult following; franchise potential unrealized,"Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,,
119,The Visit,2015,M. Night Shyamalan,Horror/Comedy,Two siblings visiting their grandparents discover the elderly couple are harboring a dark secret in Shyamalans found-footage horror that marked his critical comeback.,RT 67 MC 55; $98M on $5M budget; Shyamalan comeback; grandparents horror; found footage; low-budget success; micro-budget Blumhouse; Shyamalan genre return,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
120,Magic Mike XXL,2015,Gregory Jacobs,Comedy/Drama,Mike Lane comes out of retirement for one last hurrah as he joins the male stripper crew on a road trip to a convention in Myrtle Beach in Jacobs freewheeling joyful sequel.,RT 62 MC 60; $122M worldwide; Tatum ensemble; Jacobs directing; road trip energy; dance sequences; male gaze inversion; summer fun sequel,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
121,Poltergeist,2015,Gil Kenan,Horror,A familys suburban home is invaded by malevolent spirits who abduct their youngest daughter through the television in Kenans competent but unnecessary horror remake.,RT 31 MC 47; $95M worldwide; Rockwell Harris; Spielberg original comparison; remake; Kenan direction; 3D effects; haunted house formula,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
122,Southpaw,2015,Antoine Fuqua,Drama/Sport,A boxing champion spirals into self-destruction after a personal tragedy and must rebuild his life and career to regain custody of his daughter in Fuquas visceral sports drama.,RT 59 MC 57; Gyllenhaal physical transformation; Whitaker trainer; Fuqua direction; boxing redemption arc; Gyllenhaal commitment; formulaic but powerful,"Metacritic, Rotten Tomatoes",,1,,,
123,Truth,2015,James Vanderbilt,Drama,A CBS producer and anchorman Dan Rather investigate a story about President Bushs military service record that threatens to destroy their careers in Vanderbilts journalism drama.,RT 60 MC 56; Blanchett Redford; 2004 CBS controversy; Rather legacy; journalism ethics; Vanderbilt debut; Blanchett commitment; media accountability,"Metacritic, Rotten Tomatoes",,,,,
124,The Second Best Exotic Marigold Hotel,2015,John Madden,Comedy/Drama,The residents of the rundown Indian hotel expand their business venture while navigating new romances and old regrets in Maddens charming ensemble sequel.,RT 62 MC 50; $87M worldwide; Dench Smith Gere; ensemble charm; British pensioners abroad; Madden sequel; India setting; comfort cinema,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
125,Insidious Chapter 3,2015,Leigh Whannell,Horror,A teenage girl reaches out to the dead and inadvertently invites a malevolent entity into her life in Whannells prequel to the popular supernatural horror franchise.,RT 59 MC 52; $113M worldwide; Whannell writing directing; franchise prequel; jump scares; Lin Shaye returning; Blumhouse production; horror franchise continuation,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
126,Minions,2015,Pierre Coffin and Kyle Balda,Animation/Comedy,Three Minions travel through history seeking a new villainous master eventually landing in 1960s England where they meet the young Scarlet Overkill.,RT 55 MC 56; $1.16B worldwide; Bullock Hamm; prequel to Despicable Me; slapstick comedy; kids phenomenon; merchandising empire; highest-grossing animated 2015,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
127,The Intern,2015,Nancy Meyers,Comedy/Drama,A 70-year-old retiree becomes a senior intern at an online fashion startup run by a driven young CEO in Meyers crowd-pleasing intergenerational workplace comedy.,RT 59 MC 51; De Niro Hathaway; Meyers comfort cinema; workplace generational dynamics; De Niro gentle charm; feel-good; $194M worldwide,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-02T07:23:58.347Z,
128,Tomorrowland,2015,Brad Bird,Sci-Fi/Adventure,A tech-savvy teenager and a former boy genius inventor discover a futuristic dimension and must work together to save both worlds in Birds ambitious optimistic Disney original.,RT 50 MC 60; $209M worldwide; Clooney Robertson; Bird ambition; retro-futurism; Disney original; optimistic sci-fi; commercial disappointment; Bird vision,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T07:23:53.910Z,
129,Freeheld,2015,Peter Sollett,Drama,A dying New Jersey detective fights for her domestic partner to receive her pension benefits in Solletts true-story civil rights drama.,RT 59 MC 49; Moore Page; LGBTQ rights; pension benefits fight; true story; Nyswaner screenplay; modest awards play; Moore committed,"Metacritic, Rotten Tomatoes",,,,,
130,Hotel Transylvania 2,2015,Genndy Tartakovsky,Animation/Comedy,Dracula worries his half-human grandson might not be a vampire and tries to bring out the monster in him in Tartakovskys colorful animated sequel.,RT 55 MC 50; $474M worldwide; Sandler Gomez; Tartakovsky animation; franchise continuation; family comedy; monster humor; Halloween release,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
131,The Age of Adaline,2015,Lee Toland Krieger,Romance/Drama,A young woman who has remained 29 years old for nearly eight decades must choose between the safety of her solitary life and the joy of human connection.,RT 54 MC 51; Lively Ford; immortality romance; Krieger direction; Lively magnetic; fantasy romance; Harrison Ford supporting; age-gap love,"Metacritic, Rotten Tomatoes",,,,,
132,Woman in Gold,2015,Simon Curtis,Drama/Biography,An elderly Jewish woman and her young lawyer take on the Austrian government to recover a famous Klimt painting stolen by the Nazis in Curtis true-story legal drama.,RT 52 MC 49; Mirren Reynolds; art restitution; Nazi theft; Klimt painting; legal drama; Mirren starring; historical justice,"Metacritic, Rotten Tomatoes",,,,,
133,Ricki and the Flash,2015,Jonathan Demme,Comedy/Drama,An aging rock guitarist returns to her estranged family to make amends in Demmes modest character-driven comedy featuring Streep performing her own songs live.,RT 42 MC 55; Streep Springfield; Demme late career; rock and family; Streep performing live; mother-daughter dynamics; Demme modesty; underrated warmth,"Metacritic, Rotten Tomatoes",,,,,
134,Ted 2,2015,Seth MacFarlane,Comedy,The foul-mouthed teddy bear and his best friend must prove Teds legal status as a person in court in MacFarlanes sequel that mixes civil rights satire with crude humor.,RT 46 MC 48; $215M worldwide; Wahlberg MacFarlane; legal comedy; franchise fatigue; MacFarlane excess; Amanda Seyfried; crude humor,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
135,San Andreas,2015,Brad Peyton,Action/Disaster,A helicopter pilot and his estranged wife race to save their daughter during a massive earthquake that devastates California in Peytons spectacular disaster blockbuster.,RT 48 MC 43; $474M worldwide; Dwayne Johnson; Gugino; earthquake spectacle; California destruction; disaster film revival; Johnson star power,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
136,Chappie,2015,Neill Blomkamp,Sci-Fi/Action,A police robot is stolen and reprogrammed with artificial intelligence giving it the ability to think and feel in Blomkamps ambitious but flawed sci-fi fable about consciousness.,RT 32 MC 41; Jackman Patel; Die Antwoord starring; Blomkamp declining returns; robot consciousness; Johannesburg setting; science fiction fable; divisive,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
137,Fifty Shades of Grey,2015,Sam Taylor-Johnson,Erotic Drama,A literature student begins a sadomasochistic relationship with a wealthy young businessman in Taylor-Johnsons controversial adaptation of the global publishing phenomenon.,RT 25 MC 46; $571M worldwide; Johnson Dornan; cultural phenomenon; BDSM discourse; Taylor-Johnson direction; franchise launcher; massive opening weekend,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,1,2026-04-02T07:24:07.747Z,
138,Vacation,2015,Jonathan Goldstein and John Francis Daley,Comedy,Rusty Griswold takes his own family on a road trip to Walley World to relive the magic of his childhood vacation in this franchise revival comedy.,RT 27 MC 44; $107M worldwide; Helms Applegate; National Lampoon legacy; Chevy Chase cameo; road trip comedy; franchise nostalgia; gross-out humor,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
139,Entourage,2015,Doug Ellin,Comedy/Drama,Vincent Chase and his Hollywood entourage navigate the movie business as Vinces directorial debut faces studio opposition in Ellins big-screen extension of the HBO series.,RT 32 MC 38; $49M on $30M budget; Connolly Grenier Dillon Piven; TV-to-film transition; Hollywood satire; Ellin directing; series continuation; Piven scene-stealer,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
140,Jupiter Ascending,2015,Lana and Lilly Wachowski,Sci-Fi/Fantasy,A cleaning woman discovers she is genetic royalty destined to inherit the Earth and must navigate intergalactic politics to save humanity in the Wachowskis ambitious space opera.,RT 27 MC 40; $184M on $176M budget; Tatum Kunis Redmayne; Wachowski ambition; space opera excess; Redmayne campy villain; commercial disaster; cult curiosity,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
